date,Fioraio,isPartial
2018-01-07,22,False
2018-01-14,19,False
2018-01-21,20,False
2018-01-28,9,False
2018-02-04,9,False
2018-02-11,52,False
2018-02-18,5,False
2018-02-25,18,False
2018-03-04,44,False
2018-03-11,28,False
2018-03-18,31,False
2018-03-25,25,False
2018-04-01,20,False
2018-04-08,9,False
2018-04-15,30,False
2018-04-22,15,False
2018-04-29,17,False
2018-05-06,19,False
2018-05-13,22,False
2018-05-20,17,False
2018-05-27,17,False
2018-06-03,17,False
2018-06-10,16,False
2018-06-17,10,False
2018-06-24,16,False
2018-07-01,16,False
2018-07-08,18,False
2018-07-15,32,False
2018-07-22,22,False
2018-07-29,6,False
2018-08-05,25,False
2018-08-12,11,False
2018-08-19,20,False
2018-08-26,20,False
2018-09-02,16,False
2018-09-09,21,False
2018-09-16,5,False
2018-09-23,46,False
2018-09-30,18,False
2018-10-07,23,False
2018-10-14,23,False
2018-10-21,25,False
2018-10-28,30,False
2018-11-04,14,False
2018-11-11,5,False
2018-11-18,14,False
2018-11-25,29,False
2018-12-02,19,False
2018-12-09,30,False
2018-12-16,21,False
2018-12-23,23,False
2018-12-30,21,False
2019-01-06,12,False
2019-01-13,26,False
2019-01-20,16,False
2019-01-27,9,False
2019-02-03,24,False
2019-02-10,100,False
2019-02-17,41,False
2019-02-24,14,False
2019-03-03,74,False
2019-03-10,12,False
2019-03-17,31,False
2019-03-24,23,False
2019-03-31,34,False
2019-04-07,18,False
2019-04-14,26,False
2019-04-21,23,False
2019-04-28,24,False
2019-05-05,39,False
2019-05-12,32,False
2019-05-19,7,False
2019-05-26,13,False
2019-06-02,18,False
2019-06-09,13,False
2019-06-16,21,False
2019-06-23,17,False
2019-06-30,16,False
2019-07-07,28,False
2019-07-14,14,False
2019-07-21,22,False
2019-07-28,13,False
2019-08-04,27,False
2019-08-11,24,False
2019-08-18,16,False
2019-08-25,34,False
2019-09-01,26,False
2019-09-08,36,False
2019-09-15,17,False
2019-09-22,31,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,11,False
2019-10-20,19,False
2019-10-27,17,False
2019-11-03,23,False
2019-11-10,27,False
2019-11-17,19,False
2019-11-24,6,False
2019-12-01,19,False
2019-12-08,26,False
2019-12-15,24,False
2019-12-22,17,False
2019-12-29,7,False
2020-01-05,12,False
2020-01-12,19,False
2020-01-19,14,False
2020-01-26,17,False
2020-02-02,25,False
2020-02-09,78,False
2020-02-16,16,False
2020-02-23,19,False
2020-03-01,24,False
2020-03-08,17,False
2020-03-15,11,False
2020-03-22,7,False
2020-03-29,26,False
2020-04-05,25,False
2020-04-12,17,False
2020-04-19,47,False
2020-04-26,23,True
