date,fioraio,isPartial
2018-01-07,14,False
2018-01-14,27,False
2018-01-21,9,False
2018-01-28,26,False
2018-02-04,31,False
2018-02-11,75,False
2018-02-18,25,False
2018-02-25,17,False
2018-03-04,43,False
2018-03-11,26,False
2018-03-18,23,False
2018-03-25,23,False
2018-04-01,5,False
2018-04-08,22,False
2018-04-15,27,False
2018-04-22,19,False
2018-04-29,27,False
2018-05-06,30,False
2018-05-13,32,False
2018-05-20,14,False
2018-05-27,4,False
2018-06-03,13,False
2018-06-10,13,False
2018-06-17,18,False
2018-06-24,5,False
2018-07-01,22,False
2018-07-08,57,False
2018-07-15,27,False
2018-07-22,41,False
2018-07-29,28,False
2018-08-05,10,False
2018-08-12,11,False
2018-08-19,20,False
2018-08-26,27,False
2018-09-02,26,False
2018-09-09,22,False
2018-09-16,13,False
2018-09-23,30,False
2018-09-30,9,False
2018-10-07,14,False
2018-10-14,22,False
2018-10-21,13,False
2018-10-28,22,False
2018-11-04,17,False
2018-11-11,9,False
2018-11-18,38,False
2018-11-25,9,False
2018-12-02,23,False
2018-12-09,18,False
2018-12-16,19,False
2018-12-23,11,False
2018-12-30,5,False
2019-01-06,18,False
2019-01-13,9,False
2019-01-20,13,False
2019-01-27,22,False
2019-02-03,17,False
2019-02-10,96,False
2019-02-17,31,False
2019-02-24,9,False
2019-03-03,72,False
2019-03-10,23,False
2019-03-17,13,False
2019-03-24,22,False
2019-03-31,4,False
2019-04-07,18,False
2019-04-14,23,False
2019-04-21,10,False
2019-04-28,9,False
2019-05-05,18,False
2019-05-12,12,False
2019-05-19,34,False
2019-05-26,20,False
2019-06-02,22,False
2019-06-09,13,False
2019-06-16,22,False
2019-06-23,18,False
2019-06-30,27,False
2019-07-07,12,False
2019-07-14,21,False
2019-07-21,13,False
2019-07-28,13,False
2019-08-04,29,False
2019-08-11,15,False
2019-08-18,27,False
2019-08-25,28,False
2019-09-01,19,False
2019-09-08,20,False
2019-09-15,24,False
2019-09-22,20,False
2019-09-29,20,False
2019-10-06,41,False
2019-10-13,12,False
2019-10-20,24,False
2019-10-27,16,False
2019-11-03,20,False
2019-11-10,8,False
2019-11-17,12,False
2019-11-24,50,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,25,False
2019-12-22,10,False
2019-12-29,19,False
2020-01-05,12,False
2020-01-12,7,False
2020-01-19,19,False
2020-01-26,22,False
2020-02-02,11,False
2020-02-09,100,False
2020-02-16,23,False
2020-02-23,24,False
2020-03-01,38,False
2020-03-08,27,False
2020-03-15,10,False
2020-03-22,3,False
2020-03-29,13,False
2020-04-05,35,False
2020-04-12,24,False
2020-04-19,33,False
2020-04-26,23,True
