date,fioraio,isPartial
2018-01-07,52,False
2018-01-14,26,False
2018-01-21,52,False
2018-01-28,52,False
2018-02-04,25,False
2018-02-11,100,False
2018-02-18,24,False
2018-02-25,25,False
2018-03-04,63,False
2018-03-11,65,False
2018-03-18,51,False
2018-03-25,54,False
2018-04-01,43,False
2018-04-08,27,False
2018-04-15,26,False
2018-04-22,41,False
2018-04-29,56,False
2018-05-06,53,False
2018-05-13,27,False
2018-05-20,0,False
2018-05-27,56,False
2018-06-03,27,False
2018-06-10,51,False
2018-06-17,25,False
2018-06-24,38,False
2018-07-01,40,False
2018-07-08,62,False
2018-07-15,26,False
2018-07-22,36,False
2018-07-29,23,False
2018-08-05,22,False
2018-08-12,55,False
2018-08-19,18,False
2018-08-26,55,False
2018-09-02,78,False
2018-09-09,69,False
2018-09-16,56,False
2018-09-23,54,False
2018-09-30,0,False
2018-10-07,70,False
2018-10-14,27,False
2018-10-21,81,False
2018-10-28,40,False
2018-11-04,27,False
2018-11-11,70,False
2018-11-18,0,False
2018-11-25,40,False
2018-12-02,86,False
2018-12-09,56,False
2018-12-16,44,False
2018-12-23,30,False
2018-12-30,56,False
2019-01-06,27,False
2019-01-13,27,False
2019-01-20,51,False
2019-01-27,38,False
2019-02-03,52,False
2019-02-10,91,False
2019-02-17,27,False
2019-02-24,39,False
2019-03-03,56,False
2019-03-10,53,False
2019-03-17,82,False
2019-03-24,81,False
2019-03-31,40,False
2019-04-07,54,False
2019-04-14,43,False
2019-04-21,28,False
2019-04-28,41,False
2019-05-05,27,False
2019-05-12,27,False
2019-05-19,27,False
2019-05-26,25,False
2019-06-02,0,False
2019-06-09,29,False
2019-06-16,41,False
2019-06-23,80,False
2019-06-30,28,False
2019-07-07,53,False
2019-07-14,77,False
2019-07-21,39,False
2019-07-28,49,False
2019-08-04,22,False
2019-08-11,55,False
2019-08-18,53,False
2019-08-25,53,False
2019-09-01,48,False
2019-09-08,55,False
2019-09-15,0,False
2019-09-22,27,False
2019-09-29,41,False
2019-10-06,27,False
2019-10-13,28,False
2019-10-20,82,False
2019-10-27,55,False
2019-11-03,40,False
2019-11-10,0,False
2019-11-17,55,False
2019-11-24,52,False
2019-12-01,41,False
2019-12-08,42,False
2019-12-15,97,False
2019-12-22,84,False
2019-12-29,27,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,76,False
2020-01-26,49,False
2020-02-02,73,False
2020-02-09,89,False
2020-02-16,50,False
2020-02-23,46,False
2020-03-01,23,False
2020-03-08,63,False
2020-03-15,20,False
2020-03-22,18,False
2020-03-29,0,False
2020-04-05,42,False
2020-04-12,21,False
2020-04-19,29,False
2020-04-26,35,True
