date,Fioraio,isPartial
2018-01-07,11,False
2018-01-14,16,False
2018-01-21,21,False
2018-01-28,41,False
2018-02-04,21,False
2018-02-11,64,False
2018-02-18,11,False
2018-02-25,16,False
2018-03-04,22,False
2018-03-11,33,False
2018-03-18,22,False
2018-03-25,34,False
2018-04-01,12,False
2018-04-08,23,False
2018-04-15,12,False
2018-04-22,36,False
2018-04-29,12,False
2018-05-06,45,False
2018-05-13,22,False
2018-05-20,28,False
2018-05-27,17,False
2018-06-03,23,False
2018-06-10,17,False
2018-06-17,11,False
2018-06-24,0,False
2018-07-01,44,False
2018-07-08,28,False
2018-07-15,0,False
2018-07-22,34,False
2018-07-29,12,False
2018-08-05,29,False
2018-08-12,19,False
2018-08-19,12,False
2018-08-26,65,False
2018-09-02,11,False
2018-09-09,23,False
2018-09-16,11,False
2018-09-23,34,False
2018-09-30,17,False
2018-10-07,12,False
2018-10-14,12,False
2018-10-21,17,False
2018-10-28,11,False
2018-11-04,11,False
2018-11-11,12,False
2018-11-18,23,False
2018-11-25,17,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,24,False
2018-12-23,0,False
2018-12-30,12,False
2019-01-06,22,False
2019-01-13,33,False
2019-01-20,16,False
2019-01-27,15,False
2019-02-03,10,False
2019-02-10,100,False
2019-02-17,32,False
2019-02-24,32,False
2019-03-03,33,False
2019-03-10,38,False
2019-03-17,11,False
2019-03-24,11,False
2019-03-31,32,False
2019-04-07,11,False
2019-04-14,33,False
2019-04-21,11,False
2019-04-28,26,False
2019-05-05,40,False
2019-05-12,50,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,32,False
2019-06-09,16,False
2019-06-16,32,False
2019-06-23,17,False
2019-06-30,27,False
2019-07-07,22,False
2019-07-14,23,False
2019-07-21,23,False
2019-07-28,11,False
2019-08-04,12,False
2019-08-11,26,False
2019-08-18,23,False
2019-08-25,21,False
2019-09-01,25,False
2019-09-08,27,False
2019-09-15,32,False
2019-09-22,41,False
2019-09-29,15,False
2019-10-06,21,False
2019-10-13,10,False
2019-10-20,41,False
2019-10-27,30,False
2019-11-03,25,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,25,False
2019-12-01,26,False
2019-12-08,26,False
2019-12-15,10,False
2019-12-22,12,False
2019-12-29,11,False
2020-01-05,15,False
2020-01-12,23,False
2020-01-19,29,False
2020-01-26,19,False
2020-02-02,38,False
2020-02-09,86,False
2020-02-16,29,False
2020-02-23,18,False
2020-03-01,18,False
2020-03-08,21,False
2020-03-15,9,False
2020-03-22,12,False
2020-03-29,12,False
2020-04-05,31,False
2020-04-12,26,False
2020-04-19,34,False
2020-04-26,22,True
