date,fioraio,isPartial
2018-01-07,37,False
2018-01-14,37,False
2018-01-21,19,False
2018-01-28,19,False
2018-02-04,0,False
2018-02-11,58,False
2018-02-18,18,False
2018-02-25,26,False
2018-03-04,58,False
2018-03-11,28,False
2018-03-18,55,False
2018-03-25,60,False
2018-04-01,20,False
2018-04-08,20,False
2018-04-15,30,False
2018-04-22,31,False
2018-04-29,38,False
2018-05-06,48,False
2018-05-13,20,False
2018-05-20,20,False
2018-05-27,19,False
2018-06-03,57,False
2018-06-10,27,False
2018-06-17,19,False
2018-06-24,59,False
2018-07-01,49,False
2018-07-08,58,False
2018-07-15,39,False
2018-07-22,57,False
2018-07-29,57,False
2018-08-05,37,False
2018-08-12,25,False
2018-08-19,54,False
2018-08-26,18,False
2018-09-02,29,False
2018-09-09,50,False
2018-09-16,39,False
2018-09-23,0,False
2018-09-30,38,False
2018-10-07,51,False
2018-10-14,0,False
2018-10-21,42,False
2018-10-28,30,False
2018-11-04,40,False
2018-11-11,21,False
2018-11-18,20,False
2018-11-25,0,False
2018-12-02,32,False
2018-12-09,31,False
2018-12-16,44,False
2018-12-23,23,False
2018-12-30,40,False
2019-01-06,40,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,39,False
2019-02-03,39,False
2019-02-10,58,False
2019-02-17,20,False
2019-02-24,70,False
2019-03-03,31,False
2019-03-10,31,False
2019-03-17,43,False
2019-03-24,53,False
2019-03-31,42,False
2019-04-07,31,False
2019-04-14,86,False
2019-04-21,22,False
2019-04-28,41,False
2019-05-05,20,False
2019-05-12,80,False
2019-05-19,20,False
2019-05-26,74,False
2019-06-02,85,False
2019-06-09,42,False
2019-06-16,21,False
2019-06-23,31,False
2019-06-30,41,False
2019-07-07,19,False
2019-07-14,49,False
2019-07-21,30,False
2019-07-28,39,False
2019-08-04,19,False
2019-08-11,36,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,35,False
2019-09-08,29,False
2019-09-15,56,False
2019-09-22,18,False
2019-09-29,36,False
2019-10-06,18,False
2019-10-13,56,False
2019-10-20,18,False
2019-10-27,36,False
2019-11-03,50,False
2019-11-10,0,False
2019-11-17,53,False
2019-11-24,52,False
2019-12-01,35,False
2019-12-08,54,False
2019-12-15,37,False
2019-12-22,20,False
2019-12-29,18,False
2020-01-05,35,False
2020-01-12,41,False
2020-01-19,100,False
2020-01-26,16,False
2020-02-02,47,False
2020-02-09,74,False
2020-02-16,33,False
2020-02-23,63,False
2020-03-01,23,False
2020-03-08,22,False
2020-03-15,29,False
2020-03-22,28,False
2020-03-29,29,False
2020-04-05,47,False
2020-04-12,46,False
2020-04-19,57,False
2020-04-26,39,True
