date,Fioraio,isPartial
2018-01-07,0,False
2018-01-14,52,False
2018-01-21,26,False
2018-01-28,100,False
2018-02-04,37,False
2018-02-11,62,False
2018-02-18,25,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,24,False
2018-03-18,51,False
2018-03-25,75,False
2018-04-01,51,False
2018-04-08,24,False
2018-04-15,65,False
2018-04-22,52,False
2018-04-29,24,False
2018-05-06,24,False
2018-05-13,74,False
2018-05-20,50,False
2018-05-27,24,False
2018-06-03,24,False
2018-06-10,23,False
2018-06-17,24,False
2018-06-24,24,False
2018-07-01,24,False
2018-07-08,23,False
2018-07-15,34,False
2018-07-22,23,False
2018-07-29,0,False
2018-08-05,23,False
2018-08-12,44,False
2018-08-19,23,False
2018-08-26,47,False
2018-09-02,36,False
2018-09-09,50,False
2018-09-16,0,False
2018-09-23,25,False
2018-09-30,37,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,63,False
2018-10-28,48,False
2018-11-04,24,False
2018-11-11,26,False
2018-11-18,50,False
2018-11-25,26,False
2018-12-02,53,False
2018-12-09,0,False
2018-12-16,27,False
2018-12-23,30,False
2018-12-30,55,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,23,False
2019-01-27,23,False
2019-02-03,23,False
2019-02-10,96,False
2019-02-17,37,False
2019-02-24,0,False
2019-03-03,47,False
2019-03-10,0,False
2019-03-17,48,False
2019-03-24,48,False
2019-03-31,71,False
2019-04-07,0,False
2019-04-14,36,False
2019-04-21,22,False
2019-04-28,23,False
2019-05-05,78,False
2019-05-12,57,False
2019-05-19,23,False
2019-05-26,22,False
2019-06-02,24,False
2019-06-09,45,False
2019-06-16,23,False
2019-06-23,23,False
2019-06-30,45,False
2019-07-07,54,False
2019-07-14,43,False
2019-07-21,66,False
2019-07-28,22,False
2019-08-04,32,False
2019-08-11,21,False
2019-08-18,31,False
2019-08-25,42,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,22,False
2019-09-22,21,False
2019-09-29,22,False
2019-10-06,22,False
2019-10-13,21,False
2019-10-20,20,False
2019-10-27,32,False
2019-11-03,52,False
2019-11-10,43,False
2019-11-17,20,False
2019-11-24,42,False
2019-12-01,54,False
2019-12-08,34,False
2019-12-15,44,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,22,False
2020-01-12,21,False
2020-01-19,0,False
2020-01-26,65,False
2020-02-02,63,False
2020-02-09,98,False
2020-02-16,64,False
2020-02-23,20,False
2020-03-01,40,False
2020-03-08,19,False
2020-03-15,38,False
2020-03-22,0,False
2020-03-29,28,False
2020-04-05,47,False
2020-04-12,39,False
2020-04-19,36,False
2020-04-26,31,True
