date,Fioraio,isPartial
2018-01-07,37,False
2018-01-14,19,False
2018-01-21,56,False
2018-01-28,0,False
2018-02-04,18,False
2018-02-11,80,False
2018-02-18,26,False
2018-02-25,27,False
2018-03-04,36,False
2018-03-11,28,False
2018-03-18,37,False
2018-03-25,38,False
2018-04-01,20,False
2018-04-08,38,False
2018-04-15,57,False
2018-04-22,39,False
2018-04-29,20,False
2018-05-06,47,False
2018-05-13,19,False
2018-05-20,58,False
2018-05-27,20,False
2018-06-03,19,False
2018-06-10,36,False
2018-06-17,36,False
2018-06-24,27,False
2018-07-01,48,False
2018-07-08,36,False
2018-07-15,28,False
2018-07-22,17,False
2018-07-29,17,False
2018-08-05,0,False
2018-08-12,59,False
2018-08-19,20,False
2018-08-26,62,False
2018-09-02,46,False
2018-09-09,40,False
2018-09-16,40,False
2018-09-23,0,False
2018-09-30,19,False
2018-10-07,50,False
2018-10-14,39,False
2018-10-21,48,False
2018-10-28,28,False
2018-11-04,19,False
2018-11-11,40,False
2018-11-18,20,False
2018-11-25,48,False
2018-12-02,51,False
2018-12-09,30,False
2018-12-16,31,False
2018-12-23,21,False
2018-12-30,60,False
2019-01-06,19,False
2019-01-13,58,False
2019-01-20,36,False
2019-01-27,18,False
2019-02-03,37,False
2019-02-10,55,False
2019-02-17,0,False
2019-02-24,37,False
2019-03-03,100,False
2019-03-10,28,False
2019-03-17,78,False
2019-03-24,0,False
2019-03-31,39,False
2019-04-07,19,False
2019-04-14,31,False
2019-04-21,20,False
2019-04-28,39,False
2019-05-05,39,False
2019-05-12,19,False
2019-05-19,38,False
2019-05-26,0,False
2019-06-02,59,False
2019-06-09,0,False
2019-06-16,30,False
2019-06-23,0,False
2019-06-30,20,False
2019-07-07,47,False
2019-07-14,73,False
2019-07-21,19,False
2019-07-28,44,False
2019-08-04,32,False
2019-08-11,24,False
2019-08-18,46,False
2019-08-25,61,False
2019-09-01,51,False
2019-09-08,0,False
2019-09-15,20,False
2019-09-22,19,False
2019-09-29,29,False
2019-10-06,59,False
2019-10-13,20,False
2019-10-20,20,False
2019-10-27,40,False
2019-11-03,19,False
2019-11-10,39,False
2019-11-17,40,False
2019-11-24,28,False
2019-12-01,30,False
2019-12-08,20,False
2019-12-15,39,False
2019-12-22,80,False
2019-12-29,29,False
2020-01-05,0,False
2020-01-12,18,False
2020-01-19,54,False
2020-01-26,52,False
2020-02-02,17,False
2020-02-09,92,False
2020-02-16,36,False
2020-02-23,25,False
2020-03-01,41,False
2020-03-08,30,False
2020-03-15,14,False
2020-03-22,20,False
2020-03-29,14,False
2020-04-05,30,False
2020-04-12,46,False
2020-04-19,21,False
2020-04-26,50,True
