date,faire le jardin,isPartial
2018-01-07,35,False
2018-01-14,0,False
2018-01-21,52,False
2018-01-28,35,False
2018-02-04,35,False
2018-02-11,35,False
2018-02-18,36,False
2018-02-25,35,False
2018-03-04,0,False
2018-03-11,34,False
2018-03-18,69,False
2018-03-25,57,False
2018-04-01,34,False
2018-04-08,0,False
2018-04-15,49,False
2018-04-22,36,False
2018-04-29,73,False
2018-05-06,55,False
2018-05-13,46,False
2018-05-20,35,False
2018-05-27,34,False
2018-06-03,69,False
2018-06-10,33,False
2018-06-17,69,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,36,False
2018-07-15,0,False
2018-07-22,39,False
2018-07-29,39,False
2018-08-05,0,False
2018-08-12,41,False
2018-08-19,59,False
2018-08-26,37,False
2018-09-02,36,False
2018-09-09,71,False
2018-09-16,52,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,47,False
2018-10-14,35,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,33,False
2018-11-11,0,False
2018-11-18,67,False
2018-11-25,33,False
2018-12-02,0,False
2018-12-09,35,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,33,False
2019-01-13,66,False
2019-01-20,0,False
2019-01-27,31,False
2019-02-03,0,False
2019-02-10,52,False
2019-02-17,35,False
2019-02-24,51,False
2019-03-03,0,False
2019-03-10,33,False
2019-03-17,69,False
2019-03-24,35,False
2019-03-31,33,False
2019-04-07,44,False
2019-04-14,54,False
2019-04-21,100,False
2019-04-28,29,False
2019-05-05,29,False
2019-05-12,60,False
2019-05-19,30,False
2019-05-26,45,False
2019-06-02,28,False
2019-06-09,46,False
2019-06-16,32,False
2019-06-23,32,False
2019-06-30,31,False
2019-07-07,48,False
2019-07-14,64,False
2019-07-21,0,False
2019-07-28,33,False
2019-08-04,36,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,32,False
2019-09-08,34,False
2019-09-15,33,False
2019-09-22,0,False
2019-09-29,55,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,56,False
2019-10-27,28,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,41,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,31,False
2019-12-22,33,False
2019-12-29,94,False
2020-01-05,27,False
2020-01-12,26,False
2020-01-19,27,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,39,False
2020-02-16,27,False
2020-02-23,27,False
2020-03-01,0,False
2020-03-08,38,False
2020-03-15,56,False
2020-03-22,94,False
2020-03-29,31,False
2020-04-05,64,False
2020-04-12,97,False
2020-04-19,88,False
2020-04-26,44,False
2020-05-03,60,False
2020-05-10,24,False
2020-05-17,29,True
