date,faire le jardin,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,27,False
2018-03-04,28,False
2018-03-11,28,False
2018-03-18,29,False
2018-03-25,44,False
2018-04-01,60,False
2018-04-08,61,False
2018-04-15,33,False
2018-04-22,30,False
2018-04-29,30,False
2018-05-06,31,False
2018-05-13,29,False
2018-05-20,31,False
2018-05-27,30,False
2018-06-03,45,False
2018-06-10,0,False
2018-06-17,62,False
2018-06-24,31,False
2018-07-01,60,False
2018-07-08,0,False
2018-07-15,32,False
2018-07-22,32,False
2018-07-29,65,False
2018-08-05,33,False
2018-08-12,51,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,31,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,31,False
2018-09-30,30,False
2018-10-07,0,False
2018-10-14,31,False
2018-10-21,47,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,30,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,34,False
2018-12-30,0,False
2019-01-06,29,False
2019-01-13,0,False
2019-01-20,28,False
2019-01-27,28,False
2019-02-03,0,False
2019-02-10,29,False
2019-02-17,45,False
2019-02-24,87,False
2019-03-03,28,False
2019-03-10,28,False
2019-03-17,60,False
2019-03-24,29,False
2019-03-31,28,False
2019-04-07,0,False
2019-04-14,57,False
2019-04-21,28,False
2019-04-28,28,False
2019-05-05,54,False
2019-05-12,28,False
2019-05-19,27,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,79,False
2019-06-16,28,False
2019-06-23,56,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,43,False
2019-07-21,57,False
2019-07-28,29,False
2019-08-04,59,False
2019-08-11,47,False
2019-08-18,64,False
2019-08-25,30,False
2019-09-01,80,False
2019-09-08,27,False
2019-09-15,54,False
2019-09-22,53,False
2019-09-29,27,False
2019-10-06,0,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,26,False
2019-11-03,38,False
2019-11-10,26,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,26,False
2020-01-05,38,False
2020-01-12,25,False
2020-01-19,0,False
2020-01-26,24,False
2020-02-02,48,False
2020-02-09,47,False
2020-02-16,23,False
2020-02-23,0,False
2020-03-01,35,False
2020-03-08,23,False
2020-03-15,78,False
2020-03-22,54,False
2020-03-29,22,False
2020-04-05,88,False
2020-04-12,55,False
2020-04-19,100,False
2020-04-26,73,False
2020-05-03,96,False
2020-05-10,44,False
2020-05-17,69,True
