date,faire le jardin,isPartial
2018-01-07,68,False
2018-01-14,0,False
2018-01-21,33,False
2018-01-28,34,False
2018-02-04,0,False
2018-02-11,34,False
2018-02-18,35,False
2018-02-25,50,False
2018-03-04,34,False
2018-03-11,68,False
2018-03-18,0,False
2018-03-25,34,False
2018-04-01,36,False
2018-04-08,35,False
2018-04-15,37,False
2018-04-22,100,False
2018-04-29,49,False
2018-05-06,44,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,33,False
2018-06-03,33,False
2018-06-10,31,False
2018-06-17,45,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,32,False
2018-07-15,66,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,30,False
2018-08-12,31,False
2018-08-19,32,False
2018-08-26,32,False
2018-09-02,33,False
2018-09-09,65,False
2018-09-16,0,False
2018-09-23,34,False
2018-09-30,0,False
2018-10-07,70,False
2018-10-14,35,False
2018-10-21,70,False
2018-10-28,34,False
2018-11-04,33,False
2018-11-11,34,False
2018-11-18,33,False
2018-11-25,33,False
2018-12-02,33,False
2018-12-09,34,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,36,False
2019-01-06,33,False
2019-01-13,33,False
2019-01-20,0,False
2019-01-27,64,False
2019-02-03,33,False
2019-02-10,36,False
2019-02-17,36,False
2019-02-24,0,False
2019-03-03,34,False
2019-03-10,0,False
2019-03-17,35,False
2019-03-24,0,False
2019-03-31,30,False
2019-04-07,29,False
2019-04-14,30,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,28,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,57,False
2019-06-02,39,False
2019-06-09,36,False
2019-06-16,28,False
2019-06-23,84,False
2019-06-30,27,False
2019-07-07,53,False
2019-07-14,53,False
2019-07-21,28,False
2019-07-28,0,False
2019-08-04,28,False
2019-08-11,41,False
2019-08-18,29,False
2019-08-25,82,False
2019-09-01,28,False
2019-09-08,41,False
2019-09-15,0,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,83,False
2019-10-13,0,False
2019-10-20,28,False
2019-10-27,26,False
2019-11-03,42,False
2019-11-10,26,False
2019-11-17,28,False
2019-11-24,0,False
2019-12-01,27,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,30,False
2019-12-29,28,False
2020-01-05,26,False
2020-01-12,49,False
2020-01-19,77,False
2020-01-26,25,False
2020-02-02,26,False
2020-02-09,77,False
2020-02-16,26,False
2020-02-23,26,False
2020-03-01,25,False
2020-03-08,37,False
2020-03-15,47,False
2020-03-22,35,False
2020-03-29,34,False
2020-04-05,68,False
2020-04-12,53,False
2020-04-19,45,False
2020-04-26,29,False
2020-05-03,22,False
2020-05-10,38,False
2020-05-17,58,True
