date,peinados para boda,isPartial
2018-01-07,28,False
2018-01-14,29,False
2018-01-21,57,False
2018-01-28,28,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,28,False
2018-02-25,0,False
2018-03-04,42,False
2018-03-11,28,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,29,False
2018-04-08,41,False
2018-04-15,81,False
2018-04-22,81,False
2018-04-29,42,False
2018-05-06,27,False
2018-05-13,28,False
2018-05-20,28,False
2018-05-27,0,False
2018-06-03,40,False
2018-06-10,0,False
2018-06-17,86,False
2018-06-24,42,False
2018-07-01,57,False
2018-07-08,40,False
2018-07-15,0,False
2018-07-22,27,False
2018-07-29,56,False
2018-08-05,53,False
2018-08-12,27,False
2018-08-19,58,False
2018-08-26,41,False
2018-09-02,53,False
2018-09-09,40,False
2018-09-16,81,False
2018-09-23,66,False
2018-09-30,28,False
2018-10-07,29,False
2018-10-14,26,False
2018-10-21,83,False
2018-10-28,0,False
2018-11-04,82,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,58,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,28,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,27,False
2019-02-03,27,False
2019-02-10,28,False
2019-02-17,56,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,58,False
2019-03-24,28,False
2019-03-31,26,False
2019-04-07,55,False
2019-04-14,50,False
2019-04-21,28,False
2019-04-28,0,False
2019-05-05,41,False
2019-05-12,54,False
2019-05-19,78,False
2019-05-26,39,False
2019-06-02,51,False
2019-06-09,26,False
2019-06-16,54,False
2019-06-23,28,False
2019-06-30,40,False
2019-07-07,51,False
2019-07-14,40,False
2019-07-21,27,False
2019-07-28,27,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,26,False
2019-08-25,26,False
2019-09-01,100,False
2019-09-08,47,False
2019-09-15,25,False
2019-09-22,76,False
2019-09-29,0,False
2019-10-06,39,False
2019-10-13,25,False
2019-10-20,37,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,49,False
2019-11-17,25,False
2019-11-24,24,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,27,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,23,False
2020-01-19,23,False
2020-01-26,24,False
2020-02-02,35,False
2020-02-09,35,False
2020-02-16,23,False
2020-02-23,0,False
2020-03-01,45,False
2020-03-08,45,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,21,False
2020-04-12,36,True
