date,peinados para boda,isPartial
2018-01-07,19,False
2018-01-14,22,False
2018-01-21,23,False
2018-01-28,23,False
2018-02-04,14,False
2018-02-11,24,False
2018-02-18,38,False
2018-02-25,28,False
2018-03-04,27,False
2018-03-11,11,False
2018-03-18,31,False
2018-03-25,20,False
2018-04-01,56,False
2018-04-08,32,False
2018-04-15,35,False
2018-04-22,46,False
2018-04-29,33,False
2018-05-06,32,False
2018-05-13,53,False
2018-05-20,58,False
2018-05-27,80,False
2018-06-03,62,False
2018-06-10,42,False
2018-06-17,60,False
2018-06-24,60,False
2018-07-01,50,False
2018-07-08,47,False
2018-07-15,49,False
2018-07-22,49,False
2018-07-29,56,False
2018-08-05,35,False
2018-08-12,63,False
2018-08-19,69,False
2018-08-26,84,False
2018-09-02,100,False
2018-09-09,77,False
2018-09-16,71,False
2018-09-23,58,False
2018-09-30,53,False
2018-10-07,41,False
2018-10-14,39,False
2018-10-21,29,False
2018-10-28,27,False
2018-11-04,18,False
2018-11-11,11,False
2018-11-18,14,False
2018-11-25,9,False
2018-12-02,18,False
2018-12-09,8,False
2018-12-16,4,False
2018-12-23,5,False
2018-12-30,6,False
2019-01-06,14,False
2019-01-13,6,False
2019-01-20,11,False
2019-01-27,29,False
2019-02-03,28,False
2019-02-10,11,False
2019-02-17,21,False
2019-02-24,21,False
2019-03-03,17,False
2019-03-10,27,False
2019-03-17,29,False
2019-03-24,27,False
2019-03-31,24,False
2019-04-07,37,False
2019-04-14,31,False
2019-04-21,37,False
2019-04-28,20,False
2019-05-05,33,False
2019-05-12,24,False
2019-05-19,40,False
2019-05-26,52,False
2019-06-02,50,False
2019-06-09,41,False
2019-06-16,64,False
2019-06-23,63,False
2019-06-30,49,False
2019-07-07,52,False
2019-07-14,56,False
2019-07-21,42,False
2019-07-28,38,False
2019-08-04,52,False
2019-08-11,45,False
2019-08-18,63,False
2019-08-25,67,False
2019-09-01,60,False
2019-09-08,60,False
2019-09-15,36,False
2019-09-22,40,False
2019-09-29,51,False
2019-10-06,33,False
2019-10-13,42,False
2019-10-20,22,False
2019-10-27,29,False
2019-11-03,12,False
2019-11-10,12,False
2019-11-17,27,False
2019-11-24,7,False
2019-12-01,12,False
2019-12-08,14,False
2019-12-15,7,False
2019-12-22,4,False
2019-12-29,11,False
2020-01-05,10,False
2020-01-12,14,False
2020-01-19,17,False
2020-01-26,8,False
2020-02-02,11,False
2020-02-09,15,False
2020-02-16,16,False
2020-02-23,14,False
2020-03-01,19,False
2020-03-08,23,False
2020-03-15,3,False
2020-03-22,3,False
2020-03-29,6,False
2020-04-05,9,False
2020-04-12,10,True
