date,peinados para boda,isPartial
2018-01-07,27,False
2018-01-14,0,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,0,False
2018-02-18,28,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,28,False
2018-03-25,0,False
2018-04-01,40,False
2018-04-08,27,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,27,False
2018-05-13,29,False
2018-05-20,55,False
2018-05-27,54,False
2018-06-03,39,False
2018-06-10,26,False
2018-06-17,87,False
2018-06-24,0,False
2018-07-01,27,False
2018-07-08,54,False
2018-07-15,55,False
2018-07-22,28,False
2018-07-29,27,False
2018-08-05,26,False
2018-08-12,40,False
2018-08-19,54,False
2018-08-26,53,False
2018-09-02,40,False
2018-09-09,83,False
2018-09-16,68,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,41,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,55,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,28,False
2019-01-13,26,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,26,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,27,False
2019-03-10,0,False
2019-03-17,28,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,26,False
2019-04-14,0,False
2019-04-21,26,False
2019-04-28,26,False
2019-05-05,26,False
2019-05-12,27,False
2019-05-19,26,False
2019-05-26,25,False
2019-06-02,49,False
2019-06-09,25,False
2019-06-16,100,False
2019-06-23,0,False
2019-06-30,52,False
2019-07-07,26,False
2019-07-14,40,False
2019-07-21,40,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,74,False
2019-08-18,0,False
2019-08-25,25,False
2019-09-01,0,False
2019-09-08,26,False
2019-09-15,25,False
2019-09-22,49,False
2019-09-29,24,False
2019-10-06,25,False
2019-10-13,24,False
2019-10-20,24,False
2019-10-27,24,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,24,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,0,False
2020-02-23,23,False
2020-03-01,0,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,34,True
