date,Laminat verlegen,isPartial
2018-01-07,57,False
2018-01-14,46,False
2018-01-21,56,False
2018-01-28,62,False
2018-02-04,42,False
2018-02-11,38,False
2018-02-18,54,False
2018-02-25,75,False
2018-03-04,51,False
2018-03-11,66,False
2018-03-18,47,False
2018-03-25,64,False
2018-04-01,43,False
2018-04-08,57,False
2018-04-15,65,False
2018-04-22,40,False
2018-04-29,39,False
2018-05-06,33,False
2018-05-13,40,False
2018-05-20,37,False
2018-05-27,38,False
2018-06-03,35,False
2018-06-10,58,False
2018-06-17,40,False
2018-06-24,25,False
2018-07-01,72,False
2018-07-08,58,False
2018-07-15,68,False
2018-07-22,63,False
2018-07-29,40,False
2018-08-05,47,False
2018-08-12,40,False
2018-08-19,75,False
2018-08-26,51,False
2018-09-02,67,False
2018-09-09,80,False
2018-09-16,38,False
2018-09-23,55,False
2018-09-30,71,False
2018-10-07,51,False
2018-10-14,58,False
2018-10-21,68,False
2018-10-28,79,False
2018-11-04,76,False
2018-11-11,62,False
2018-11-18,45,False
2018-11-25,34,False
2018-12-02,48,False
2018-12-09,46,False
2018-12-16,38,False
2018-12-23,50,False
2018-12-30,52,False
2019-01-06,100,False
2019-01-13,52,False
2019-01-20,84,False
2019-01-27,69,False
2019-02-03,84,False
2019-02-10,66,False
2019-02-17,66,False
2019-02-24,70,False
2019-03-03,56,False
2019-03-10,43,False
2019-03-17,49,False
2019-03-24,64,False
2019-03-31,56,False
2019-04-07,55,False
2019-04-14,43,False
2019-04-21,51,False
2019-04-28,58,False
2019-05-05,64,False
2019-05-12,45,False
2019-05-19,36,False
2019-05-26,55,False
2019-06-02,42,False
2019-06-09,37,False
2019-06-16,61,False
2019-06-23,40,False
2019-06-30,51,False
2019-07-07,71,False
2019-07-14,72,False
2019-07-21,65,False
2019-07-28,72,False
2019-08-04,56,False
2019-08-11,35,False
2019-08-18,35,False
2019-08-25,66,False
2019-09-01,39,False
2019-09-08,54,False
2019-09-15,49,False
2019-09-22,41,False
2019-09-29,53,False
2019-10-06,87,False
2019-10-13,82,False
2019-10-20,53,False
2019-10-27,67,False
2019-11-03,39,False
2019-11-10,42,False
2019-11-17,66,False
2019-11-24,24,False
2019-12-01,44,False
2019-12-08,53,False
2019-12-15,45,False
2019-12-22,45,False
2019-12-29,61,False
2020-01-05,72,False
2020-01-12,70,False
2020-01-19,73,False
2020-01-26,40,False
2020-02-02,47,False
2020-02-09,61,False
2020-02-16,59,False
2020-02-23,79,False
2020-03-01,67,False
2020-03-08,41,False
2020-03-15,53,False
2020-03-22,67,False
2020-03-29,52,False
2020-04-05,45,False
2020-04-12,67,False
2020-04-19,36,False
2020-04-26,64,False
2020-05-03,53,False
2020-05-10,66,False
