date,Laminat verlegen,isPartial
2018-01-07,30,False
2018-01-14,30,False
2018-01-21,40,False
2018-01-28,60,False
2018-02-04,31,False
2018-02-11,63,False
2018-02-18,41,False
2018-02-25,30,False
2018-03-04,41,False
2018-03-11,77,False
2018-03-18,62,False
2018-03-25,49,False
2018-04-01,33,False
2018-04-08,32,False
2018-04-15,66,False
2018-04-22,31,False
2018-04-29,65,False
2018-05-06,32,False
2018-05-13,31,False
2018-05-20,48,False
2018-05-27,32,False
2018-06-03,64,False
2018-06-10,30,False
2018-06-17,31,False
2018-06-24,65,False
2018-07-01,32,False
2018-07-08,32,False
2018-07-15,33,False
2018-07-22,32,False
2018-07-29,31,False
2018-08-05,61,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,31,False
2018-09-02,62,False
2018-09-09,31,False
2018-09-16,63,False
2018-09-23,47,False
2018-09-30,99,False
2018-10-07,33,False
2018-10-14,31,False
2018-10-21,46,False
2018-10-28,75,False
2018-11-04,59,False
2018-11-11,61,False
2018-11-18,29,False
2018-11-25,0,False
2018-12-02,50,False
2018-12-09,60,False
2018-12-16,0,False
2018-12-23,100,False
2018-12-30,76,False
2019-01-06,28,False
2019-01-13,56,False
2019-01-20,28,False
2019-01-27,43,False
2019-02-03,38,False
2019-02-10,44,False
2019-02-17,45,False
2019-02-24,41,False
2019-03-03,44,False
2019-03-10,76,False
2019-03-17,30,False
2019-03-24,45,False
2019-03-31,90,False
2019-04-07,44,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,30,False
2019-05-05,43,False
2019-05-12,60,False
2019-05-19,73,False
2019-05-26,30,False
2019-06-02,29,False
2019-06-09,30,False
2019-06-16,60,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,50,False
2019-07-14,31,False
2019-07-21,0,False
2019-07-28,48,False
2019-08-04,61,False
2019-08-11,48,False
2019-08-18,44,False
2019-08-25,48,False
2019-09-01,58,False
2019-09-08,0,False
2019-09-15,30,False
2019-09-22,57,False
2019-09-29,49,False
2019-10-06,29,False
2019-10-13,0,False
2019-10-20,42,False
2019-10-27,0,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,53,False
2019-11-24,40,False
2019-12-01,27,False
2019-12-08,27,False
2019-12-15,56,False
2019-12-22,30,False
2019-12-29,28,False
2020-01-05,26,False
2020-01-12,38,False
2020-01-19,52,False
2020-01-26,64,False
2020-02-02,51,False
2020-02-09,33,False
2020-02-16,27,False
2020-02-23,50,False
2020-03-01,38,False
2020-03-08,35,False
2020-03-15,45,False
2020-03-22,33,False
2020-03-29,44,False
2020-04-05,56,False
2020-04-12,38,False
2020-04-19,30,False
2020-04-26,36,False
2020-05-03,56,False
2020-05-10,45,False
