date,Peintre en bâtiment,isPartial
2018-01-07,34,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,17,False
2018-02-04,34,False
2018-02-11,17,False
2018-02-18,53,False
2018-02-25,0,False
2018-03-04,34,False
2018-03-11,52,False
2018-03-18,69,False
2018-03-25,26,False
2018-04-01,18,False
2018-04-08,43,False
2018-04-15,19,False
2018-04-22,18,False
2018-04-29,53,False
2018-05-06,36,False
2018-05-13,87,False
2018-05-20,35,False
2018-05-27,25,False
2018-06-03,17,False
2018-06-10,41,False
2018-06-17,17,False
2018-06-24,17,False
2018-07-01,59,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,56,False
2018-07-29,19,False
2018-08-05,0,False
2018-08-12,39,False
2018-08-19,19,False
2018-08-26,18,False
2018-09-02,27,False
2018-09-09,35,False
2018-09-16,35,False
2018-09-23,26,False
2018-09-30,35,False
2018-10-07,18,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,17,False
2018-11-11,17,False
2018-11-18,42,False
2018-11-25,0,False
2018-12-02,34,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,76,False
2019-01-06,86,False
2019-01-13,51,False
2019-01-20,66,False
2019-01-27,16,False
2019-02-03,33,False
2019-02-10,35,False
2019-02-17,27,False
2019-02-24,87,False
2019-03-03,25,False
2019-03-10,43,False
2019-03-17,35,False
2019-03-24,61,False
2019-03-31,86,False
2019-04-07,43,False
2019-04-14,35,False
2019-04-21,70,False
2019-04-28,34,False
2019-05-05,67,False
2019-05-12,43,False
2019-05-19,34,False
2019-05-26,26,False
2019-06-02,48,False
2019-06-09,33,False
2019-06-16,60,False
2019-06-23,34,False
2019-06-30,25,False
2019-07-07,51,False
2019-07-14,35,False
2019-07-21,36,False
2019-07-28,36,False
2019-08-04,46,False
2019-08-11,100,False
2019-08-18,36,False
2019-08-25,59,False
2019-09-01,25,False
2019-09-08,57,False
2019-09-15,16,False
2019-09-22,31,False
2019-09-29,31,False
2019-10-06,32,False
2019-10-13,32,False
2019-10-20,40,False
2019-10-27,55,False
2019-11-03,54,False
2019-11-10,63,False
2019-11-17,0,False
2019-11-24,30,False
2019-12-01,31,False
2019-12-08,0,False
2019-12-15,46,False
2019-12-22,17,False
2019-12-29,41,False
2020-01-05,37,False
2020-01-12,74,False
2020-01-19,45,False
2020-01-26,37,False
2020-02-02,68,False
2020-02-09,30,False
2020-02-16,30,False
2020-02-23,36,False
2020-03-01,50,False
2020-03-08,28,False
2020-03-15,81,False
2020-03-22,13,False
2020-03-29,40,False
2020-04-05,40,False
2020-04-12,54,False
2020-04-19,33,False
2020-04-26,44,False
2020-05-03,44,False
2020-05-10,27,False
2020-05-17,29,False
2020-05-24,42,False
2020-05-31,52,False
2020-06-07,54,False
2020-06-14,70,False
