date,Peintre en bâtiment,isPartial
2018-01-07,41,False
2018-01-14,82,False
2018-01-21,62,False
2018-01-28,42,False
2018-02-04,42,False
2018-02-11,42,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,86,False
2018-03-18,0,False
2018-03-25,44,False
2018-04-01,0,False
2018-04-08,42,False
2018-04-15,46,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,43,False
2018-05-27,84,False
2018-06-03,41,False
2018-06-10,0,False
2018-06-17,41,False
2018-06-24,42,False
2018-07-01,0,False
2018-07-08,43,False
2018-07-15,0,False
2018-07-22,48,False
2018-07-29,50,False
2018-08-05,0,False
2018-08-12,55,False
2018-08-19,0,False
2018-08-26,45,False
2018-09-02,43,False
2018-09-09,41,False
2018-09-16,62,False
2018-09-23,0,False
2018-09-30,41,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,81,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,43,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,48,False
2019-01-06,42,False
2019-01-13,85,False
2019-01-20,41,False
2019-01-27,41,False
2019-02-03,0,False
2019-02-10,41,False
2019-02-17,83,False
2019-02-24,57,False
2019-03-03,0,False
2019-03-10,42,False
2019-03-17,86,False
2019-03-24,44,False
2019-03-31,86,False
2019-04-07,0,False
2019-04-14,45,False
2019-04-21,71,False
2019-04-28,47,False
2019-05-05,46,False
2019-05-12,88,False
2019-05-19,44,False
2019-05-26,44,False
2019-06-02,40,False
2019-06-09,44,False
2019-06-16,44,False
2019-06-23,44,False
2019-06-30,44,False
2019-07-07,45,False
2019-07-14,48,False
2019-07-21,0,False
2019-07-28,53,False
2019-08-04,56,False
2019-08-11,58,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,86,False
2019-09-08,43,False
2019-09-15,43,False
2019-09-22,41,False
2019-09-29,41,False
2019-10-06,56,False
2019-10-13,0,False
2019-10-20,65,False
2019-10-27,89,False
2019-11-03,0,False
2019-11-10,42,False
2019-11-17,0,False
2019-11-24,41,False
2019-12-01,40,False
2019-12-08,0,False
2019-12-15,42,False
2019-12-22,100,False
2019-12-29,47,False
2020-01-05,40,False
2020-01-12,40,False
2020-01-19,62,False
2020-01-26,40,False
2020-02-02,61,False
2020-02-09,41,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,41,False
2020-03-22,0,False
2020-03-29,69,False
2020-04-05,0,False
2020-04-12,42,False
2020-04-19,41,False
2020-04-26,40,False
2020-05-03,38,False
2020-05-10,40,False
2020-05-17,56,False
2020-05-24,40,False
2020-05-31,38,False
2020-06-07,39,False
2020-06-14,0,False
2020-06-21,0,True
