date,Organisation de mariage,isPartial
2018-01-07,46,False
2018-01-14,31,False
2018-01-21,30,False
2018-01-28,61,False
2018-02-04,30,False
2018-02-11,31,False
2018-02-18,0,False
2018-02-25,44,False
2018-03-04,61,False
2018-03-11,31,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,48,False
2018-04-08,31,False
2018-04-15,34,False
2018-04-22,0,False
2018-04-29,64,False
2018-05-06,34,False
2018-05-13,62,False
2018-05-20,32,False
2018-05-27,0,False
2018-06-03,61,False
2018-06-10,0,False
2018-06-17,45,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,48,False
2018-07-15,0,False
2018-07-22,52,False
2018-07-29,37,False
2018-08-05,38,False
2018-08-12,40,False
2018-08-19,56,False
2018-08-26,100,False
2018-09-02,0,False
2018-09-09,31,False
2018-09-16,40,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,30,False
2018-10-14,58,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,31,False
2018-12-09,32,False
2018-12-16,0,False
2018-12-23,39,False
2018-12-30,0,False
2019-01-06,46,False
2019-01-13,31,False
2019-01-20,30,False
2019-01-27,60,False
2019-02-03,57,False
2019-02-10,30,False
2019-02-17,71,False
2019-02-24,32,False
2019-03-03,0,False
2019-03-10,46,False
2019-03-17,32,False
2019-03-24,54,False
2019-03-31,32,False
2019-04-07,65,False
2019-04-14,33,False
2019-04-21,53,False
2019-04-28,35,False
2019-05-05,68,False
2019-05-12,33,False
2019-05-19,0,False
2019-05-26,65,False
2019-06-02,44,False
2019-06-09,32,False
2019-06-16,0,False
2019-06-23,32,False
2019-06-30,33,False
2019-07-07,34,False
2019-07-14,35,False
2019-07-21,62,False
2019-07-28,39,False
2019-08-04,41,False
2019-08-11,43,False
2019-08-18,0,False
2019-08-25,54,False
2019-09-01,48,False
2019-09-08,32,False
2019-09-15,31,False
2019-09-22,61,False
2019-09-29,0,False
2019-10-06,31,False
2019-10-13,0,False
2019-10-20,64,False
2019-10-27,32,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,45,False
2019-12-01,29,False
2019-12-08,30,False
2019-12-15,31,False
2019-12-22,0,False
2019-12-29,35,False
2020-01-05,30,False
2020-01-12,59,False
2020-01-19,46,False
2020-01-26,45,False
2020-02-02,30,False
2020-02-09,30,False
2020-02-16,31,False
2020-02-23,29,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,30,False
2020-03-29,61,False
2020-04-05,30,False
2020-04-12,31,False
2020-04-19,0,False
2020-04-26,30,False
2020-05-03,28,False
2020-05-10,30,False
2020-05-17,0,True
