date,Reinigungsservice,isPartial
2018-01-07,56,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,37,False
2018-02-04,38,False
2018-02-11,39,False
2018-02-18,0,False
2018-02-25,75,False
2018-03-04,0,False
2018-03-11,38,False
2018-03-18,38,False
2018-03-25,0,False
2018-04-01,40,False
2018-04-08,58,False
2018-04-15,0,False
2018-04-22,38,False
2018-04-29,40,False
2018-05-06,0,False
2018-05-13,36,False
2018-05-20,38,False
2018-05-27,37,False
2018-06-03,38,False
2018-06-10,37,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,39,False
2018-07-08,39,False
2018-07-15,40,False
2018-07-22,40,False
2018-07-29,39,False
2018-08-05,0,False
2018-08-12,36,False
2018-08-19,37,False
2018-08-26,0,False
2018-09-02,38,False
2018-09-09,37,False
2018-09-16,39,False
2018-09-23,38,False
2018-09-30,39,False
2018-10-07,53,False
2018-10-14,0,False
2018-10-21,35,False
2018-10-28,53,False
2018-11-04,35,False
2018-11-11,36,False
2018-11-18,53,False
2018-11-25,36,False
2018-12-02,36,False
2018-12-09,36,False
2018-12-16,37,False
2018-12-23,41,False
2018-12-30,0,False
2019-01-06,35,False
2019-01-13,34,False
2019-01-20,0,False
2019-01-27,34,False
2019-02-03,52,False
2019-02-10,35,False
2019-02-17,0,False
2019-02-24,37,False
2019-03-03,35,False
2019-03-10,34,False
2019-03-17,73,False
2019-03-24,48,False
2019-03-31,37,False
2019-04-07,54,False
2019-04-14,0,False
2019-04-21,38,False
2019-04-28,35,False
2019-05-05,35,False
2019-05-12,36,False
2019-05-19,35,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,36,False
2019-06-16,0,False
2019-06-23,36,False
2019-06-30,35,False
2019-07-07,54,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,37,False
2019-08-11,37,False
2019-08-18,54,False
2019-08-25,35,False
2019-09-01,35,False
2019-09-08,53,False
2019-09-15,36,False
2019-09-22,35,False
2019-09-29,0,False
2019-10-06,35,False
2019-10-13,0,False
2019-10-20,36,False
2019-10-27,33,False
2019-11-03,32,False
2019-11-10,0,False
2019-11-17,33,False
2019-11-24,64,False
2019-12-01,33,False
2019-12-08,0,False
2019-12-15,100,False
2019-12-22,74,False
2019-12-29,35,False
2020-01-05,31,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,31,False
2020-02-02,41,False
2020-02-09,0,False
2020-02-16,32,False
2020-02-23,30,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,28,False
2020-03-22,28,False
2020-03-29,27,False
2020-04-05,61,False
2020-04-12,30,False
2020-04-19,28,False
2020-04-26,38,False
2020-05-03,29,False
2020-05-10,0,False
