date,Natursteinpflaster,isPartial
2018-01-07,25,False
2018-01-14,24,False
2018-01-21,0,False
2018-01-28,49,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,0,False
2018-03-18,25,False
2018-03-25,27,False
2018-04-01,26,False
2018-04-08,25,False
2018-04-15,100,False
2018-04-22,24,False
2018-04-29,25,False
2018-05-06,26,False
2018-05-13,61,False
2018-05-20,39,False
2018-05-27,25,False
2018-06-03,50,False
2018-06-10,24,False
2018-06-17,24,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,26,False
2018-08-05,35,False
2018-08-12,26,False
2018-08-19,25,False
2018-08-26,38,False
2018-09-02,50,False
2018-09-09,25,False
2018-09-16,0,False
2018-09-23,50,False
2018-09-30,25,False
2018-10-07,25,False
2018-10-14,38,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,36,False
2018-11-18,23,False
2018-11-25,24,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,22,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,23,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,24,False
2019-03-03,0,False
2019-03-10,23,False
2019-03-17,36,False
2019-03-24,32,False
2019-03-31,46,False
2019-04-07,36,False
2019-04-14,25,False
2019-04-21,42,False
2019-04-28,24,False
2019-05-05,45,False
2019-05-12,35,False
2019-05-19,35,False
2019-05-26,36,False
2019-06-02,35,False
2019-06-09,36,False
2019-06-16,36,False
2019-06-23,32,False
2019-06-30,46,False
2019-07-07,23,False
2019-07-14,0,False
2019-07-21,26,False
2019-07-28,26,False
2019-08-04,39,False
2019-08-11,25,False
2019-08-18,25,False
2019-08-25,23,False
2019-09-01,23,False
2019-09-08,47,False
2019-09-15,24,False
2019-09-22,23,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,46,False
2019-10-27,23,False
2019-11-03,21,False
2019-11-10,22,False
2019-11-17,21,False
2019-11-24,0,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,20,False
2020-01-19,21,False
2020-01-26,41,False
2020-02-02,31,False
2020-02-09,30,False
2020-02-16,31,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,19,False
2020-03-15,19,False
2020-03-22,47,False
2020-03-29,28,False
2020-04-05,48,False
2020-04-12,39,False
2020-04-19,38,False
2020-04-26,18,False
2020-05-03,44,False
2020-05-10,38,False
