date,Spenglerei,isPartial
2018-01-07,67,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,33,False
2018-02-04,16,False
2018-02-11,16,False
2018-02-18,0,False
2018-02-25,31,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,35,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,40,False
2018-04-15,0,False
2018-04-22,21,False
2018-04-29,22,False
2018-05-06,22,False
2018-05-13,21,False
2018-05-20,0,False
2018-05-27,21,False
2018-06-03,40,False
2018-06-10,39,False
2018-06-17,19,False
2018-06-24,57,False
2018-07-01,37,False
2018-07-08,58,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,53,False
2018-08-12,0,False
2018-08-19,19,False
2018-08-26,38,False
2018-09-02,0,False
2018-09-09,20,False
2018-09-16,100,False
2018-09-23,20,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,20,False
2018-10-21,0,False
2018-10-28,41,False
2018-11-04,41,False
2018-11-11,21,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,20,False
2018-12-09,19,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,16,False
2019-01-20,16,False
2019-01-27,32,False
2019-02-03,48,False
2019-02-10,32,False
2019-02-17,15,False
2019-02-24,31,False
2019-03-03,0,False
2019-03-10,15,False
2019-03-17,17,False
2019-03-24,54,False
2019-03-31,37,False
2019-04-07,18,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,19,False
2019-05-12,19,False
2019-05-19,38,False
2019-05-26,19,False
2019-06-02,19,False
2019-06-09,0,False
2019-06-16,18,False
2019-06-23,38,False
2019-06-30,18,False
2019-07-07,0,False
2019-07-14,36,False
2019-07-21,34,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,17,False
2019-08-25,0,False
2019-09-01,17,False
2019-09-08,16,False
2019-09-15,35,False
2019-09-22,53,False
2019-09-29,79,False
2019-10-06,0,False
2019-10-13,33,False
2019-10-20,32,False
2019-10-27,16,False
2019-11-03,47,False
2019-11-10,16,False
2019-11-17,16,False
2019-11-24,16,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,13,False
2020-01-05,13,False
2020-01-12,13,False
2020-01-19,26,False
2020-01-26,12,False
2020-02-02,12,False
2020-02-09,0,False
2020-02-16,36,False
2020-02-23,0,False
2020-03-01,24,False
2020-03-08,23,False
2020-03-15,27,False
2020-03-22,26,False
2020-03-29,0,False
2020-04-05,30,False
2020-04-12,29,False
2020-04-19,70,False
2020-04-26,56,False
2020-05-03,30,False
2020-05-10,29,False
2020-05-17,32,False
2020-05-24,30,False
2020-05-31,30,False
2020-06-07,14,False
2020-06-14,14,False
2020-06-21,0,False
2020-06-28,56,False
2020-07-05,56,False
