date,abito uomo,isPartial
2018-01-07,26,False
2018-01-14,17,False
2018-01-21,18,False
2018-01-28,51,False
2018-02-04,26,False
2018-02-11,35,False
2018-02-18,27,False
2018-02-25,26,False
2018-03-04,18,False
2018-03-11,27,False
2018-03-18,0,False
2018-03-25,28,False
2018-04-01,59,False
2018-04-08,19,False
2018-04-15,29,False
2018-04-22,20,False
2018-04-29,38,False
2018-05-06,28,False
2018-05-13,19,False
2018-05-20,75,False
2018-05-27,47,False
2018-06-03,28,False
2018-06-10,82,False
2018-06-17,46,False
2018-06-24,56,False
2018-07-01,73,False
2018-07-08,46,False
2018-07-15,19,False
2018-07-22,38,False
2018-07-29,28,False
2018-08-05,58,False
2018-08-12,21,False
2018-08-19,19,False
2018-08-26,54,False
2018-09-02,45,False
2018-09-09,28,False
2018-09-16,18,False
2018-09-23,28,False
2018-09-30,19,False
2018-10-07,38,False
2018-10-14,38,False
2018-10-21,19,False
2018-10-28,18,False
2018-11-04,72,False
2018-11-11,19,False
2018-11-18,56,False
2018-11-25,37,False
2018-12-02,20,False
2018-12-09,39,False
2018-12-16,61,False
2018-12-23,45,False
2018-12-30,100,False
2019-01-06,36,False
2019-01-13,18,False
2019-01-20,26,False
2019-01-27,17,False
2019-02-03,26,False
2019-02-10,35,False
2019-02-17,27,False
2019-02-24,17,False
2019-03-03,54,False
2019-03-10,89,False
2019-03-17,73,False
2019-03-24,37,False
2019-03-31,53,False
2019-04-07,53,False
2019-04-14,18,False
2019-04-21,37,False
2019-04-28,17,False
2019-05-05,33,False
2019-05-12,42,False
2019-05-19,33,False
2019-05-26,41,False
2019-06-02,36,False
2019-06-09,18,False
2019-06-16,26,False
2019-06-23,36,False
2019-06-30,27,False
2019-07-07,27,False
2019-07-14,66,False
2019-07-21,0,False
2019-07-28,37,False
2019-08-04,20,False
2019-08-11,32,False
2019-08-18,19,False
2019-08-25,34,False
2019-09-01,41,False
2019-09-08,26,False
2019-09-15,26,False
2019-09-22,53,False
2019-09-29,34,False
2019-10-06,51,False
2019-10-13,17,False
2019-10-20,17,False
2019-10-27,50,False
2019-11-03,16,False
2019-11-10,32,False
2019-11-17,49,False
2019-11-24,24,False
2019-12-01,34,False
2019-12-08,17,False
2019-12-15,51,False
2019-12-22,39,False
2019-12-29,37,False
2020-01-05,41,False
2020-01-12,39,False
2020-01-19,32,False
2020-01-26,70,False
2020-02-02,31,False
2020-02-09,40,False
2020-02-16,39,False
2020-02-23,15,False
2020-03-01,36,False
2020-03-08,0,False
2020-03-15,21,False
2020-03-22,13,False
2020-03-29,0,False
2020-04-05,14,False
2020-04-12,0,False
2020-04-19,21,False
2020-04-26,0,True
