date,Yoga,isPartial
2018-01-07,42,False
2018-01-14,38,False
2018-01-21,45,False
2018-01-28,32,False
2018-02-04,46,False
2018-02-11,40,False
2018-02-18,38,False
2018-02-25,35,False
2018-03-04,50,False
2018-03-11,42,False
2018-03-18,38,False
2018-03-25,31,False
2018-04-01,29,False
2018-04-08,34,False
2018-04-15,32,False
2018-04-22,26,False
2018-04-29,36,False
2018-05-06,32,False
2018-05-13,33,False
2018-05-20,24,False
2018-05-27,33,False
2018-06-03,29,False
2018-06-10,29,False
2018-06-17,39,False
2018-06-24,30,False
2018-07-01,30,False
2018-07-08,28,False
2018-07-15,26,False
2018-07-22,46,False
2018-07-29,24,False
2018-08-05,39,False
2018-08-12,37,False
2018-08-19,50,False
2018-08-26,67,False
2018-09-02,74,False
2018-09-09,87,False
2018-09-16,61,False
2018-09-23,44,False
2018-09-30,36,False
2018-10-07,19,False
2018-10-14,54,False
2018-10-21,48,False
2018-10-28,26,False
2018-11-04,31,False
2018-11-11,30,False
2018-11-18,40,False
2018-11-25,32,False
2018-12-02,36,False
2018-12-09,33,False
2018-12-16,32,False
2018-12-23,16,False
2018-12-30,31,False
2019-01-06,40,False
2019-01-13,42,False
2019-01-20,51,False
2019-01-27,36,False
2019-02-03,65,False
2019-02-10,52,False
2019-02-17,26,False
2019-02-24,41,False
2019-03-03,38,False
2019-03-10,49,False
2019-03-17,53,False
2019-03-24,32,False
2019-03-31,31,False
2019-04-07,30,False
2019-04-14,26,False
2019-04-21,42,False
2019-04-28,25,False
2019-05-05,28,False
2019-05-12,36,False
2019-05-19,40,False
2019-05-26,42,False
2019-06-02,32,False
2019-06-09,35,False
2019-06-16,44,False
2019-06-23,28,False
2019-06-30,20,False
2019-07-07,26,False
2019-07-14,25,False
2019-07-21,26,False
2019-07-28,39,False
2019-08-04,31,False
2019-08-11,47,False
2019-08-18,52,False
2019-08-25,67,False
2019-09-01,66,False
2019-09-08,65,False
2019-09-15,39,False
2019-09-22,63,False
2019-09-29,68,False
2019-10-06,42,False
2019-10-13,33,False
2019-10-20,38,False
2019-10-27,40,False
2019-11-03,45,False
2019-11-10,35,False
2019-11-17,40,False
2019-11-24,40,False
2019-12-01,37,False
2019-12-08,32,False
2019-12-15,32,False
2019-12-22,39,False
2019-12-29,38,False
2020-01-05,34,False
2020-01-12,35,False
2020-01-19,65,False
2020-01-26,37,False
2020-02-02,32,False
2020-02-09,53,False
2020-02-16,46,False
2020-02-23,36,False
2020-03-01,26,False
2020-03-08,34,False
2020-03-15,49,False
2020-03-22,100,False
2020-03-29,71,False
2020-04-05,66,False
2020-04-12,62,False
2020-04-19,61,False
2020-04-26,62,False
2020-05-03,42,False
2020-05-10,39,False
2020-05-17,32,False
2020-05-24,28,False
2020-05-31,36,False
2020-06-07,39,False
2020-06-14,41,False
2020-06-21,39,True
