date,Yoga,isPartial
2018-01-07,43,False
2018-01-14,43,False
2018-01-21,61,False
2018-01-28,46,False
2018-02-04,47,False
2018-02-11,43,False
2018-02-18,44,False
2018-02-25,41,False
2018-03-04,39,False
2018-03-11,43,False
2018-03-18,42,False
2018-03-25,38,False
2018-04-01,33,False
2018-04-08,38,False
2018-04-15,39,False
2018-04-22,45,False
2018-04-29,49,False
2018-05-06,43,False
2018-05-13,41,False
2018-05-20,47,False
2018-05-27,43,False
2018-06-03,42,False
2018-06-10,36,False
2018-06-17,43,False
2018-06-24,38,False
2018-07-01,41,False
2018-07-08,28,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,36,False
2018-08-05,39,False
2018-08-12,41,False
2018-08-19,38,False
2018-08-26,68,False
2018-09-02,72,False
2018-09-09,71,False
2018-09-16,67,False
2018-09-23,55,False
2018-09-30,50,False
2018-10-07,53,False
2018-10-14,42,False
2018-10-21,44,False
2018-10-28,32,False
2018-11-04,47,False
2018-11-11,50,False
2018-11-18,49,False
2018-11-25,40,False
2018-12-02,36,False
2018-12-09,49,False
2018-12-16,48,False
2018-12-23,38,False
2018-12-30,38,False
2019-01-06,46,False
2019-01-13,45,False
2019-01-20,43,False
2019-01-27,43,False
2019-02-03,45,False
2019-02-10,44,False
2019-02-17,38,False
2019-02-24,39,False
2019-03-03,39,False
2019-03-10,44,False
2019-03-17,56,False
2019-03-24,44,False
2019-03-31,47,False
2019-04-07,44,False
2019-04-14,44,False
2019-04-21,47,False
2019-04-28,45,False
2019-05-05,50,False
2019-05-12,37,False
2019-05-19,43,False
2019-05-26,40,False
2019-06-02,41,False
2019-06-09,40,False
2019-06-16,37,False
2019-06-23,43,False
2019-06-30,32,False
2019-07-07,48,False
2019-07-14,38,False
2019-07-21,44,False
2019-07-28,55,False
2019-08-04,52,False
2019-08-11,38,False
2019-08-18,51,False
2019-08-25,60,False
2019-09-01,97,False
2019-09-08,73,False
2019-09-15,66,False
2019-09-22,59,False
2019-09-29,56,False
2019-10-06,45,False
2019-10-13,48,False
2019-10-20,49,False
2019-10-27,44,False
2019-11-03,42,False
2019-11-10,49,False
2019-11-17,43,False
2019-11-24,34,False
2019-12-01,43,False
2019-12-08,40,False
2019-12-15,37,False
2019-12-22,38,False
2019-12-29,31,False
2020-01-05,51,False
2020-01-12,51,False
2020-01-19,50,False
2020-01-26,59,False
2020-02-02,47,False
2020-02-09,34,False
2020-02-16,44,False
2020-02-23,43,False
2020-03-01,45,False
2020-03-08,35,False
2020-03-15,66,False
2020-03-22,100,False
2020-03-29,90,False
2020-04-05,85,False
2020-04-12,76,False
2020-04-19,76,False
2020-04-26,72,False
2020-05-03,48,False
2020-05-10,46,False
2020-05-17,38,False
2020-05-24,38,False
2020-05-31,40,False
2020-06-07,41,False
2020-06-14,41,False
2020-06-21,34,True
