date,Yoga,isPartial
2018-01-07,49,False
2018-01-14,76,False
2018-01-21,55,False
2018-01-28,43,False
2018-02-04,42,False
2018-02-11,32,False
2018-02-18,44,False
2018-02-25,38,False
2018-03-04,43,False
2018-03-11,42,False
2018-03-18,50,False
2018-03-25,32,False
2018-04-01,38,False
2018-04-08,24,False
2018-04-15,25,False
2018-04-22,34,False
2018-04-29,51,False
2018-05-06,34,False
2018-05-13,35,False
2018-05-20,41,False
2018-05-27,47,False
2018-06-03,32,False
2018-06-10,37,False
2018-06-17,42,False
2018-06-24,36,False
2018-07-01,49,False
2018-07-08,38,False
2018-07-15,40,False
2018-07-22,40,False
2018-07-29,47,False
2018-08-05,44,False
2018-08-12,45,False
2018-08-19,61,False
2018-08-26,47,False
2018-09-02,74,False
2018-09-09,81,False
2018-09-16,58,False
2018-09-23,48,False
2018-09-30,52,False
2018-10-07,41,False
2018-10-14,49,False
2018-10-21,48,False
2018-10-28,42,False
2018-11-04,42,False
2018-11-11,39,False
2018-11-18,33,False
2018-11-25,43,False
2018-12-02,33,False
2018-12-09,45,False
2018-12-16,44,False
2018-12-23,43,False
2018-12-30,51,False
2019-01-06,49,False
2019-01-13,49,False
2019-01-20,42,False
2019-01-27,39,False
2019-02-03,38,False
2019-02-10,40,False
2019-02-17,46,False
2019-02-24,52,False
2019-03-03,34,False
2019-03-10,46,False
2019-03-17,45,False
2019-03-24,42,False
2019-03-31,38,False
2019-04-07,41,False
2019-04-14,32,False
2019-04-21,40,False
2019-04-28,57,False
2019-05-05,46,False
2019-05-12,58,False
2019-05-19,46,False
2019-05-26,31,False
2019-06-02,38,False
2019-06-09,29,False
2019-06-16,38,False
2019-06-23,41,False
2019-06-30,33,False
2019-07-07,38,False
2019-07-14,37,False
2019-07-21,38,False
2019-07-28,46,False
2019-08-04,31,False
2019-08-11,44,False
2019-08-18,48,False
2019-08-25,46,False
2019-09-01,72,False
2019-09-08,67,False
2019-09-15,48,False
2019-09-22,67,False
2019-09-29,44,False
2019-10-06,63,False
2019-10-13,57,False
2019-10-20,42,False
2019-10-27,52,False
2019-11-03,48,False
2019-11-10,46,False
2019-11-17,46,False
2019-11-24,39,False
2019-12-01,39,False
2019-12-08,36,False
2019-12-15,47,False
2019-12-22,38,False
2019-12-29,53,False
2020-01-05,46,False
2020-01-12,53,False
2020-01-19,52,False
2020-01-26,49,False
2020-02-02,42,False
2020-02-09,48,False
2020-02-16,39,False
2020-02-23,42,False
2020-03-01,35,False
2020-03-08,46,False
2020-03-15,62,False
2020-03-22,100,False
2020-03-29,88,False
2020-04-05,96,False
2020-04-12,70,False
2020-04-19,61,False
2020-04-26,78,False
2020-05-03,65,False
2020-05-10,41,False
2020-05-17,48,False
2020-05-24,50,False
2020-05-31,43,False
2020-06-07,46,False
2020-06-14,44,False
2020-06-21,46,True
