date,Yoga,isPartial
2018-01-07,51,False
2018-01-14,72,False
2018-01-21,51,False
2018-01-28,44,False
2018-02-04,35,False
2018-02-11,44,False
2018-02-18,48,False
2018-02-25,46,False
2018-03-04,41,False
2018-03-11,44,False
2018-03-18,42,False
2018-03-25,49,False
2018-04-01,33,False
2018-04-08,43,False
2018-04-15,33,False
2018-04-22,32,False
2018-04-29,35,False
2018-05-06,38,False
2018-05-13,48,False
2018-05-20,35,False
2018-05-27,30,False
2018-06-03,43,False
2018-06-10,40,False
2018-06-17,46,False
2018-06-24,39,False
2018-07-01,44,False
2018-07-08,40,False
2018-07-15,45,False
2018-07-22,29,False
2018-07-29,42,False
2018-08-05,36,False
2018-08-12,51,False
2018-08-19,54,False
2018-08-26,81,False
2018-09-02,74,False
2018-09-09,87,False
2018-09-16,67,False
2018-09-23,64,False
2018-09-30,43,False
2018-10-07,35,False
2018-10-14,38,False
2018-10-21,32,False
2018-10-28,37,False
2018-11-04,33,False
2018-11-11,41,False
2018-11-18,41,False
2018-11-25,53,False
2018-12-02,43,False
2018-12-09,55,False
2018-12-16,40,False
2018-12-23,44,False
2018-12-30,46,False
2019-01-06,51,False
2019-01-13,37,False
2019-01-20,46,False
2019-01-27,37,False
2019-02-03,38,False
2019-02-10,41,False
2019-02-17,51,False
2019-02-24,45,False
2019-03-03,46,False
2019-03-10,42,False
2019-03-17,49,False
2019-03-24,53,False
2019-03-31,30,False
2019-04-07,45,False
2019-04-14,40,False
2019-04-21,32,False
2019-04-28,38,False
2019-05-05,47,False
2019-05-12,39,False
2019-05-19,32,False
2019-05-26,41,False
2019-06-02,33,False
2019-06-09,40,False
2019-06-16,48,False
2019-06-23,47,False
2019-06-30,42,False
2019-07-07,42,False
2019-07-14,37,False
2019-07-21,51,False
2019-07-28,57,False
2019-08-04,52,False
2019-08-11,52,False
2019-08-18,48,False
2019-08-25,56,False
2019-09-01,79,False
2019-09-08,89,False
2019-09-15,70,False
2019-09-22,54,False
2019-09-29,51,False
2019-10-06,63,False
2019-10-13,46,False
2019-10-20,49,False
2019-10-27,46,False
2019-11-03,43,False
2019-11-10,45,False
2019-11-17,51,False
2019-11-24,57,False
2019-12-01,47,False
2019-12-08,60,False
2019-12-15,39,False
2019-12-22,41,False
2019-12-29,37,False
2020-01-05,41,False
2020-01-12,40,False
2020-01-19,49,False
2020-01-26,51,False
2020-02-02,35,False
2020-02-09,50,False
2020-02-16,41,False
2020-02-23,47,False
2020-03-01,34,False
2020-03-08,39,False
2020-03-15,66,False
2020-03-22,100,False
2020-03-29,88,False
2020-04-05,85,False
2020-04-12,71,False
2020-04-19,73,False
2020-04-26,62,False
2020-05-03,58,False
2020-05-10,48,False
2020-05-17,53,False
2020-05-24,42,False
2020-05-31,31,False
2020-06-07,43,False
2020-06-14,38,False
2020-06-21,43,True
