date,Sarto,isPartial
2018-01-07,0,False
2018-01-14,20,False
2018-01-21,19,False
2018-01-28,38,False
2018-02-04,74,False
2018-02-11,0,False
2018-02-18,19,False
2018-02-25,57,False
2018-03-04,0,False
2018-03-11,39,False
2018-03-18,60,False
2018-03-25,21,False
2018-04-01,43,False
2018-04-08,20,False
2018-04-15,62,False
2018-04-22,0,False
2018-04-29,20,False
2018-05-06,20,False
2018-05-13,0,False
2018-05-20,41,False
2018-05-27,20,False
2018-06-03,20,False
2018-06-10,20,False
2018-06-17,0,False
2018-06-24,22,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,23,False
2018-07-22,46,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,30,False
2018-08-19,27,False
2018-08-26,0,False
2018-09-02,44,False
2018-09-09,43,False
2018-09-16,0,False
2018-09-23,22,False
2018-09-30,0,False
2018-10-07,65,False
2018-10-14,65,False
2018-10-21,21,False
2018-10-28,21,False
2018-11-04,0,False
2018-11-11,41,False
2018-11-18,19,False
2018-11-25,20,False
2018-12-02,61,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,48,False
2018-12-30,67,False
2019-01-06,59,False
2019-01-13,39,False
2019-01-20,74,False
2019-01-27,18,False
2019-02-03,55,False
2019-02-10,37,False
2019-02-17,0,False
2019-02-24,19,False
2019-03-03,20,False
2019-03-10,20,False
2019-03-17,20,False
2019-03-24,58,False
2019-03-31,94,False
2019-04-07,56,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,20,False
2019-05-05,39,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,38,False
2019-06-09,18,False
2019-06-16,19,False
2019-06-23,40,False
2019-06-30,20,False
2019-07-07,20,False
2019-07-14,100,False
2019-07-21,42,False
2019-07-28,22,False
2019-08-04,22,False
2019-08-11,25,False
2019-08-18,23,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,19,False
2019-09-15,18,False
2019-09-22,56,False
2019-09-29,19,False
2019-10-06,38,False
2019-10-13,55,False
2019-10-20,35,False
2019-10-27,36,False
2019-11-03,35,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,51,False
2019-12-01,36,False
2019-12-08,92,False
2019-12-15,18,False
2019-12-22,61,False
2019-12-29,20,False
2020-01-05,34,False
2020-01-12,97,False
2020-01-19,0,False
2020-01-26,32,False
2020-02-02,16,False
2020-02-09,33,False
2020-02-16,33,False
2020-02-23,15,False
2020-03-01,15,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,31,False
2020-04-12,0,False
2020-04-19,44,False
2020-04-26,25,True
