date,Sarto,isPartial
2018-01-07,51,False
2018-01-14,76,False
2018-01-21,38,False
2018-01-28,49,False
2018-02-04,49,False
2018-02-11,50,False
2018-02-18,95,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,39,False
2018-04-01,27,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,27,False
2018-04-29,52,False
2018-05-06,25,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,26,False
2018-06-03,51,False
2018-06-10,24,False
2018-06-17,50,False
2018-06-24,25,False
2018-07-01,0,False
2018-07-08,25,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,0,False
2018-08-05,100,False
2018-08-12,25,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,50,False
2018-09-16,37,False
2018-09-23,26,False
2018-09-30,26,False
2018-10-07,53,False
2018-10-14,52,False
2018-10-21,52,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,26,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,52,False
2019-01-06,23,False
2019-01-13,23,False
2019-01-20,23,False
2019-01-27,44,False
2019-02-03,45,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,58,False
2019-03-03,23,False
2019-03-10,70,False
2019-03-17,24,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,23,False
2019-04-14,0,False
2019-04-21,24,False
2019-04-28,23,False
2019-05-05,22,False
2019-05-12,44,False
2019-05-19,34,False
2019-05-26,42,False
2019-06-02,47,False
2019-06-09,47,False
2019-06-16,59,False
2019-06-23,0,False
2019-06-30,24,False
2019-07-07,22,False
2019-07-14,46,False
2019-07-21,0,False
2019-07-28,23,False
2019-08-04,23,False
2019-08-11,24,False
2019-08-18,33,False
2019-08-25,21,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,66,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,67,False
2019-10-13,22,False
2019-10-20,43,False
2019-10-27,0,False
2019-11-03,21,False
2019-11-10,0,False
2019-11-17,64,False
2019-11-24,0,False
2019-12-01,43,False
2019-12-08,44,False
2019-12-15,22,False
2019-12-22,25,False
2019-12-29,24,False
2020-01-05,21,False
2020-01-12,20,False
2020-01-19,50,False
2020-01-26,40,False
2020-02-02,29,False
2020-02-09,41,False
2020-02-16,31,False
2020-02-23,56,False
2020-03-01,27,False
2020-03-08,0,False
2020-03-15,18,False
2020-03-22,16,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,18,False
2020-04-19,0,False
2020-04-26,29,True
