date,sarto,isPartial
2018-01-07,59,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,58,False
2018-02-04,28,False
2018-02-11,58,False
2018-02-18,0,False
2018-02-25,27,False
2018-03-04,57,False
2018-03-11,58,False
2018-03-18,0,False
2018-03-25,30,False
2018-04-01,31,False
2018-04-08,59,False
2018-04-15,30,False
2018-04-22,31,False
2018-04-29,30,False
2018-05-06,30,False
2018-05-13,59,False
2018-05-20,0,False
2018-05-27,46,False
2018-06-03,30,False
2018-06-10,27,False
2018-06-17,0,False
2018-06-24,56,False
2018-07-01,29,False
2018-07-08,28,False
2018-07-15,58,False
2018-07-22,42,False
2018-07-29,28,False
2018-08-05,27,False
2018-08-12,25,False
2018-08-19,37,False
2018-08-26,25,False
2018-09-02,54,False
2018-09-09,0,False
2018-09-16,29,False
2018-09-23,57,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,45,False
2018-10-21,30,False
2018-10-28,29,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,88,False
2018-11-25,0,False
2018-12-02,31,False
2018-12-09,0,False
2018-12-16,61,False
2018-12-23,32,False
2018-12-30,73,False
2019-01-06,29,False
2019-01-13,57,False
2019-01-20,40,False
2019-01-27,53,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,41,False
2019-02-24,27,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,41,False
2019-03-31,27,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,27,False
2019-05-12,26,False
2019-05-19,40,False
2019-05-26,38,False
2019-06-02,55,False
2019-06-09,42,False
2019-06-16,28,False
2019-06-23,28,False
2019-06-30,27,False
2019-07-07,51,False
2019-07-14,26,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,26,False
2019-08-11,27,False
2019-08-18,0,False
2019-08-25,51,False
2019-09-01,0,False
2019-09-08,25,False
2019-09-15,0,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,0,False
2019-10-13,26,False
2019-10-20,51,False
2019-10-27,38,False
2019-11-03,74,False
2019-11-10,100,False
2019-11-17,38,False
2019-11-24,37,False
2019-12-01,26,False
2019-12-08,0,False
2019-12-15,26,False
2019-12-22,54,False
2019-12-29,52,False
2020-01-05,25,False
2020-01-12,0,False
2020-01-19,49,False
2020-01-26,48,False
2020-02-02,70,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,46,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,39,False
2020-04-05,31,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,35,True
