date,Sarto,isPartial
2018-01-07,21,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,61,False
2018-02-04,20,False
2018-02-11,20,False
2018-02-18,20,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,30,False
2018-03-18,21,False
2018-03-25,21,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,42,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,20,False
2018-05-13,61,False
2018-05-20,0,False
2018-05-27,30,False
2018-06-03,20,False
2018-06-10,19,False
2018-06-17,20,False
2018-06-24,30,False
2018-07-01,19,False
2018-07-08,37,False
2018-07-15,0,False
2018-07-22,38,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,18,False
2018-08-19,19,False
2018-08-26,19,False
2018-09-02,40,False
2018-09-09,0,False
2018-09-16,100,False
2018-09-23,20,False
2018-09-30,20,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,21,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,43,False
2018-12-09,22,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,0,False
2019-01-06,85,False
2019-01-13,40,False
2019-01-20,38,False
2019-01-27,0,False
2019-02-03,19,False
2019-02-10,20,False
2019-02-17,20,False
2019-02-24,0,False
2019-03-03,57,False
2019-03-10,19,False
2019-03-17,20,False
2019-03-24,30,False
2019-03-31,19,False
2019-04-07,39,False
2019-04-14,20,False
2019-04-21,0,False
2019-04-28,19,False
2019-05-05,0,False
2019-05-12,19,False
2019-05-19,18,False
2019-05-26,18,False
2019-06-02,19,False
2019-06-09,36,False
2019-06-16,19,False
2019-06-23,19,False
2019-06-30,18,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,36,False
2019-07-28,18,False
2019-08-04,0,False
2019-08-11,17,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,17,False
2019-09-08,36,False
2019-09-15,0,False
2019-09-22,17,False
2019-09-29,35,False
2019-10-06,18,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,17,False
2019-11-03,25,False
2019-11-10,35,False
2019-11-17,0,False
2019-11-24,17,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,74,False
2019-12-22,0,False
2019-12-29,20,False
2020-01-05,18,False
2020-01-12,26,False
2020-01-19,18,False
2020-01-26,18,False
2020-02-02,17,False
2020-02-09,18,False
2020-02-16,35,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,15,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,15,False
2020-04-05,31,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,0,True
