date,sarto,isPartial
2018-01-07,25,False
2018-01-14,37,False
2018-01-21,54,False
2018-01-28,66,False
2018-02-04,30,False
2018-02-11,52,False
2018-02-18,49,False
2018-02-25,48,False
2018-03-04,22,False
2018-03-11,16,False
2018-03-18,33,False
2018-03-25,18,False
2018-04-01,12,False
2018-04-08,54,False
2018-04-15,39,False
2018-04-22,60,False
2018-04-29,28,False
2018-05-06,49,False
2018-05-13,81,False
2018-05-20,44,False
2018-05-27,51,False
2018-06-03,46,False
2018-06-10,65,False
2018-06-17,27,False
2018-06-24,46,False
2018-07-01,45,False
2018-07-08,34,False
2018-07-15,29,False
2018-07-22,12,False
2018-07-29,36,False
2018-08-05,31,False
2018-08-12,60,False
2018-08-19,31,False
2018-08-26,66,False
2018-09-02,56,False
2018-09-09,28,False
2018-09-16,42,False
2018-09-23,49,False
2018-09-30,43,False
2018-10-07,100,False
2018-10-14,50,False
2018-10-21,27,False
2018-10-28,22,False
2018-11-04,36,False
2018-11-11,32,False
2018-11-18,32,False
2018-11-25,27,False
2018-12-02,45,False
2018-12-09,23,False
2018-12-16,36,False
2018-12-23,44,False
2018-12-30,44,False
2019-01-06,62,False
2019-01-13,95,False
2019-01-20,40,False
2019-01-27,21,False
2019-02-03,48,False
2019-02-10,24,False
2019-02-17,35,False
2019-02-24,59,False
2019-03-03,38,False
2019-03-10,25,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,48,False
2019-04-07,28,False
2019-04-14,60,False
2019-04-21,34,False
2019-04-28,41,False
2019-05-05,38,False
2019-05-12,12,False
2019-05-19,36,False
2019-05-26,34,False
2019-06-02,42,False
2019-06-09,30,False
2019-06-16,31,False
2019-06-23,38,False
2019-06-30,19,False
2019-07-07,35,False
2019-07-14,19,False
2019-07-21,25,False
2019-07-28,14,False
2019-08-04,29,False
2019-08-11,16,False
2019-08-18,37,False
2019-08-25,26,False
2019-09-01,17,False
2019-09-08,66,False
2019-09-15,40,False
2019-09-22,63,False
2019-09-29,34,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,12,False
2019-10-27,46,False
2019-11-03,33,False
2019-11-10,11,False
2019-11-17,29,False
2019-11-24,57,False
2019-12-01,24,False
2019-12-08,58,False
2019-12-15,42,False
2019-12-22,14,False
2019-12-29,54,False
2020-01-05,41,False
2020-01-12,38,False
2020-01-19,44,False
2020-01-26,22,False
2020-02-02,49,False
2020-02-09,33,False
2020-02-16,11,False
2020-02-23,27,False
2020-03-01,16,False
2020-03-08,31,False
2020-03-15,21,False
2020-03-22,34,False
2020-03-29,25,False
2020-04-05,16,False
2020-04-12,27,False
2020-04-19,34,False
2020-04-26,44,True
