date,Cours de guitare,isPartial
2018-01-07,23,False
2018-01-14,47,False
2018-01-21,54,False
2018-01-28,47,False
2018-02-04,35,False
2018-02-11,47,False
2018-02-18,35,False
2018-02-25,46,False
2018-03-04,40,False
2018-03-11,24,False
2018-03-18,48,False
2018-03-25,24,False
2018-04-01,24,False
2018-04-08,68,False
2018-04-15,25,False
2018-04-22,24,False
2018-04-29,24,False
2018-05-06,24,False
2018-05-13,35,False
2018-05-20,60,False
2018-05-27,55,False
2018-06-03,23,False
2018-06-10,34,False
2018-06-17,71,False
2018-06-24,0,False
2018-07-01,46,False
2018-07-08,0,False
2018-07-15,48,False
2018-07-22,46,False
2018-07-29,35,False
2018-08-05,22,False
2018-08-12,46,False
2018-08-19,71,False
2018-08-26,83,False
2018-09-02,84,False
2018-09-09,40,False
2018-09-16,48,False
2018-09-23,49,False
2018-09-30,49,False
2018-10-07,73,False
2018-10-14,25,False
2018-10-21,26,False
2018-10-28,24,False
2018-11-04,70,False
2018-11-11,24,False
2018-11-18,36,False
2018-11-25,49,False
2018-12-02,50,False
2018-12-09,100,False
2018-12-16,51,False
2018-12-23,29,False
2018-12-30,27,False
2019-01-06,25,False
2019-01-13,37,False
2019-01-20,47,False
2019-01-27,39,False
2019-02-03,49,False
2019-02-10,34,False
2019-02-17,0,False
2019-02-24,48,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,37,False
2019-03-24,25,False
2019-03-31,36,False
2019-04-07,37,False
2019-04-14,25,False
2019-04-21,46,False
2019-04-28,24,False
2019-05-05,23,False
2019-05-12,24,False
2019-05-19,23,False
2019-05-26,47,False
2019-06-02,22,False
2019-06-09,65,False
2019-06-16,22,False
2019-06-23,33,False
2019-06-30,30,False
2019-07-07,44,False
2019-07-14,23,False
2019-07-21,34,False
2019-07-28,23,False
2019-08-04,57,False
2019-08-11,48,False
2019-08-18,64,False
2019-08-25,27,False
2019-09-01,43,False
2019-09-08,44,False
2019-09-15,65,False
2019-09-22,22,False
2019-09-29,44,False
2019-10-06,44,False
2019-10-13,22,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,22,False
2019-11-10,21,False
2019-11-17,56,False
2019-11-24,21,False
2019-12-01,21,False
2019-12-08,42,False
2019-12-15,52,False
2019-12-22,71,False
2019-12-29,22,False
2020-01-05,34,False
2020-01-12,30,False
2020-01-19,34,False
2020-01-26,41,False
2020-02-02,20,False
2020-02-09,51,False
2020-02-16,20,False
2020-02-23,19,False
2020-03-01,0,False
2020-03-08,19,False
2020-03-15,17,False
2020-03-22,51,False
2020-03-29,68,False
2020-04-05,51,False
2020-04-12,79,False
2020-04-19,17,False
2020-04-26,54,False
2020-05-03,54,False
2020-05-10,25,False
2020-05-17,21,True
