date,Cours de guitare,isPartial
2018-01-07,51,False
2018-01-14,33,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,26,False
2018-02-11,26,False
2018-02-18,40,False
2018-02-25,51,False
2018-03-04,51,False
2018-03-11,52,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,54,False
2018-04-08,26,False
2018-04-15,0,False
2018-04-22,25,False
2018-04-29,25,False
2018-05-06,25,False
2018-05-13,0,False
2018-05-20,26,False
2018-05-27,25,False
2018-06-03,50,False
2018-06-10,24,False
2018-06-17,26,False
2018-06-24,26,False
2018-07-01,37,False
2018-07-08,25,False
2018-07-15,75,False
2018-07-22,75,False
2018-07-29,0,False
2018-08-05,35,False
2018-08-12,72,False
2018-08-19,65,False
2018-08-26,25,False
2018-09-02,50,False
2018-09-09,37,False
2018-09-16,51,False
2018-09-23,52,False
2018-09-30,77,False
2018-10-07,40,False
2018-10-14,26,False
2018-10-21,27,False
2018-10-28,26,False
2018-11-04,25,False
2018-11-11,51,False
2018-11-18,100,False
2018-11-25,38,False
2018-12-02,26,False
2018-12-09,34,False
2018-12-16,26,False
2018-12-23,30,False
2018-12-30,28,False
2019-01-06,26,False
2019-01-13,42,False
2019-01-20,25,False
2019-01-27,24,False
2019-02-03,25,False
2019-02-10,41,False
2019-02-17,28,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,26,False
2019-03-17,0,False
2019-03-24,25,False
2019-03-31,30,False
2019-04-07,45,False
2019-04-14,46,False
2019-04-21,23,False
2019-04-28,0,False
2019-05-05,22,False
2019-05-12,32,False
2019-05-19,43,False
2019-05-26,44,False
2019-06-02,20,False
2019-06-09,20,False
2019-06-16,0,False
2019-06-23,21,False
2019-06-30,20,False
2019-07-07,20,False
2019-07-14,20,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,53,False
2019-08-11,0,False
2019-08-18,44,False
2019-08-25,0,False
2019-09-01,21,False
2019-09-08,49,False
2019-09-15,0,False
2019-09-22,19,False
2019-09-29,32,False
2019-10-06,42,False
2019-10-13,0,False
2019-10-20,32,False
2019-10-27,0,False
2019-11-03,32,False
2019-11-10,20,False
2019-11-17,42,False
2019-11-24,20,False
2019-12-01,21,False
2019-12-08,48,False
2019-12-15,41,False
2019-12-22,38,False
2019-12-29,21,False
2020-01-05,30,False
2020-01-12,19,False
2020-01-19,20,False
2020-01-26,19,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,20,False
2020-02-23,39,False
2020-03-01,29,False
2020-03-08,19,False
2020-03-15,54,False
2020-03-22,35,False
2020-03-29,17,False
2020-04-05,40,False
2020-04-12,40,False
2020-04-19,23,False
2020-04-26,0,False
2020-05-03,25,False
2020-05-10,17,False
2020-05-17,22,True
