date,Cours de guitare,isPartial
2018-01-07,71,False
2018-01-14,35,False
2018-01-21,59,False
2018-01-28,53,False
2018-02-04,0,False
2018-02-11,35,False
2018-02-18,36,False
2018-02-25,73,False
2018-03-04,37,False
2018-03-11,36,False
2018-03-18,36,False
2018-03-25,48,False
2018-04-01,37,False
2018-04-08,36,False
2018-04-15,37,False
2018-04-22,72,False
2018-04-29,38,False
2018-05-06,39,False
2018-05-13,74,False
2018-05-20,37,False
2018-05-27,53,False
2018-06-03,88,False
2018-06-10,68,False
2018-06-17,92,False
2018-06-24,55,False
2018-07-01,35,False
2018-07-08,37,False
2018-07-15,0,False
2018-07-22,39,False
2018-07-29,39,False
2018-08-05,79,False
2018-08-12,60,False
2018-08-19,77,False
2018-08-26,37,False
2018-09-02,63,False
2018-09-09,57,False
2018-09-16,37,False
2018-09-23,56,False
2018-09-30,0,False
2018-10-07,56,False
2018-10-14,39,False
2018-10-21,38,False
2018-10-28,37,False
2018-11-04,71,False
2018-11-11,34,False
2018-11-18,34,False
2018-11-25,67,False
2018-12-02,34,False
2018-12-09,69,False
2018-12-16,59,False
2018-12-23,39,False
2018-12-30,37,False
2019-01-06,34,False
2019-01-13,51,False
2019-01-20,67,False
2019-01-27,34,False
2019-02-03,34,False
2019-02-10,36,False
2019-02-17,36,False
2019-02-24,0,False
2019-03-03,33,False
2019-03-10,69,False
2019-03-17,36,False
2019-03-24,0,False
2019-03-31,54,False
2019-04-07,0,False
2019-04-14,37,False
2019-04-21,36,False
2019-04-28,0,False
2019-05-05,52,False
2019-05-12,0,False
2019-05-19,36,False
2019-05-26,37,False
2019-06-02,0,False
2019-06-09,35,False
2019-06-16,54,False
2019-06-23,35,False
2019-06-30,71,False
2019-07-07,35,False
2019-07-14,0,False
2019-07-21,36,False
2019-07-28,38,False
2019-08-04,0,False
2019-08-11,53,False
2019-08-18,0,False
2019-08-25,34,False
2019-09-01,0,False
2019-09-08,92,False
2019-09-15,68,False
2019-09-22,33,False
2019-09-29,33,False
2019-10-06,33,False
2019-10-13,32,False
2019-10-20,0,False
2019-10-27,32,False
2019-11-03,31,False
2019-11-10,32,False
2019-11-17,47,False
2019-11-24,60,False
2019-12-01,31,False
2019-12-08,31,False
2019-12-15,31,False
2019-12-22,35,False
2019-12-29,57,False
2020-01-05,31,False
2020-01-12,30,False
2020-01-19,31,False
2020-01-26,30,False
2020-02-02,31,False
2020-02-09,30,False
2020-02-16,62,False
2020-02-23,30,False
2020-03-01,29,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,63,False
2020-03-29,50,False
2020-04-05,100,False
2020-04-12,52,False
2020-04-19,25,False
2020-04-26,23,False
2020-05-03,24,False
2020-05-10,53,False
2020-05-17,0,True
