date,Cours de guitare,isPartial
2018-01-07,33,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,0,False
2018-02-04,50,False
2018-02-11,33,False
2018-02-18,57,False
2018-02-25,32,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,67,False
2018-03-25,33,False
2018-04-01,68,False
2018-04-08,31,False
2018-04-15,36,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,49,False
2018-06-03,33,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,33,False
2018-07-01,0,False
2018-07-08,63,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,31,False
2018-08-05,29,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,64,False
2018-09-02,33,False
2018-09-09,33,False
2018-09-16,34,False
2018-09-23,34,False
2018-09-30,34,False
2018-10-07,56,False
2018-10-14,0,False
2018-10-21,35,False
2018-10-28,67,False
2018-11-04,33,False
2018-11-11,51,False
2018-11-18,33,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,40,False
2018-12-30,37,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,32,False
2019-02-03,34,False
2019-02-10,34,False
2019-02-17,52,False
2019-02-24,36,False
2019-03-03,71,False
2019-03-10,35,False
2019-03-17,36,False
2019-03-24,0,False
2019-03-31,33,False
2019-04-07,0,False
2019-04-14,33,False
2019-04-21,33,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,33,False
2019-05-19,32,False
2019-05-26,33,False
2019-06-02,64,False
2019-06-09,31,False
2019-06-16,0,False
2019-06-23,32,False
2019-06-30,64,False
2019-07-07,30,False
2019-07-14,30,False
2019-07-21,29,False
2019-07-28,28,False
2019-08-04,46,False
2019-08-11,28,False
2019-08-18,26,False
2019-08-25,51,False
2019-09-01,40,False
2019-09-08,100,False
2019-09-15,30,False
2019-09-22,31,False
2019-09-29,31,False
2019-10-06,31,False
2019-10-13,0,False
2019-10-20,59,False
2019-10-27,0,False
2019-11-03,30,False
2019-11-10,30,False
2019-11-17,89,False
2019-11-24,29,False
2019-12-01,30,False
2019-12-08,30,False
2019-12-15,46,False
2019-12-22,34,False
2019-12-29,32,False
2020-01-05,29,False
2020-01-12,0,False
2020-01-19,70,False
2020-01-26,0,False
2020-02-02,29,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,27,False
2020-03-01,27,False
2020-03-08,0,False
2020-03-15,24,False
2020-03-22,23,False
2020-03-29,24,False
2020-04-05,25,False
2020-04-12,48,False
2020-04-19,46,False
2020-04-26,0,False
2020-05-03,23,False
2020-05-10,23,False
2020-05-17,31,True
