date,Hochzeit Kosten,Hochzeit günstig,isPartial
2018-01-07,0,27,False
2018-01-14,28,0,False
2018-01-21,28,0,False
2018-01-28,27,0,False
2018-02-04,28,0,False
2018-02-11,28,28,False
2018-02-18,28,0,False
2018-02-25,28,0,False
2018-03-04,28,0,False
2018-03-11,54,27,False
2018-03-18,28,27,False
2018-03-25,0,29,False
2018-04-01,30,0,False
2018-04-08,28,0,False
2018-04-15,0,0,False
2018-04-22,27,0,False
2018-04-29,0,0,False
2018-05-06,0,0,False
2018-05-13,27,0,False
2018-05-20,56,0,False
2018-05-27,81,54,False
2018-06-03,28,0,False
2018-06-10,27,0,False
2018-06-17,27,54,False
2018-06-24,0,27,False
2018-07-01,57,0,False
2018-07-08,0,0,False
2018-07-15,30,29,False
2018-07-22,57,0,False
2018-07-29,0,0,False
2018-08-05,53,0,False
2018-08-12,0,52,False
2018-08-19,53,0,False
2018-08-26,27,0,False
2018-09-02,27,0,False
2018-09-09,0,0,False
2018-09-16,28,0,False
2018-09-23,55,27,False
2018-09-30,28,0,False
2018-10-07,43,28,False
2018-10-14,55,27,False
2018-10-21,0,26,False
2018-10-28,0,0,False
2018-11-04,26,0,False
2018-11-11,26,0,False
2018-11-18,52,26,False
2018-11-25,26,0,False
2018-12-02,0,0,False
2018-12-09,0,0,False
2018-12-16,27,0,False
2018-12-23,30,0,False
2018-12-30,0,0,False
2019-01-06,51,0,False
2019-01-13,38,50,False
2019-01-20,0,99,False
2019-01-27,25,0,False
2019-02-03,25,50,False
2019-02-10,25,25,False
2019-02-17,27,0,False
2019-02-24,27,0,False
2019-03-03,25,0,False
2019-03-10,0,0,False
2019-03-17,27,0,False
2019-03-24,0,0,False
2019-03-31,40,0,False
2019-04-07,52,0,False
2019-04-14,28,0,False
2019-04-21,42,0,False
2019-04-28,0,0,False
2019-05-05,50,0,False
2019-05-12,0,0,False
2019-05-19,0,0,False
2019-05-26,26,0,False
2019-06-02,26,0,False
2019-06-09,0,26,False
2019-06-16,0,0,False
2019-06-23,0,0,False
2019-06-30,26,0,False
2019-07-07,53,0,False
2019-07-14,0,0,False
2019-07-21,0,0,False
2019-07-28,27,0,False
2019-08-04,0,27,False
2019-08-11,0,0,False
2019-08-18,79,0,False
2019-08-25,25,51,False
2019-09-01,25,0,False
2019-09-08,52,0,False
2019-09-15,0,26,False
2019-09-22,25,0,False
2019-09-29,100,0,False
2019-10-06,25,50,False
2019-10-13,26,0,False
2019-10-20,39,0,False
2019-10-27,24,24,False
2019-11-03,23,23,False
2019-11-10,24,0,False
2019-11-17,48,24,False
2019-11-24,0,0,False
2019-12-01,24,0,False
2019-12-08,24,0,False
2019-12-15,0,0,False
2019-12-22,41,0,False
2019-12-29,25,25,False
2020-01-05,45,0,False
2020-01-12,45,22,False
2020-01-19,0,0,False
2020-01-26,22,0,False
2020-02-02,22,0,False
2020-02-09,47,24,False
2020-02-16,23,0,False
2020-02-23,0,0,False
2020-03-01,44,22,False
2020-03-08,0,21,False
2020-03-15,0,20,False
2020-03-22,0,0,False
2020-03-29,20,0,False
2020-04-05,45,0,False
2020-04-12,0,0,False
2020-04-19,21,21,False
2020-04-26,0,0,False
2020-05-03,21,0,False
2020-05-10,31,0,False
2020-05-17,0,0,False
2020-05-24,21,43,False
2020-05-31,42,0,False
2020-06-07,24,0,True
