date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,42,0,42,False
2018-01-14,21,0,21,False
2018-01-21,85,0,70,False
2018-01-28,85,0,78,False
2018-02-04,35,0,35,False
2018-02-11,50,0,50,False
2018-02-18,36,14,29,False
2018-02-25,50,0,43,False
2018-03-04,28,14,28,False
2018-03-11,41,14,34,False
2018-03-18,48,14,48,False
2018-03-25,62,0,62,False
2018-04-01,21,0,21,False
2018-04-08,21,14,21,False
2018-04-15,15,0,15,False
2018-04-22,51,0,51,False
2018-04-29,59,0,59,False
2018-05-06,22,15,15,False
2018-05-13,35,0,28,False
2018-05-20,42,0,42,False
2018-05-27,14,14,0,False
2018-06-03,49,0,49,False
2018-06-10,34,0,34,False
2018-06-17,56,28,56,False
2018-06-24,64,0,57,False
2018-07-01,21,0,21,False
2018-07-08,29,0,29,False
2018-07-15,16,0,16,False
2018-07-22,48,0,48,False
2018-07-29,64,0,64,False
2018-08-05,74,0,74,False
2018-08-12,42,50,42,False
2018-08-19,24,0,24,False
2018-08-26,30,0,30,False
2018-09-02,22,0,22,False
2018-09-09,44,14,43,False
2018-09-16,28,0,28,False
2018-09-23,29,0,29,False
2018-09-30,21,14,21,False
2018-10-07,100,0,100,False
2018-10-14,36,0,36,False
2018-10-21,36,0,29,False
2018-10-28,22,0,14,False
2018-11-04,14,14,14,False
2018-11-11,0,0,0,False
2018-11-18,14,0,14,False
2018-11-25,27,0,27,False
2018-12-02,27,14,27,False
2018-12-09,21,0,28,False
2018-12-16,14,0,14,False
2018-12-23,0,0,0,False
2018-12-30,23,0,23,False
2019-01-06,34,0,27,False
2019-01-13,47,13,47,False
2019-01-20,38,13,38,False
2019-01-27,45,0,45,False
2019-02-03,27,0,27,False
2019-02-10,35,0,35,False
2019-02-17,0,0,0,False
2019-02-24,55,0,55,False
2019-03-03,27,0,27,False
2019-03-10,13,0,0,False
2019-03-17,28,0,28,False
2019-03-24,0,0,0,False
2019-03-31,27,0,27,False
2019-04-07,40,0,26,False
2019-04-14,44,0,44,False
2019-04-21,47,0,40,False
2019-04-28,30,0,30,False
2019-05-05,17,12,17,False
2019-05-12,24,0,24,False
2019-05-19,37,0,31,False
2019-05-26,18,0,18,False
2019-06-02,29,0,29,False
2019-06-09,25,0,25,False
2019-06-16,26,13,26,False
2019-06-23,26,0,26,False
2019-06-30,19,12,12,False
2019-07-07,19,0,19,False
2019-07-14,26,0,26,False
2019-07-21,14,0,14,False
2019-07-28,34,0,34,False
2019-08-04,36,0,29,False
2019-08-11,30,0,45,False
2019-08-18,31,15,46,False
2019-08-25,28,0,28,False
2019-09-01,20,0,26,False
2019-09-08,34,0,34,False
2019-09-15,47,0,47,False
2019-09-22,42,0,42,False
2019-09-29,0,0,0,False
2019-10-06,11,0,11,False
2019-10-13,28,0,22,False
2019-10-20,23,0,17,False
2019-10-27,17,0,23,False
2019-11-03,39,11,39,False
2019-11-10,27,11,22,False
2019-11-17,22,11,22,False
2019-11-24,32,0,53,False
2019-12-01,35,0,35,False
2019-12-08,18,12,18,False
2019-12-15,12,0,12,False
2019-12-22,13,0,13,False
2019-12-29,51,0,51,False
2020-01-05,39,0,39,False
2020-01-12,42,0,37,False
2020-01-19,22,0,22,False
2020-01-26,53,0,43,False
2020-02-02,21,0,21,False
2020-02-09,27,0,27,False
2020-02-16,17,22,17,False
2020-02-23,22,11,22,False
2020-03-01,27,0,27,False
2020-03-08,41,0,41,False
2020-03-15,19,10,19,False
2020-03-22,14,0,14,False
2020-03-29,0,10,0,False
2020-04-05,10,0,10,False
2020-04-12,15,0,19,False
2020-04-19,20,10,20,False
2020-04-26,18,0,18,False
2020-05-03,0,0,0,True
