date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,31,0,31,False
2018-01-14,62,0,62,False
2018-01-21,47,0,47,False
2018-01-28,32,0,32,False
2018-02-04,94,0,94,False
2018-02-11,65,0,65,False
2018-02-18,0,0,0,False
2018-02-25,62,0,62,False
2018-03-04,94,0,94,False
2018-03-11,63,0,63,False
2018-03-18,0,0,0,False
2018-03-25,65,0,65,False
2018-04-01,100,0,67,False
2018-04-08,33,0,33,False
2018-04-15,36,0,36,False
2018-04-22,31,0,31,False
2018-04-29,0,0,0,False
2018-05-06,0,0,0,False
2018-05-13,32,0,32,False
2018-05-20,0,0,0,False
2018-05-27,0,0,0,False
2018-06-03,32,0,32,False
2018-06-10,31,0,31,False
2018-06-17,67,0,67,False
2018-06-24,0,0,0,False
2018-07-01,31,0,31,False
2018-07-08,0,0,0,False
2018-07-15,51,0,34,False
2018-07-22,0,0,0,False
2018-07-29,0,0,0,False
2018-08-05,35,0,35,False
2018-08-12,36,0,36,False
2018-08-19,52,0,52,False
2018-08-26,0,0,0,False
2018-09-02,34,0,34,False
2018-09-09,34,0,34,False
2018-09-16,33,0,33,False
2018-09-23,0,0,0,False
2018-09-30,67,0,67,False
2018-10-07,34,0,34,False
2018-10-14,52,0,52,False
2018-10-21,34,0,34,False
2018-10-28,32,0,32,False
2018-11-04,32,0,32,False
2018-11-11,0,0,0,False
2018-11-18,0,0,0,False
2018-11-25,64,0,64,False
2018-12-02,32,0,32,False
2018-12-09,0,0,0,False
2018-12-16,0,0,0,False
2018-12-23,34,0,34,False
2018-12-30,0,0,0,False
2019-01-06,32,0,32,False
2019-01-13,32,0,32,False
2019-01-20,31,0,31,False
2019-01-27,77,0,77,False
2019-02-03,31,0,31,False
2019-02-10,32,0,32,False
2019-02-17,34,0,34,False
2019-02-24,33,0,33,False
2019-03-03,0,0,0,False
2019-03-10,32,0,32,False
2019-03-17,33,0,33,False
2019-03-24,66,0,66,False
2019-03-31,0,0,0,False
2019-04-07,32,0,32,False
2019-04-14,33,0,33,False
2019-04-21,0,0,0,False
2019-04-28,62,0,62,False
2019-05-05,0,0,0,False
2019-05-12,0,0,0,False
2019-05-19,32,0,0,False
2019-05-26,0,0,0,False
2019-06-02,30,0,30,False
2019-06-09,30,0,30,False
2019-06-16,0,0,0,False
2019-06-23,64,0,32,False
2019-06-30,31,0,31,False
2019-07-07,32,0,32,False
2019-07-14,65,0,33,False
2019-07-21,65,0,65,False
2019-07-28,0,0,0,False
2019-08-04,67,0,33,False
2019-08-11,33,0,33,False
2019-08-18,0,0,0,False
2019-08-25,31,0,31,False
2019-09-01,31,0,31,False
2019-09-08,0,0,0,False
2019-09-15,30,0,30,False
2019-09-22,29,0,29,False
2019-09-29,0,0,0,False
2019-10-06,0,0,0,False
2019-10-13,60,0,60,False
2019-10-20,59,0,59,False
2019-10-27,28,0,28,False
2019-11-03,28,0,28,False
2019-11-10,0,0,0,False
2019-11-17,29,0,29,False
2019-11-24,57,0,57,False
2019-12-01,29,0,29,False
2019-12-08,0,0,0,False
2019-12-15,29,0,29,False
2019-12-22,30,0,30,False
2019-12-29,0,0,0,False
2020-01-05,56,0,56,False
2020-01-12,0,0,0,False
2020-01-19,29,0,29,False
2020-01-26,54,0,54,False
2020-02-02,28,0,28,False
2020-02-09,27,0,27,False
2020-02-16,27,0,27,False
2020-02-23,27,0,0,False
2020-03-01,27,0,27,False
2020-03-08,53,0,53,False
2020-03-15,24,0,24,False
2020-03-22,0,0,0,False
2020-03-29,0,0,0,False
2020-04-05,0,0,0,False
2020-04-12,0,0,0,False
2020-04-19,24,0,24,False
2020-04-26,45,0,22,False
2020-05-03,0,0,0,True
