date,Hochzeit Kosten,Hochzeit günstig,isPartial
2018-01-07,26,0,False
2018-01-14,0,0,False
2018-01-21,26,0,False
2018-01-28,38,0,False
2018-02-04,26,0,False
2018-02-11,25,0,False
2018-02-18,25,0,False
2018-02-25,50,0,False
2018-03-04,0,0,False
2018-03-11,0,0,False
2018-03-18,0,0,False
2018-03-25,27,0,False
2018-04-01,27,0,False
2018-04-08,0,0,False
2018-04-15,0,0,False
2018-04-22,25,0,False
2018-04-29,0,0,False
2018-05-06,0,0,False
2018-05-13,26,0,False
2018-05-20,57,0,False
2018-05-27,0,0,False
2018-06-03,26,0,False
2018-06-10,50,0,False
2018-06-17,0,0,False
2018-06-24,0,0,False
2018-07-01,26,0,False
2018-07-08,27,0,False
2018-07-15,0,0,False
2018-07-22,29,0,False
2018-07-29,28,0,False
2018-08-05,0,0,False
2018-08-12,26,0,False
2018-08-19,79,0,False
2018-08-26,27,0,False
2018-09-02,27,0,False
2018-09-09,0,0,False
2018-09-16,53,0,False
2018-09-23,26,0,False
2018-09-30,0,0,False
2018-10-07,28,0,False
2018-10-14,26,0,False
2018-10-21,0,0,False
2018-10-28,26,0,False
2018-11-04,100,0,False
2018-11-11,0,0,False
2018-11-18,49,0,False
2018-11-25,0,0,False
2018-12-02,25,0,False
2018-12-09,0,0,False
2018-12-16,27,0,False
2018-12-23,0,0,False
2018-12-30,29,0,False
2019-01-06,0,0,False
2019-01-13,24,0,False
2019-01-20,0,0,False
2019-01-27,0,0,False
2019-02-03,0,0,False
2019-02-10,25,0,False
2019-02-17,37,0,False
2019-02-24,0,0,False
2019-03-03,25,0,False
2019-03-10,0,0,False
2019-03-17,0,0,False
2019-03-24,0,0,False
2019-03-31,0,0,False
2019-04-07,26,0,False
2019-04-14,28,0,False
2019-04-21,0,0,False
2019-04-28,0,0,False
2019-05-05,0,0,False
2019-05-12,0,0,False
2019-05-19,76,0,False
2019-05-26,0,0,False
2019-06-02,26,0,False
2019-06-09,0,0,False
2019-06-16,0,0,False
2019-06-23,0,0,False
2019-06-30,0,0,False
2019-07-07,58,0,False
2019-07-14,0,0,False
2019-07-21,0,0,False
2019-07-28,0,0,False
2019-08-04,29,0,False
2019-08-11,54,0,False
2019-08-18,0,0,False
2019-08-25,28,0,False
2019-09-01,27,0,False
2019-09-08,28,0,False
2019-09-15,0,0,False
2019-09-22,0,0,False
2019-09-29,25,0,False
2019-10-06,27,0,False
2019-10-13,26,0,False
2019-10-20,23,0,False
2019-10-27,26,0,False
2019-11-03,0,0,False
2019-11-10,26,0,False
2019-11-17,23,0,False
2019-11-24,0,0,False
2019-12-01,26,0,False
2019-12-08,27,0,False
2019-12-15,0,0,False
2019-12-22,37,0,False
2019-12-29,31,0,False
2020-01-05,24,0,False
2020-01-12,24,0,False
2020-01-19,0,0,False
2020-01-26,0,0,False
2020-02-02,0,0,False
2020-02-09,0,0,False
2020-02-16,21,0,False
2020-02-23,21,0,False
2020-03-01,22,0,False
2020-03-08,21,0,False
2020-03-15,0,0,False
2020-03-22,19,0,False
2020-03-29,0,0,False
2020-04-05,20,0,False
2020-04-12,0,0,False
2020-04-19,19,0,False
2020-04-26,0,0,False
2020-05-03,0,0,False
2020-05-10,19,0,False
2020-05-17,21,0,False
2020-05-24,0,0,False
2020-05-31,0,0,False
2020-06-07,23,0,True
