date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,71,0,71,False
2018-01-14,0,0,0,False
2018-01-21,48,0,48,False
2018-01-28,25,0,25,False
2018-02-04,23,0,23,False
2018-02-11,0,0,0,False
2018-02-18,100,0,75,False
2018-02-25,0,0,0,False
2018-03-04,23,0,23,False
2018-03-11,73,0,73,False
2018-03-18,24,0,24,False
2018-03-25,24,0,24,False
2018-04-01,49,0,49,False
2018-04-08,0,0,0,False
2018-04-15,0,0,0,False
2018-04-22,47,0,47,False
2018-04-29,50,0,50,False
2018-05-06,25,0,25,False
2018-05-13,0,0,0,False
2018-05-20,26,0,26,False
2018-05-27,50,0,50,False
2018-06-03,51,0,51,False
2018-06-10,25,0,25,False
2018-06-17,57,0,57,False
2018-06-24,28,0,28,False
2018-07-01,0,0,0,False
2018-07-08,27,0,27,False
2018-07-15,28,0,28,False
2018-07-22,0,0,0,False
2018-07-29,0,0,0,False
2018-08-05,77,0,77,False
2018-08-12,0,0,0,False
2018-08-19,26,0,26,False
2018-08-26,27,0,27,False
2018-09-02,28,0,28,False
2018-09-09,28,0,28,False
2018-09-16,0,0,0,False
2018-09-23,0,0,0,False
2018-09-30,0,0,0,False
2018-10-07,57,0,57,False
2018-10-14,0,0,0,False
2018-10-21,57,0,57,False
2018-10-28,0,0,0,False
2018-11-04,0,0,0,False
2018-11-11,0,0,0,False
2018-11-18,27,0,27,False
2018-11-25,0,0,0,False
2018-12-02,0,0,0,False
2018-12-09,0,0,0,False
2018-12-16,28,0,28,False
2018-12-23,0,0,0,False
2018-12-30,29,0,29,False
2019-01-06,0,0,0,False
2019-01-13,27,0,0,False
2019-01-20,0,0,0,False
2019-01-27,26,0,26,False
2019-02-03,0,0,0,False
2019-02-10,27,0,27,False
2019-02-17,0,0,0,False
2019-02-24,0,0,0,False
2019-03-03,0,0,0,False
2019-03-10,27,0,27,False
2019-03-17,28,0,28,False
2019-03-24,28,0,0,False
2019-03-31,27,0,27,False
2019-04-07,28,0,28,False
2019-04-14,55,0,55,False
2019-04-21,0,0,0,False
2019-04-28,0,0,0,False
2019-05-05,26,0,26,False
2019-05-12,27,0,27,False
2019-05-19,0,0,0,False
2019-05-26,0,0,0,False
2019-06-02,0,0,0,False
2019-06-09,0,0,0,False
2019-06-16,0,0,0,False
2019-06-23,53,0,53,False
2019-06-30,0,0,0,False
2019-07-07,0,0,0,False
2019-07-14,26,0,26,False
2019-07-21,0,0,0,False
2019-07-28,0,0,0,False
2019-08-04,24,0,24,False
2019-08-11,0,0,0,False
2019-08-18,48,0,48,False
2019-08-25,0,0,0,False
2019-09-01,41,0,41,False
2019-09-08,23,0,23,False
2019-09-15,0,0,0,False
2019-09-22,0,0,0,False
2019-09-29,25,0,25,False
2019-10-06,0,0,0,False
2019-10-13,0,0,0,False
2019-10-20,0,0,0,False
2019-10-27,24,0,24,False
2019-11-03,24,0,24,False
2019-11-10,0,0,0,False
2019-11-17,0,0,0,False
2019-11-24,0,0,0,False
2019-12-01,24,0,24,False
2019-12-08,0,0,0,False
2019-12-15,0,0,0,False
2019-12-22,27,0,27,False
2019-12-29,25,0,25,False
2020-01-05,24,0,24,False
2020-01-12,46,0,46,False
2020-01-19,0,0,0,False
2020-01-26,46,0,46,False
2020-02-02,0,0,0,False
2020-02-09,0,0,0,False
2020-02-16,23,0,23,False
2020-02-23,69,0,69,False
2020-03-01,23,0,23,False
2020-03-08,0,0,0,False
2020-03-15,0,0,0,False
2020-03-22,19,0,19,False
2020-03-29,39,0,19,False
2020-04-05,38,0,38,False
2020-04-12,0,0,0,False
2020-04-19,0,0,0,False
2020-04-26,0,0,0,False
2020-05-03,0,0,0,True
