date,Hochzeit Kosten,Hochzeit günstig,isPartial
2018-01-07,51,0,False
2018-01-14,54,0,False
2018-01-21,0,0,False
2018-01-28,0,0,False
2018-02-04,57,0,False
2018-02-11,0,0,False
2018-02-18,0,0,False
2018-02-25,0,0,False
2018-03-04,54,0,False
2018-03-11,54,0,False
2018-03-18,0,0,False
2018-03-25,0,0,False
2018-04-01,0,0,False
2018-04-08,56,0,False
2018-04-15,0,0,False
2018-04-22,0,0,False
2018-04-29,0,0,False
2018-05-06,0,0,False
2018-05-13,56,0,False
2018-05-20,0,0,False
2018-05-27,55,0,False
2018-06-03,56,0,False
2018-06-10,0,0,False
2018-06-17,0,0,False
2018-06-24,0,0,False
2018-07-01,51,0,False
2018-07-08,46,0,False
2018-07-15,46,0,False
2018-07-22,0,0,False
2018-07-29,42,0,False
2018-08-05,0,0,False
2018-08-12,0,0,False
2018-08-19,47,0,False
2018-08-26,52,0,False
2018-09-02,54,0,False
2018-09-09,0,0,False
2018-09-16,54,0,False
2018-09-23,0,0,False
2018-09-30,54,0,False
2018-10-07,0,0,False
2018-10-14,54,0,False
2018-10-21,53,0,False
2018-10-28,0,0,False
2018-11-04,53,0,False
2018-11-11,0,0,False
2018-11-18,0,0,False
2018-11-25,54,0,False
2018-12-02,0,0,False
2018-12-09,0,0,False
2018-12-16,54,0,False
2018-12-23,0,0,False
2018-12-30,0,0,False
2019-01-06,0,0,False
2019-01-13,0,0,False
2019-01-20,0,0,False
2019-01-27,0,0,False
2019-02-03,0,0,False
2019-02-10,0,0,False
2019-02-17,52,0,False
2019-02-24,0,0,False
2019-03-03,0,0,False
2019-03-10,100,0,False
2019-03-17,0,0,False
2019-03-24,0,0,False
2019-03-31,55,0,False
2019-04-07,0,0,False
2019-04-14,0,0,False
2019-04-21,52,0,False
2019-04-28,51,0,False
2019-05-05,0,0,False
2019-05-12,0,0,False
2019-05-19,0,0,False
2019-05-26,0,0,False
2019-06-02,0,0,False
2019-06-09,48,0,False
2019-06-16,0,0,False
2019-06-23,0,0,False
2019-06-30,47,0,False
2019-07-07,0,0,False
2019-07-14,47,0,False
2019-07-21,48,0,False
2019-07-28,0,0,False
2019-08-04,47,0,False
2019-08-11,0,0,False
2019-08-18,0,0,False
2019-08-25,0,0,False
2019-09-01,46,0,False
2019-09-08,0,0,False
2019-09-15,96,0,False
2019-09-22,0,0,False
2019-09-29,0,0,False
2019-10-06,0,0,False
2019-10-13,0,0,False
2019-10-20,45,0,False
2019-10-27,90,0,False
2019-11-03,0,0,False
2019-11-10,0,0,False
2019-11-17,45,0,False
2019-11-24,0,0,False
2019-12-01,48,0,False
2019-12-08,0,0,False
2019-12-15,47,0,False
2019-12-22,50,0,False
2019-12-29,0,0,False
2020-01-05,0,0,False
2020-01-12,0,0,False
2020-01-19,64,0,False
2020-01-26,0,0,False
2020-02-02,43,0,False
2020-02-09,0,0,False
2020-02-16,45,0,False
2020-02-23,0,0,False
2020-03-01,0,0,False
2020-03-08,0,0,False
2020-03-15,0,0,False
2020-03-22,0,0,False
2020-03-29,38,0,False
2020-04-05,0,0,False
2020-04-12,0,0,False
2020-04-19,0,0,False
2020-04-26,0,0,False
2020-05-03,0,0,False
2020-05-10,40,0,False
2020-05-17,0,0,False
2020-05-24,39,0,False
2020-05-31,37,0,False
2020-06-07,41,0,True
