date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,40,0,40,False
2018-01-14,39,0,39,False
2018-01-21,0,0,0,False
2018-01-28,40,0,40,False
2018-02-04,39,0,39,False
2018-02-11,0,0,0,False
2018-02-18,40,0,40,False
2018-02-25,41,0,41,False
2018-03-04,0,0,0,False
2018-03-11,100,0,100,False
2018-03-18,81,0,81,False
2018-03-25,0,0,0,False
2018-04-01,41,0,41,False
2018-04-08,42,0,42,False
2018-04-15,44,0,44,False
2018-04-22,0,0,0,False
2018-04-29,88,0,88,False
2018-05-06,65,0,65,False
2018-05-13,42,0,42,False
2018-05-20,43,0,43,False
2018-05-27,0,0,0,False
2018-06-03,42,0,42,False
2018-06-10,40,0,40,False
2018-06-17,42,0,42,False
2018-06-24,42,0,42,False
2018-07-01,0,0,0,False
2018-07-08,43,0,43,False
2018-07-15,47,0,47,False
2018-07-22,47,0,47,False
2018-07-29,46,0,46,False
2018-08-05,0,0,0,False
2018-08-12,49,0,49,False
2018-08-19,47,0,47,False
2018-08-26,44,0,44,False
2018-09-02,88,0,88,False
2018-09-09,87,0,87,False
2018-09-16,86,0,86,False
2018-09-23,0,0,0,False
2018-09-30,0,0,0,False
2018-10-07,87,0,65,False
2018-10-14,0,0,0,False
2018-10-21,0,0,0,False
2018-10-28,0,0,0,False
2018-11-04,41,0,41,False
2018-11-11,0,0,0,False
2018-11-18,0,0,0,False
2018-11-25,82,0,82,False
2018-12-02,0,0,0,False
2018-12-09,0,0,0,False
2018-12-16,43,0,43,False
2018-12-23,45,0,45,False
2018-12-30,44,0,44,False
2019-01-06,81,0,81,False
2019-01-13,0,0,0,False
2019-01-20,0,0,0,False
2019-01-27,0,0,0,False
2019-02-03,41,0,41,False
2019-02-10,42,0,42,False
2019-02-17,44,0,44,False
2019-02-24,41,0,41,False
2019-03-03,40,0,40,False
2019-03-10,41,0,41,False
2019-03-17,0,0,0,False
2019-03-24,0,0,0,False
2019-03-31,42,0,42,False
2019-04-07,43,0,42,False
2019-04-14,44,0,44,False
2019-04-21,41,0,41,False
2019-04-28,0,0,0,False
2019-05-05,39,0,39,False
2019-05-12,42,0,42,False
2019-05-19,41,0,0,False
2019-05-26,62,0,62,False
2019-06-02,77,0,77,False
2019-06-09,39,0,39,False
2019-06-16,41,0,41,False
2019-06-23,41,0,0,False
2019-06-30,41,0,41,False
2019-07-07,0,0,0,False
2019-07-14,0,0,0,False
2019-07-21,0,0,0,False
2019-07-28,0,0,0,False
2019-08-04,47,0,47,False
2019-08-11,46,0,46,False
2019-08-18,45,0,0,False
2019-08-25,41,0,41,False
2019-09-01,0,0,0,False
2019-09-08,0,0,0,False
2019-09-15,40,0,40,False
2019-09-22,37,0,38,False
2019-09-29,38,0,38,False
2019-10-06,0,0,0,False
2019-10-13,0,0,0,False
2019-10-20,38,0,38,False
2019-10-27,0,0,0,False
2019-11-03,73,0,73,False
2019-11-10,36,0,36,False
2019-11-17,37,0,37,False
2019-11-24,0,0,0,False
2019-12-01,0,0,0,False
2019-12-08,36,0,35,False
2019-12-15,0,0,0,False
2019-12-22,0,0,0,False
2019-12-29,38,0,38,False
2020-01-05,0,0,0,False
2020-01-12,0,0,0,False
2020-01-19,0,0,0,False
2020-01-26,35,0,35,False
2020-02-02,0,0,0,False
2020-02-09,0,0,0,False
2020-02-16,35,0,35,False
2020-02-23,0,0,0,False
2020-03-01,34,0,34,False
2020-03-08,34,0,34,False
2020-03-15,30,0,30,False
2020-03-22,0,0,0,False
2020-03-29,29,0,29,False
2020-04-05,29,0,29,False
2020-04-12,0,0,0,False
2020-04-19,0,0,0,False
2020-04-26,0,0,0,False
2020-05-03,0,0,0,True
