date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,0,0,0,False
2018-01-14,30,0,30,False
2018-01-21,31,0,31,False
2018-01-28,31,0,31,False
2018-02-04,61,0,61,False
2018-02-11,0,0,0,False
2018-02-18,31,0,31,False
2018-02-25,30,0,30,False
2018-03-04,31,0,31,False
2018-03-11,32,0,32,False
2018-03-18,32,0,32,False
2018-03-25,32,0,32,False
2018-04-01,67,0,67,False
2018-04-08,0,0,0,False
2018-04-15,0,0,0,False
2018-04-22,0,0,0,False
2018-04-29,47,0,47,False
2018-05-06,100,0,100,False
2018-05-13,32,0,32,False
2018-05-20,33,0,33,False
2018-05-27,63,0,63,False
2018-06-03,50,0,33,False
2018-06-10,31,0,31,False
2018-06-17,35,0,35,False
2018-06-24,34,0,34,False
2018-07-01,0,0,0,False
2018-07-08,0,0,0,False
2018-07-15,0,0,0,False
2018-07-22,35,0,35,False
2018-07-29,35,0,35,False
2018-08-05,0,0,0,False
2018-08-12,0,0,0,False
2018-08-19,35,0,35,False
2018-08-26,0,0,0,False
2018-09-02,34,0,0,False
2018-09-09,67,0,34,False
2018-09-16,66,0,99,False
2018-09-23,0,0,0,False
2018-09-30,33,0,33,False
2018-10-07,33,0,33,False
2018-10-14,34,0,34,False
2018-10-21,67,0,67,False
2018-10-28,32,0,32,False
2018-11-04,95,0,95,False
2018-11-11,0,0,0,False
2018-11-18,0,0,0,False
2018-11-25,0,0,0,False
2018-12-02,32,0,32,False
2018-12-09,0,0,0,False
2018-12-16,0,0,0,False
2018-12-23,69,0,69,False
2018-12-30,33,0,33,False
2019-01-06,62,0,62,False
2019-01-13,0,0,0,False
2019-01-20,0,0,0,False
2019-01-27,0,0,0,False
2019-02-03,0,0,0,False
2019-02-10,0,0,0,False
2019-02-17,0,0,0,False
2019-02-24,0,0,0,False
2019-03-03,31,0,31,False
2019-03-10,32,0,32,False
2019-03-17,49,0,49,False
2019-03-24,0,0,0,False
2019-03-31,32,0,32,False
2019-04-07,32,0,32,False
2019-04-14,0,0,0,False
2019-04-21,33,0,33,False
2019-04-28,46,0,46,False
2019-05-05,31,0,31,False
2019-05-12,0,0,0,False
2019-05-19,0,0,0,False
2019-05-26,0,0,0,False
2019-06-02,0,0,0,False
2019-06-09,30,0,30,False
2019-06-16,32,0,32,False
2019-06-23,32,0,0,False
2019-06-30,31,0,31,False
2019-07-07,0,0,0,False
2019-07-14,33,0,32,False
2019-07-21,32,0,32,False
2019-07-28,0,0,0,False
2019-08-04,33,0,33,False
2019-08-11,32,0,32,False
2019-08-18,32,0,32,False
2019-08-25,31,0,0,False
2019-09-01,0,0,0,False
2019-09-08,31,0,31,False
2019-09-15,31,0,31,False
2019-09-22,30,0,30,False
2019-09-29,29,0,29,False
2019-10-06,0,0,0,False
2019-10-13,0,0,0,False
2019-10-20,29,0,29,False
2019-10-27,28,0,28,False
2019-11-03,0,0,0,False
2019-11-10,28,0,28,False
2019-11-17,28,0,28,False
2019-11-24,0,0,0,False
2019-12-01,0,0,0,False
2019-12-08,0,0,0,False
2019-12-15,0,0,0,False
2019-12-22,0,0,0,False
2019-12-29,29,0,29,False
2020-01-05,55,0,55,False
2020-01-12,53,0,27,False
2020-01-19,27,0,27,False
2020-01-26,27,0,27,False
2020-02-02,0,0,0,False
2020-02-09,40,0,40,False
2020-02-16,0,0,0,False
2020-02-23,0,0,0,False
2020-03-01,0,0,0,False
2020-03-08,0,0,0,False
2020-03-15,0,0,0,False
2020-03-22,0,0,0,False
2020-03-29,22,0,22,False
2020-04-05,22,0,22,False
2020-04-12,0,0,0,False
2020-04-19,0,0,0,False
2020-04-26,21,0,21,False
2020-05-03,0,0,0,True
