date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,26,0,26,False
2018-01-14,0,0,0,False
2018-01-21,26,0,26,False
2018-01-28,0,0,0,False
2018-02-04,25,0,25,False
2018-02-11,0,0,0,False
2018-02-18,27,0,27,False
2018-02-25,26,0,26,False
2018-03-04,0,0,0,False
2018-03-11,25,0,25,False
2018-03-18,26,0,26,False
2018-03-25,0,0,0,False
2018-04-01,0,0,0,False
2018-04-08,26,0,26,False
2018-04-15,0,0,0,False
2018-04-22,0,0,0,False
2018-04-29,25,0,25,False
2018-05-06,26,0,26,False
2018-05-13,0,0,0,False
2018-05-20,0,0,0,False
2018-05-27,0,0,0,False
2018-06-03,0,0,0,False
2018-06-10,0,0,0,False
2018-06-17,28,0,28,False
2018-06-24,0,28,0,False
2018-07-01,27,27,27,False
2018-07-08,0,0,0,False
2018-07-15,28,0,28,False
2018-07-22,28,0,28,False
2018-07-29,0,0,0,False
2018-08-05,0,0,0,False
2018-08-12,27,0,27,False
2018-08-19,40,0,40,False
2018-08-26,27,0,27,False
2018-09-02,27,0,27,False
2018-09-09,27,0,27,False
2018-09-16,52,0,52,False
2018-09-23,27,0,27,False
2018-09-30,0,0,0,False
2018-10-07,26,0,26,False
2018-10-14,27,0,27,False
2018-10-21,0,0,0,False
2018-10-28,50,0,50,False
2018-11-04,100,0,100,False
2018-11-11,25,0,25,False
2018-11-18,24,0,24,False
2018-11-25,0,0,0,False
2018-12-02,49,0,49,False
2018-12-09,25,0,25,False
2018-12-16,0,0,0,False
2018-12-23,0,0,0,False
2018-12-30,53,0,26,False
2019-01-06,24,24,24,False
2019-01-13,0,0,0,False
2019-01-20,23,0,23,False
2019-01-27,23,0,23,False
2019-02-03,0,0,0,False
2019-02-10,25,0,25,False
2019-02-17,26,0,26,False
2019-02-24,25,0,0,False
2019-03-03,0,0,0,False
2019-03-10,25,0,25,False
2019-03-17,25,0,25,False
2019-03-24,26,0,26,False
2019-03-31,0,0,0,False
2019-04-07,25,0,25,False
2019-04-14,0,0,0,False
2019-04-21,24,0,24,False
2019-04-28,94,0,94,False
2019-05-05,0,0,0,False
2019-05-12,0,0,0,False
2019-05-19,0,0,0,False
2019-05-26,0,0,0,False
2019-06-02,45,0,45,False
2019-06-09,70,0,70,False
2019-06-16,37,0,37,False
2019-06-23,0,0,0,False
2019-06-30,24,24,24,False
2019-07-07,24,0,24,False
2019-07-14,38,0,38,False
2019-07-21,25,0,25,False
2019-07-28,53,0,53,False
2019-08-04,0,0,0,False
2019-08-11,0,24,0,False
2019-08-18,0,0,0,False
2019-08-25,0,0,0,False
2019-09-01,35,0,35,False
2019-09-08,0,0,0,False
2019-09-15,24,0,24,False
2019-09-22,22,22,22,False
2019-09-29,45,0,22,False
2019-10-06,46,0,46,False
2019-10-13,0,0,0,False
2019-10-20,23,0,23,False
2019-10-27,22,22,22,False
2019-11-03,0,0,0,False
2019-11-10,0,22,0,False
2019-11-17,0,0,0,False
2019-11-24,21,0,21,False
2019-12-01,43,22,43,False
2019-12-08,21,0,21,False
2019-12-15,0,0,0,False
2019-12-22,46,0,46,False
2019-12-29,22,0,22,False
2020-01-05,43,0,43,False
2020-01-12,21,0,21,False
2020-01-19,22,0,22,False
2020-01-26,42,0,42,False
2020-02-02,21,0,21,False
2020-02-09,21,0,21,False
2020-02-16,0,0,0,False
2020-02-23,42,0,21,False
2020-03-01,21,21,21,False
2020-03-08,0,0,0,False
2020-03-15,28,0,28,False
2020-03-22,0,0,0,False
2020-03-29,18,0,18,False
2020-04-05,0,0,0,False
2020-04-12,19,0,19,False
2020-04-19,0,0,0,False
2020-04-26,17,0,17,False
2020-05-03,0,0,0,True
