date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,0,0,0,False
2018-01-14,27,0,27,False
2018-01-21,82,0,82,False
2018-01-28,27,0,27,False
2018-02-04,27,0,27,False
2018-02-11,55,0,55,False
2018-02-18,56,0,56,False
2018-02-25,57,0,57,False
2018-03-04,57,0,57,False
2018-03-11,56,0,56,False
2018-03-18,42,0,42,False
2018-03-25,85,0,85,False
2018-04-01,42,0,42,False
2018-04-08,28,0,28,False
2018-04-15,30,0,30,False
2018-04-22,28,0,28,False
2018-04-29,0,0,0,False
2018-05-06,62,0,62,False
2018-05-13,29,0,29,False
2018-05-20,100,0,100,False
2018-05-27,84,0,84,False
2018-06-03,28,0,28,False
2018-06-10,68,0,68,False
2018-06-17,29,0,29,False
2018-06-24,29,0,29,False
2018-07-01,56,0,56,False
2018-07-08,0,0,0,False
2018-07-15,80,0,80,False
2018-07-22,32,0,32,False
2018-07-29,31,0,31,False
2018-08-05,32,0,32,False
2018-08-12,99,0,99,False
2018-08-19,32,0,32,False
2018-08-26,30,0,30,False
2018-09-02,30,0,30,False
2018-09-09,59,0,59,False
2018-09-16,29,0,29,False
2018-09-23,0,0,0,False
2018-09-30,43,0,43,False
2018-10-07,59,0,59,False
2018-10-14,0,0,0,False
2018-10-21,30,0,30,False
2018-10-28,0,0,0,False
2018-11-04,0,0,0,False
2018-11-11,0,0,0,False
2018-11-18,28,0,28,False
2018-11-25,27,0,27,False
2018-12-02,56,0,56,False
2018-12-09,0,0,0,False
2018-12-16,29,0,29,False
2018-12-23,31,0,31,False
2018-12-30,30,0,30,False
2019-01-06,56,0,42,False
2019-01-13,28,0,28,False
2019-01-20,27,0,27,False
2019-01-27,0,0,0,False
2019-02-03,0,0,0,False
2019-02-10,89,0,89,False
2019-02-17,30,0,30,False
2019-02-24,0,0,0,False
2019-03-03,54,0,54,False
2019-03-10,42,0,42,False
2019-03-17,57,0,57,False
2019-03-24,58,0,58,False
2019-03-31,29,0,29,False
2019-04-07,0,0,0,False
2019-04-14,61,0,61,False
2019-04-21,56,0,56,False
2019-04-28,0,0,0,False
2019-05-05,54,0,27,False
2019-05-12,42,0,42,False
2019-05-19,82,0,82,False
2019-05-26,28,0,28,False
2019-06-02,39,0,39,False
2019-06-09,0,0,0,False
2019-06-16,56,0,56,False
2019-06-23,28,0,28,False
2019-06-30,56,0,56,False
2019-07-07,29,0,29,False
2019-07-14,61,0,60,False
2019-07-21,30,0,30,False
2019-07-28,62,0,62,False
2019-08-04,47,0,47,False
2019-08-11,61,0,61,False
2019-08-18,0,0,0,False
2019-08-25,28,0,28,False
2019-09-01,54,0,54,False
2019-09-08,0,0,0,False
2019-09-15,27,0,27,False
2019-09-22,37,0,37,False
2019-09-29,38,0,51,False
2019-10-06,26,0,26,False
2019-10-13,26,0,0,False
2019-10-20,53,0,53,False
2019-10-27,25,0,25,False
2019-11-03,0,0,0,False
2019-11-10,36,0,24,False
2019-11-17,0,0,0,False
2019-11-24,0,0,0,False
2019-12-01,25,0,25,False
2019-12-08,24,0,24,False
2019-12-15,25,0,25,False
2019-12-22,0,0,0,False
2019-12-29,26,0,26,False
2020-01-05,48,0,48,False
2020-01-12,47,0,23,False
2020-01-19,0,0,0,False
2020-01-26,24,0,24,False
2020-02-02,24,0,24,False
2020-02-09,23,0,23,False
2020-02-16,24,0,24,False
2020-02-23,24,0,0,False
2020-03-01,93,0,93,False
2020-03-08,0,0,0,False
2020-03-15,20,0,20,False
2020-03-22,0,0,0,False
2020-03-29,0,0,0,False
2020-04-05,20,0,0,False
2020-04-12,41,0,41,False
2020-04-19,20,0,20,False
2020-04-26,19,0,19,False
2020-05-03,0,0,0,True
