date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,45,0,45,False
2018-01-14,22,0,22,False
2018-01-21,22,0,22,False
2018-01-28,22,0,22,False
2018-02-04,23,0,23,False
2018-02-11,34,0,34,False
2018-02-18,45,0,45,False
2018-02-25,43,0,43,False
2018-03-04,45,0,45,False
2018-03-11,0,0,0,False
2018-03-18,69,0,69,False
2018-03-25,34,0,34,False
2018-04-01,24,0,24,False
2018-04-08,25,0,25,False
2018-04-15,53,0,53,False
2018-04-22,24,0,24,False
2018-04-29,23,0,23,False
2018-05-06,0,0,0,False
2018-05-13,23,0,23,False
2018-05-20,36,0,36,False
2018-05-27,47,0,47,False
2018-06-03,0,0,0,False
2018-06-10,23,0,23,False
2018-06-17,24,0,24,False
2018-06-24,0,0,0,False
2018-07-01,23,0,23,False
2018-07-08,0,0,0,False
2018-07-15,26,0,26,False
2018-07-22,26,0,26,False
2018-07-29,53,0,53,False
2018-08-05,26,0,26,False
2018-08-12,26,0,26,False
2018-08-19,0,0,0,False
2018-08-26,48,0,24,False
2018-09-02,0,0,0,False
2018-09-09,25,0,25,False
2018-09-16,48,0,48,False
2018-09-23,0,0,0,False
2018-09-30,0,0,0,False
2018-10-07,25,0,25,False
2018-10-14,0,0,0,False
2018-10-21,0,0,0,False
2018-10-28,0,0,0,False
2018-11-04,35,0,35,False
2018-11-11,0,0,0,False
2018-11-18,0,0,0,False
2018-11-25,24,0,24,False
2018-12-02,0,0,0,False
2018-12-09,0,0,0,False
2018-12-16,24,0,24,False
2018-12-23,0,0,0,False
2018-12-30,49,0,49,False
2019-01-06,0,0,0,False
2019-01-13,0,0,0,False
2019-01-20,22,0,22,False
2019-01-27,22,0,22,False
2019-02-03,0,0,0,False
2019-02-10,0,0,0,False
2019-02-17,49,0,49,False
2019-02-24,23,0,23,False
2019-03-03,0,0,0,False
2019-03-10,0,0,0,False
2019-03-17,0,0,0,False
2019-03-24,24,0,24,False
2019-03-31,47,0,47,False
2019-04-07,24,0,24,False
2019-04-14,0,0,0,False
2019-04-21,0,0,0,False
2019-04-28,22,0,22,False
2019-05-05,22,0,22,False
2019-05-12,23,0,23,False
2019-05-19,0,0,0,False
2019-05-26,24,0,24,False
2019-06-02,0,0,0,False
2019-06-09,0,0,0,False
2019-06-16,24,0,0,False
2019-06-23,0,0,0,False
2019-06-30,23,0,23,False
2019-07-07,24,0,24,False
2019-07-14,25,0,25,False
2019-07-21,100,0,100,False
2019-07-28,25,0,25,False
2019-08-04,52,0,52,False
2019-08-11,0,0,0,False
2019-08-18,24,0,24,False
2019-08-25,23,0,23,False
2019-09-01,23,0,23,False
2019-09-08,23,0,23,False
2019-09-15,23,0,23,False
2019-09-22,22,0,22,False
2019-09-29,22,0,22,False
2019-10-06,22,0,22,False
2019-10-13,0,0,0,False
2019-10-20,22,0,22,False
2019-10-27,21,0,21,False
2019-11-03,0,0,0,False
2019-11-10,0,0,0,False
2019-11-17,21,0,21,False
2019-11-24,0,0,0,False
2019-12-01,0,0,0,False
2019-12-08,0,0,0,False
2019-12-15,0,0,0,False
2019-12-22,0,0,0,False
2019-12-29,0,0,0,False
2020-01-05,0,0,0,False
2020-01-12,29,0,20,False
2020-01-19,40,0,40,False
2020-01-26,20,0,0,False
2020-02-02,20,0,20,False
2020-02-09,20,0,20,False
2020-02-16,20,0,20,False
2020-02-23,0,0,0,False
2020-03-01,19,0,19,False
2020-03-08,0,0,0,False
2020-03-15,0,0,0,False
2020-03-22,0,0,0,False
2020-03-29,0,0,0,False
2020-04-05,0,0,0,False
2020-04-12,0,0,0,False
2020-04-19,0,0,0,False
2020-04-26,0,0,0,False
2020-05-03,0,0,0,True
