date,Hochzeit Kosten,Hochzeit günstig,isPartial
2018-01-07,40,0,False
2018-01-14,40,40,False
2018-01-21,20,0,False
2018-01-28,41,41,False
2018-02-04,0,31,False
2018-02-11,0,0,False
2018-02-18,21,42,False
2018-02-25,21,0,False
2018-03-04,42,0,False
2018-03-11,21,21,False
2018-03-18,63,0,False
2018-03-25,0,0,False
2018-04-01,0,0,False
2018-04-08,33,0,False
2018-04-15,44,0,False
2018-04-22,32,0,False
2018-04-29,22,0,False
2018-05-06,0,0,False
2018-05-13,36,22,False
2018-05-20,43,21,False
2018-05-27,22,22,False
2018-06-03,22,22,False
2018-06-10,21,21,False
2018-06-17,0,0,False
2018-06-24,66,0,False
2018-07-01,66,22,False
2018-07-08,22,22,False
2018-07-15,44,22,False
2018-07-22,44,0,False
2018-07-29,21,21,False
2018-08-05,27,0,False
2018-08-12,21,42,False
2018-08-19,0,41,False
2018-08-26,21,0,False
2018-09-02,21,21,False
2018-09-09,43,21,False
2018-09-16,21,0,False
2018-09-23,43,21,False
2018-09-30,22,22,False
2018-10-07,22,22,False
2018-10-14,21,0,False
2018-10-21,41,20,False
2018-10-28,20,0,False
2018-11-04,20,0,False
2018-11-11,21,0,False
2018-11-18,20,20,False
2018-11-25,20,20,False
2018-12-02,20,0,False
2018-12-09,21,21,False
2018-12-16,0,21,False
2018-12-23,22,0,False
2018-12-30,21,21,False
2019-01-06,38,0,False
2019-01-13,77,19,False
2019-01-20,19,19,False
2019-01-27,19,0,False
2019-02-03,19,0,False
2019-02-10,30,0,False
2019-02-17,20,0,False
2019-02-24,42,0,False
2019-03-03,20,20,False
2019-03-10,19,0,False
2019-03-17,41,20,False
2019-03-24,20,0,False
2019-03-31,20,20,False
2019-04-07,20,20,False
2019-04-14,21,21,False
2019-04-21,42,0,False
2019-04-28,20,20,False
2019-05-05,39,0,False
2019-05-12,40,0,False
2019-05-19,40,0,False
2019-05-26,20,0,False
2019-06-02,20,20,False
2019-06-09,100,0,False
2019-06-16,31,20,False
2019-06-23,0,21,False
2019-06-30,31,21,False
2019-07-07,31,20,False
2019-07-14,35,32,False
2019-07-21,36,0,False
2019-07-28,29,21,False
2019-08-04,27,0,False
2019-08-11,29,58,False
2019-08-18,30,0,False
2019-08-25,20,20,False
2019-09-01,29,20,False
2019-09-08,30,20,False
2019-09-15,0,0,False
2019-09-22,39,19,False
2019-09-29,33,0,False
2019-10-06,19,20,False
2019-10-13,25,19,False
2019-10-20,19,0,False
2019-10-27,18,18,False
2019-11-03,18,0,False
2019-11-10,18,18,False
2019-11-17,18,0,False
2019-11-24,36,0,False
2019-12-01,19,0,False
2019-12-08,19,0,False
2019-12-15,19,0,False
2019-12-22,20,0,False
2019-12-29,32,19,False
2020-01-05,44,18,False
2020-01-12,40,26,False
2020-01-19,23,17,False
2020-01-26,35,0,False
2020-02-02,26,0,False
2020-02-09,17,17,False
2020-02-16,18,36,False
2020-02-23,0,0,False
2020-03-01,17,0,False
2020-03-08,16,16,False
2020-03-15,30,0,False
2020-03-22,30,0,False
2020-03-29,15,0,False
2020-04-05,0,0,False
2020-04-12,0,0,False
2020-04-19,23,0,False
2020-04-26,15,0,False
2020-05-03,15,0,False
2020-05-10,23,0,False
2020-05-17,24,0,False
2020-05-24,26,16,False
2020-05-31,15,0,False
2020-06-07,0,0,True
