date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,50,0,50,False
2018-01-14,38,0,38,False
2018-01-21,63,0,63,False
2018-01-28,100,0,75,False
2018-02-04,50,0,37,False
2018-02-11,50,0,50,False
2018-02-18,25,0,25,False
2018-02-25,50,0,50,False
2018-03-04,51,0,51,False
2018-03-11,38,0,38,False
2018-03-18,77,0,77,False
2018-03-25,26,0,26,False
2018-04-01,26,0,26,False
2018-04-08,39,0,25,False
2018-04-15,0,0,0,False
2018-04-22,25,0,25,False
2018-04-29,27,0,27,False
2018-05-06,81,0,81,False
2018-05-13,40,0,27,False
2018-05-20,27,0,27,False
2018-05-27,38,0,52,False
2018-06-03,76,0,76,False
2018-06-10,37,0,37,False
2018-06-17,26,0,26,False
2018-06-24,0,0,0,False
2018-07-01,38,0,38,False
2018-07-08,65,0,65,False
2018-07-15,80,0,80,False
2018-07-22,40,0,40,False
2018-07-29,64,0,64,False
2018-08-05,26,0,26,False
2018-08-12,25,0,25,False
2018-08-19,0,0,0,False
2018-08-26,89,0,76,False
2018-09-02,53,0,53,False
2018-09-09,0,0,0,False
2018-09-16,0,0,0,False
2018-09-23,0,0,0,False
2018-09-30,39,0,26,False
2018-10-07,26,0,26,False
2018-10-14,40,0,40,False
2018-10-21,0,0,0,False
2018-10-28,39,0,39,False
2018-11-04,25,0,25,False
2018-11-11,39,0,39,False
2018-11-18,51,0,51,False
2018-11-25,25,0,25,False
2018-12-02,26,0,26,False
2018-12-09,0,0,0,False
2018-12-16,0,0,0,False
2018-12-23,0,0,0,False
2018-12-30,54,0,54,False
2019-01-06,38,0,38,False
2019-01-13,25,0,25,False
2019-01-20,0,0,0,False
2019-01-27,37,0,49,False
2019-02-03,38,0,38,False
2019-02-10,54,0,54,False
2019-02-17,53,0,53,False
2019-02-24,38,0,38,False
2019-03-03,37,0,25,False
2019-03-10,51,0,51,False
2019-03-17,0,0,0,False
2019-03-24,53,0,53,False
2019-03-31,39,0,39,False
2019-04-07,54,0,54,False
2019-04-14,40,0,40,False
2019-04-21,25,0,25,False
2019-04-28,48,0,48,False
2019-05-05,0,0,0,False
2019-05-12,52,0,52,False
2019-05-19,26,0,26,False
2019-05-26,0,0,0,False
2019-06-02,23,0,23,False
2019-06-09,48,0,48,False
2019-06-16,25,0,25,False
2019-06-23,49,0,49,False
2019-06-30,75,0,75,False
2019-07-07,37,0,25,False
2019-07-14,0,0,0,False
2019-07-21,37,0,37,False
2019-07-28,0,0,0,False
2019-08-04,47,0,24,False
2019-08-11,0,0,0,False
2019-08-18,24,0,24,False
2019-08-25,24,0,24,False
2019-09-01,0,0,0,False
2019-09-08,24,0,24,False
2019-09-15,0,0,0,False
2019-09-22,46,0,23,False
2019-09-29,69,0,69,False
2019-10-06,0,0,0,False
2019-10-13,46,0,46,False
2019-10-20,23,0,23,False
2019-10-27,21,0,21,False
2019-11-03,45,0,45,False
2019-11-10,45,0,23,False
2019-11-17,22,0,22,False
2019-11-24,43,0,43,False
2019-12-01,0,0,0,False
2019-12-08,0,0,0,False
2019-12-15,44,0,44,False
2019-12-22,24,0,24,False
2019-12-29,0,0,0,False
2020-01-05,0,0,0,False
2020-01-12,42,0,32,False
2020-01-19,44,0,44,False
2020-01-26,21,0,21,False
2020-02-02,43,0,43,False
2020-02-09,63,0,63,False
2020-02-16,22,0,22,False
2020-02-23,21,0,21,False
2020-03-01,20,0,20,False
2020-03-08,20,0,0,False
2020-03-15,18,0,18,False
2020-03-22,35,0,35,False
2020-03-29,17,0,17,False
2020-04-05,17,0,17,False
2020-04-12,36,0,36,False
2020-04-19,0,0,0,False
2020-04-26,17,0,17,False
2020-05-03,0,0,0,True
