date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,24,0,24,False
2018-01-14,0,0,0,False
2018-01-21,48,0,36,False
2018-01-28,72,0,48,False
2018-02-04,73,0,73,False
2018-02-11,72,0,72,False
2018-02-18,24,0,24,False
2018-02-25,100,0,100,False
2018-03-04,74,0,74,False
2018-03-11,24,0,24,False
2018-03-18,24,0,24,False
2018-03-25,25,0,0,False
2018-04-01,25,0,25,False
2018-04-08,0,0,0,False
2018-04-15,39,0,39,False
2018-04-22,25,0,25,False
2018-04-29,51,0,51,False
2018-05-06,25,0,25,False
2018-05-13,24,0,24,False
2018-05-20,50,0,50,False
2018-05-27,36,0,48,False
2018-06-03,36,0,36,False
2018-06-10,24,0,24,False
2018-06-17,36,0,36,False
2018-06-24,25,0,25,False
2018-07-01,37,0,37,False
2018-07-08,26,0,26,False
2018-07-15,27,0,27,False
2018-07-22,0,0,0,False
2018-07-29,28,0,28,False
2018-08-05,28,0,28,False
2018-08-12,28,0,28,False
2018-08-19,27,0,27,False
2018-08-26,0,0,0,False
2018-09-02,51,0,51,False
2018-09-09,25,0,25,False
2018-09-16,50,0,50,False
2018-09-23,25,0,25,False
2018-09-30,25,0,25,False
2018-10-07,0,0,0,False
2018-10-14,0,0,0,False
2018-10-21,52,0,52,False
2018-10-28,26,0,26,False
2018-11-04,24,0,24,False
2018-11-11,24,0,24,False
2018-11-18,0,0,0,False
2018-11-25,0,0,0,False
2018-12-02,32,0,32,False
2018-12-09,0,0,0,False
2018-12-16,43,0,43,False
2018-12-23,0,0,0,False
2018-12-30,21,0,21,False
2019-01-06,42,0,42,False
2019-01-13,21,0,21,False
2019-01-20,31,0,31,False
2019-01-27,31,0,31,False
2019-02-03,42,0,32,False
2019-02-10,32,0,32,False
2019-02-17,37,0,25,False
2019-02-24,22,0,22,False
2019-03-03,42,0,42,False
2019-03-10,42,0,42,False
2019-03-17,22,0,22,False
2019-03-24,22,0,22,False
2019-03-31,22,0,22,False
2019-04-07,42,0,32,False
2019-04-14,23,0,23,False
2019-04-21,21,0,21,False
2019-04-28,62,0,62,False
2019-05-05,21,0,21,False
2019-05-12,43,0,32,False
2019-05-19,21,0,21,False
2019-05-26,0,0,0,False
2019-06-02,23,0,23,False
2019-06-09,22,0,22,False
2019-06-16,21,0,21,False
2019-06-23,21,0,21,False
2019-06-30,21,0,21,False
2019-07-07,21,0,21,False
2019-07-14,0,0,0,False
2019-07-21,24,0,24,False
2019-07-28,36,0,36,False
2019-08-04,0,0,0,False
2019-08-11,19,0,19,False
2019-08-18,19,0,19,False
2019-08-25,18,0,18,False
2019-09-01,40,0,40,False
2019-09-08,42,0,42,False
2019-09-15,21,0,21,False
2019-09-22,20,0,20,False
2019-09-29,19,0,19,False
2019-10-06,19,0,19,False
2019-10-13,20,0,20,False
2019-10-20,20,0,20,False
2019-10-27,0,0,0,False
2019-11-03,37,0,37,False
2019-11-10,20,0,20,False
2019-11-17,19,0,19,False
2019-11-24,37,0,37,False
2019-12-01,0,0,0,False
2019-12-08,19,0,19,False
2019-12-15,19,0,19,False
2019-12-22,20,0,20,False
2019-12-29,36,0,36,False
2020-01-05,36,0,36,False
2020-01-12,18,0,18,False
2020-01-19,19,0,19,False
2020-01-26,0,0,0,False
2020-02-02,19,0,19,False
2020-02-09,37,0,37,False
2020-02-16,38,0,19,False
2020-02-23,18,0,0,False
2020-03-01,18,0,18,False
2020-03-08,55,0,55,False
2020-03-15,0,0,0,False
2020-03-22,17,0,17,False
2020-03-29,35,0,18,False
2020-04-05,27,0,27,False
2020-04-12,0,0,0,False
2020-04-19,0,0,0,False
2020-04-26,0,0,0,False
2020-05-03,0,0,0,True
