date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,57,0,57,False
2018-01-14,71,0,71,False
2018-01-21,28,0,28,False
2018-01-28,28,0,28,False
2018-02-04,53,0,53,False
2018-02-11,56,0,56,False
2018-02-18,29,0,29,False
2018-02-25,57,0,57,False
2018-03-04,29,0,29,False
2018-03-11,43,0,43,False
2018-03-18,86,0,86,False
2018-03-25,0,0,0,False
2018-04-01,0,0,0,False
2018-04-08,100,0,86,False
2018-04-15,30,0,30,False
2018-04-22,30,0,30,False
2018-04-29,30,0,0,False
2018-05-06,45,0,45,False
2018-05-13,29,0,29,False
2018-05-20,29,0,29,False
2018-05-27,72,0,72,False
2018-06-03,73,0,73,False
2018-06-10,55,0,55,False
2018-06-17,58,0,58,False
2018-06-24,29,0,29,False
2018-07-01,29,0,29,False
2018-07-08,0,0,0,False
2018-07-15,33,0,33,False
2018-07-22,65,0,65,False
2018-07-29,65,0,65,False
2018-08-05,83,0,67,False
2018-08-12,34,0,34,False
2018-08-19,33,0,33,False
2018-08-26,31,0,31,False
2018-09-02,31,0,31,False
2018-09-09,31,0,31,False
2018-09-16,60,0,60,False
2018-09-23,31,0,31,False
2018-09-30,60,0,30,False
2018-10-07,62,0,62,False
2018-10-14,31,0,31,False
2018-10-21,31,0,31,False
2018-10-28,0,0,0,False
2018-11-04,43,0,43,False
2018-11-11,30,0,30,False
2018-11-18,58,0,58,False
2018-11-25,0,0,0,False
2018-12-02,29,0,29,False
2018-12-09,29,0,29,False
2018-12-16,0,0,0,False
2018-12-23,32,0,32,False
2018-12-30,0,0,0,False
2019-01-06,58,0,58,False
2019-01-13,29,0,29,False
2019-01-20,41,0,41,False
2019-01-27,27,0,27,False
2019-02-03,29,0,29,False
2019-02-10,92,0,92,False
2019-02-17,31,0,31,False
2019-02-24,58,0,58,False
2019-03-03,55,0,55,False
2019-03-10,57,0,57,False
2019-03-17,30,0,30,False
2019-03-24,30,0,30,False
2019-03-31,89,0,89,False
2019-04-07,61,0,61,False
2019-04-14,0,0,0,False
2019-04-21,44,0,44,False
2019-04-28,56,0,56,False
2019-05-05,55,0,55,False
2019-05-12,30,0,30,False
2019-05-19,29,0,29,False
2019-05-26,29,0,29,False
2019-06-02,80,0,80,False
2019-06-09,42,0,42,False
2019-06-16,58,0,58,False
2019-06-23,29,0,29,False
2019-06-30,29,0,29,False
2019-07-07,30,0,30,False
2019-07-14,31,0,31,False
2019-07-21,0,0,0,False
2019-07-28,64,0,64,False
2019-08-04,65,0,65,False
2019-08-11,63,0,63,False
2019-08-18,0,0,0,False
2019-08-25,44,0,44,False
2019-09-01,28,0,28,False
2019-09-08,57,0,57,False
2019-09-15,0,0,0,False
2019-09-22,53,0,53,False
2019-09-29,0,0,0,False
2019-10-06,27,0,27,False
2019-10-13,0,0,0,False
2019-10-20,54,0,54,False
2019-10-27,26,0,26,False
2019-11-03,0,0,0,False
2019-11-10,0,0,0,False
2019-11-17,26,0,26,False
2019-11-24,0,0,0,False
2019-12-01,51,0,25,False
2019-12-08,50,0,50,False
2019-12-15,26,0,26,False
2019-12-22,27,0,27,False
2019-12-29,53,0,53,False
2020-01-05,49,0,49,False
2020-01-12,36,0,24,False
2020-01-19,0,0,0,False
2020-01-26,25,0,25,False
2020-02-02,37,0,37,False
2020-02-09,24,0,24,False
2020-02-16,38,0,25,False
2020-02-23,0,0,0,False
2020-03-01,35,0,35,False
2020-03-08,23,0,23,False
2020-03-15,0,0,0,False
2020-03-22,60,0,60,False
2020-03-29,0,0,0,False
2020-04-05,31,0,21,False
2020-04-12,21,0,21,False
2020-04-19,21,0,21,False
2020-04-26,0,0,0,False
2020-05-03,0,0,0,True
