date,Aire acondicionado,isPartial
2018-01-07,10,False
2018-01-14,9,False
2018-01-21,4,False
2018-01-28,9,False
2018-02-04,14,False
2018-02-11,16,False
2018-02-18,8,False
2018-02-25,12,False
2018-03-04,11,False
2018-03-11,6,False
2018-03-18,10,False
2018-03-25,6,False
2018-04-01,17,False
2018-04-08,14,False
2018-04-15,20,False
2018-04-22,17,False
2018-04-29,11,False
2018-05-06,9,False
2018-05-13,11,False
2018-05-20,15,False
2018-05-27,20,False
2018-06-03,16,False
2018-06-10,15,False
2018-06-17,34,False
2018-06-24,56,False
2018-07-01,45,False
2018-07-08,64,False
2018-07-15,47,False
2018-07-22,47,False
2018-07-29,77,False
2018-08-05,68,False
2018-08-12,28,False
2018-08-19,17,False
2018-08-26,21,False
2018-09-02,13,False
2018-09-09,13,False
2018-09-16,11,False
2018-09-23,17,False
2018-09-30,6,False
2018-10-07,11,False
2018-10-14,8,False
2018-10-21,12,False
2018-10-28,12,False
2018-11-04,4,False
2018-11-11,6,False
2018-11-18,8,False
2018-11-25,12,False
2018-12-02,8,False
2018-12-09,7,False
2018-12-16,6,False
2018-12-23,5,False
2018-12-30,10,False
2019-01-06,5,False
2019-01-13,8,False
2019-01-20,5,False
2019-01-27,10,False
2019-02-03,8,False
2019-02-10,6,False
2019-02-17,14,False
2019-02-24,12,False
2019-03-03,6,False
2019-03-10,10,False
2019-03-17,9,False
2019-03-24,6,False
2019-03-31,9,False
2019-04-07,7,False
2019-04-14,7,False
2019-04-21,14,False
2019-04-28,20,False
2019-05-05,12,False
2019-05-12,17,False
2019-05-19,15,False
2019-05-26,23,False
2019-06-02,34,False
2019-06-09,32,False
2019-06-16,30,False
2019-06-23,92,False
2019-06-30,74,False
2019-07-07,48,False
2019-07-14,42,False
2019-07-21,100,False
2019-07-28,30,False
2019-08-04,49,False
2019-08-11,13,False
2019-08-18,18,False
2019-08-25,23,False
2019-09-01,13,False
2019-09-08,7,False
2019-09-15,18,False
2019-09-22,8,False
2019-09-29,15,False
2019-10-06,11,False
2019-10-13,8,False
2019-10-20,6,False
2019-10-27,11,False
2019-11-03,4,False
2019-11-10,10,False
2019-11-17,13,False
2019-11-24,16,False
2019-12-01,8,False
2019-12-08,9,False
2019-12-15,7,False
2019-12-22,5,False
2019-12-29,6,False
2020-01-05,9,False
2020-01-12,6,False
2020-01-19,11,False
2020-01-26,15,False
2020-02-02,9,False
2020-02-09,9,False
2020-02-16,17,False
2020-02-23,13,False
2020-03-01,3,False
2020-03-08,2,False
2020-03-15,6,False
2020-03-22,6,False
2020-03-29,7,False
2020-04-05,8,False
2020-04-12,10,False
2020-04-19,8,False
2020-04-26,13,False
2020-05-03,35,False
2020-05-10,18,False
2020-05-17,29,True
