date,Aire acondicionado,isPartial
2018-01-07,22,False
2018-01-14,9,False
2018-01-21,9,False
2018-01-28,11,False
2018-02-04,5,False
2018-02-11,10,False
2018-02-18,9,False
2018-02-25,13,False
2018-03-04,26,False
2018-03-11,23,False
2018-03-18,14,False
2018-03-25,15,False
2018-04-01,16,False
2018-04-08,18,False
2018-04-15,14,False
2018-04-22,35,False
2018-04-29,25,False
2018-05-06,32,False
2018-05-13,20,False
2018-05-20,28,False
2018-05-27,24,False
2018-06-03,28,False
2018-06-10,18,False
2018-06-17,62,False
2018-06-24,59,False
2018-07-01,66,False
2018-07-08,70,False
2018-07-15,52,False
2018-07-22,36,False
2018-07-29,67,False
2018-08-05,72,False
2018-08-12,63,False
2018-08-19,48,False
2018-08-26,28,False
2018-09-02,42,False
2018-09-09,48,False
2018-09-16,26,False
2018-09-23,34,False
2018-09-30,41,False
2018-10-07,24,False
2018-10-14,12,False
2018-10-21,12,False
2018-10-28,8,False
2018-11-04,12,False
2018-11-11,16,False
2018-11-18,8,False
2018-11-25,17,False
2018-12-02,14,False
2018-12-09,7,False
2018-12-16,9,False
2018-12-23,19,False
2018-12-30,7,False
2019-01-06,15,False
2019-01-13,16,False
2019-01-20,14,False
2019-01-27,18,False
2019-02-03,8,False
2019-02-10,10,False
2019-02-17,12,False
2019-02-24,13,False
2019-03-03,9,False
2019-03-10,23,False
2019-03-17,9,False
2019-03-24,4,False
2019-03-31,13,False
2019-04-07,5,False
2019-04-14,5,False
2019-04-21,11,False
2019-04-28,14,False
2019-05-05,27,False
2019-05-12,23,False
2019-05-19,25,False
2019-05-26,45,False
2019-06-02,66,False
2019-06-09,48,False
2019-06-16,48,False
2019-06-23,95,False
2019-06-30,60,False
2019-07-07,38,False
2019-07-14,32,False
2019-07-21,47,False
2019-07-28,44,False
2019-08-04,44,False
2019-08-11,51,False
2019-08-18,100,False
2019-08-25,69,False
2019-09-01,31,False
2019-09-08,36,False
2019-09-15,28,False
2019-09-22,26,False
2019-09-29,49,False
2019-10-06,23,False
2019-10-13,20,False
2019-10-20,26,False
2019-10-27,18,False
2019-11-03,13,False
2019-11-10,9,False
2019-11-17,21,False
2019-11-24,25,False
2019-12-01,4,False
2019-12-08,18,False
2019-12-15,14,False
2019-12-22,8,False
2019-12-29,8,False
2020-01-05,22,False
2020-01-12,11,False
2020-01-19,24,False
2020-01-26,26,False
2020-02-02,18,False
2020-02-09,17,False
2020-02-16,15,False
2020-02-23,27,False
2020-03-01,20,False
2020-03-08,12,False
2020-03-15,21,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,10,False
2020-04-12,18,False
2020-04-19,14,False
2020-04-26,9,False
2020-05-03,30,False
2020-05-10,26,False
2020-05-17,45,True
