date,Aire acondicionado,isPartial
2018-01-07,10,False
2018-01-14,12,False
2018-01-21,10,False
2018-01-28,10,False
2018-02-04,15,False
2018-02-11,11,False
2018-02-18,11,False
2018-02-25,13,False
2018-03-04,10,False
2018-03-11,9,False
2018-03-18,12,False
2018-03-25,10,False
2018-04-01,11,False
2018-04-08,10,False
2018-04-15,12,False
2018-04-22,13,False
2018-04-29,14,False
2018-05-06,14,False
2018-05-13,18,False
2018-05-20,19,False
2018-05-27,22,False
2018-06-03,18,False
2018-06-10,32,False
2018-06-17,53,False
2018-06-24,66,False
2018-07-01,62,False
2018-07-08,60,False
2018-07-15,60,False
2018-07-22,46,False
2018-07-29,77,False
2018-08-05,91,False
2018-08-12,41,False
2018-08-19,23,False
2018-08-26,25,False
2018-09-02,21,False
2018-09-09,14,False
2018-09-16,14,False
2018-09-23,17,False
2018-09-30,8,False
2018-10-07,7,False
2018-10-14,9,False
2018-10-21,8,False
2018-10-28,21,False
2018-11-04,15,False
2018-11-11,11,False
2018-11-18,11,False
2018-11-25,11,False
2018-12-02,11,False
2018-12-09,11,False
2018-12-16,12,False
2018-12-23,13,False
2018-12-30,17,False
2019-01-06,24,False
2019-01-13,16,False
2019-01-20,17,False
2019-01-27,9,False
2019-02-03,10,False
2019-02-10,12,False
2019-02-17,11,False
2019-02-24,13,False
2019-03-03,12,False
2019-03-10,11,False
2019-03-17,11,False
2019-03-24,15,False
2019-03-31,14,False
2019-04-07,10,False
2019-04-14,12,False
2019-04-21,10,False
2019-04-28,12,False
2019-05-05,25,False
2019-05-12,22,False
2019-05-19,18,False
2019-05-26,17,False
2019-06-02,27,False
2019-06-09,23,False
2019-06-16,30,False
2019-06-23,78,False
2019-06-30,100,False
2019-07-07,78,False
2019-07-14,60,False
2019-07-21,62,False
2019-07-28,46,False
2019-08-04,66,False
2019-08-11,50,False
2019-08-18,34,False
2019-08-25,21,False
2019-09-01,19,False
2019-09-08,12,False
2019-09-15,11,False
2019-09-22,14,False
2019-09-29,13,False
2019-10-06,8,False
2019-10-13,8,False
2019-10-20,13,False
2019-10-27,9,False
2019-11-03,11,False
2019-11-10,18,False
2019-11-17,22,False
2019-11-24,11,False
2019-12-01,13,False
2019-12-08,12,False
2019-12-15,10,False
2019-12-22,9,False
2019-12-29,13,False
2020-01-05,18,False
2020-01-12,19,False
2020-01-19,17,False
2020-01-26,15,False
2020-02-02,11,False
2020-02-09,10,False
2020-02-16,12,False
2020-02-23,12,False
2020-03-01,11,False
2020-03-08,8,False
2020-03-15,4,False
2020-03-22,5,False
2020-03-29,7,False
2020-04-05,4,False
2020-04-12,7,False
2020-04-19,9,False
2020-04-26,18,False
2020-05-03,28,False
2020-05-10,21,False
2020-05-17,29,True
