date,Aire acondicionado,isPartial
2018-01-07,11,False
2018-01-14,8,False
2018-01-21,8,False
2018-01-28,12,False
2018-02-04,12,False
2018-02-11,8,False
2018-02-18,8,False
2018-02-25,10,False
2018-03-04,9,False
2018-03-11,6,False
2018-03-18,9,False
2018-03-25,8,False
2018-04-01,11,False
2018-04-08,9,False
2018-04-15,13,False
2018-04-22,15,False
2018-04-29,12,False
2018-05-06,16,False
2018-05-13,16,False
2018-05-20,13,False
2018-05-27,14,False
2018-06-03,10,False
2018-06-10,25,False
2018-06-17,70,False
2018-06-24,77,False
2018-07-01,33,False
2018-07-08,32,False
2018-07-15,32,False
2018-07-22,23,False
2018-07-29,61,False
2018-08-05,57,False
2018-08-12,33,False
2018-08-19,23,False
2018-08-26,18,False
2018-09-02,8,False
2018-09-09,8,False
2018-09-16,13,False
2018-09-23,13,False
2018-09-30,7,False
2018-10-07,9,False
2018-10-14,12,False
2018-10-21,8,False
2018-10-28,15,False
2018-11-04,13,False
2018-11-11,4,False
2018-11-18,5,False
2018-11-25,7,False
2018-12-02,6,False
2018-12-09,8,False
2018-12-16,6,False
2018-12-23,9,False
2018-12-30,7,False
2019-01-06,9,False
2019-01-13,9,False
2019-01-20,8,False
2019-01-27,7,False
2019-02-03,9,False
2019-02-10,8,False
2019-02-17,7,False
2019-02-24,8,False
2019-03-03,10,False
2019-03-10,8,False
2019-03-17,11,False
2019-03-24,8,False
2019-03-31,10,False
2019-04-07,9,False
2019-04-14,9,False
2019-04-21,8,False
2019-04-28,8,False
2019-05-05,16,False
2019-05-12,20,False
2019-05-19,17,False
2019-05-26,22,False
2019-06-02,29,False
2019-06-09,18,False
2019-06-16,27,False
2019-06-23,100,False
2019-06-30,98,False
2019-07-07,58,False
2019-07-14,52,False
2019-07-21,79,False
2019-07-28,26,False
2019-08-04,31,False
2019-08-11,22,False
2019-08-18,17,False
2019-08-25,8,False
2019-09-01,17,False
2019-09-08,6,False
2019-09-15,4,False
2019-09-22,8,False
2019-09-29,7,False
2019-10-06,9,False
2019-10-13,9,False
2019-10-20,16,False
2019-10-27,10,False
2019-11-03,12,False
2019-11-10,12,False
2019-11-17,13,False
2019-11-24,9,False
2019-12-01,8,False
2019-12-08,10,False
2019-12-15,7,False
2019-12-22,7,False
2019-12-29,10,False
2020-01-05,9,False
2020-01-12,10,False
2020-01-19,9,False
2020-01-26,8,False
2020-02-02,7,False
2020-02-09,7,False
2020-02-16,8,False
2020-02-23,13,False
2020-03-01,7,False
2020-03-08,9,False
2020-03-15,4,False
2020-03-22,4,False
2020-03-29,4,False
2020-04-05,4,False
2020-04-12,6,False
2020-04-19,8,False
2020-04-26,4,False
2020-05-03,18,False
2020-05-10,12,False
2020-05-17,21,True
