date,Aire acondicionado,isPartial
2018-01-07,4,False
2018-01-14,3,False
2018-01-21,5,False
2018-01-28,5,False
2018-02-04,3,False
2018-02-11,6,False
2018-02-18,6,False
2018-02-25,5,False
2018-03-04,8,False
2018-03-11,7,False
2018-03-18,4,False
2018-03-25,3,False
2018-04-01,6,False
2018-04-08,5,False
2018-04-15,9,False
2018-04-22,12,False
2018-04-29,9,False
2018-05-06,10,False
2018-05-13,10,False
2018-05-20,15,False
2018-05-27,12,False
2018-06-03,17,False
2018-06-10,9,False
2018-06-17,27,False
2018-06-24,57,False
2018-07-01,45,False
2018-07-08,29,False
2018-07-15,26,False
2018-07-22,34,False
2018-07-29,71,False
2018-08-05,50,False
2018-08-12,12,False
2018-08-19,15,False
2018-08-26,10,False
2018-09-02,7,False
2018-09-09,8,False
2018-09-16,5,False
2018-09-23,10,False
2018-09-30,3,False
2018-10-07,5,False
2018-10-14,6,False
2018-10-21,7,False
2018-10-28,6,False
2018-11-04,4,False
2018-11-11,5,False
2018-11-18,3,False
2018-11-25,7,False
2018-12-02,3,False
2018-12-09,4,False
2018-12-16,4,False
2018-12-23,5,False
2018-12-30,8,False
2019-01-06,4,False
2019-01-13,4,False
2019-01-20,5,False
2019-01-27,3,False
2019-02-03,7,False
2019-02-10,4,False
2019-02-17,3,False
2019-02-24,5,False
2019-03-03,9,False
2019-03-10,7,False
2019-03-17,12,False
2019-03-24,8,False
2019-03-31,7,False
2019-04-07,7,False
2019-04-14,10,False
2019-04-21,3,False
2019-04-28,10,False
2019-05-05,11,False
2019-05-12,10,False
2019-05-19,10,False
2019-05-26,10,False
2019-06-02,24,False
2019-06-09,16,False
2019-06-16,22,False
2019-06-23,100,False
2019-06-30,93,False
2019-07-07,46,False
2019-07-14,24,False
2019-07-21,44,False
2019-07-28,17,False
2019-08-04,25,False
2019-08-11,15,False
2019-08-18,14,False
2019-08-25,9,False
2019-09-01,11,False
2019-09-08,4,False
2019-09-15,5,False
2019-09-22,6,False
2019-09-29,5,False
2019-10-06,4,False
2019-10-13,7,False
2019-10-20,7,False
2019-10-27,5,False
2019-11-03,4,False
2019-11-10,6,False
2019-11-17,7,False
2019-11-24,4,False
2019-12-01,3,False
2019-12-08,5,False
2019-12-15,4,False
2019-12-22,3,False
2019-12-29,7,False
2020-01-05,8,False
2020-01-12,8,False
2020-01-19,6,False
2020-01-26,8,False
2020-02-02,5,False
2020-02-09,4,False
2020-02-16,4,False
2020-02-23,7,False
2020-03-01,8,False
2020-03-08,7,False
2020-03-15,3,False
2020-03-22,3,False
2020-03-29,3,False
2020-04-05,5,False
2020-04-12,9,False
2020-04-19,7,False
2020-04-26,9,False
2020-05-03,30,False
2020-05-10,10,False
2020-05-17,21,True
