date,Aire acondicionado,isPartial
2018-01-07,17,False
2018-01-14,21,False
2018-01-21,11,False
2018-01-28,15,False
2018-02-04,18,False
2018-02-11,19,False
2018-02-18,9,False
2018-02-25,15,False
2018-03-04,18,False
2018-03-11,21,False
2018-03-18,17,False
2018-03-25,15,False
2018-04-01,18,False
2018-04-08,9,False
2018-04-15,18,False
2018-04-22,13,False
2018-04-29,11,False
2018-05-06,9,False
2018-05-13,14,False
2018-05-20,20,False
2018-05-27,13,False
2018-06-03,22,False
2018-06-10,23,False
2018-06-17,31,False
2018-06-24,40,False
2018-07-01,53,False
2018-07-08,56,False
2018-07-15,57,False
2018-07-22,31,False
2018-07-29,55,False
2018-08-05,72,False
2018-08-12,24,False
2018-08-19,14,False
2018-08-26,12,False
2018-09-02,10,False
2018-09-09,9,False
2018-09-16,10,False
2018-09-23,11,False
2018-09-30,4,False
2018-10-07,4,False
2018-10-14,4,False
2018-10-21,9,False
2018-10-28,15,False
2018-11-04,23,False
2018-11-11,5,False
2018-11-18,19,False
2018-11-25,11,False
2018-12-02,16,False
2018-12-09,20,False
2018-12-16,7,False
2018-12-23,10,False
2018-12-30,23,False
2019-01-06,36,False
2019-01-13,19,False
2019-01-20,14,False
2019-01-27,26,False
2019-02-03,9,False
2019-02-10,8,False
2019-02-17,8,False
2019-02-24,10,False
2019-03-03,8,False
2019-03-10,13,False
2019-03-17,5,False
2019-03-24,12,False
2019-03-31,11,False
2019-04-07,11,False
2019-04-14,10,False
2019-04-21,10,False
2019-04-28,11,False
2019-05-05,9,False
2019-05-12,16,False
2019-05-19,10,False
2019-05-26,17,False
2019-06-02,24,False
2019-06-09,15,False
2019-06-16,28,False
2019-06-23,88,False
2019-06-30,100,False
2019-07-07,60,False
2019-07-14,39,False
2019-07-21,48,False
2019-07-28,30,False
2019-08-04,31,False
2019-08-11,29,False
2019-08-18,26,False
2019-08-25,21,False
2019-09-01,8,False
2019-09-08,8,False
2019-09-15,9,False
2019-09-22,14,False
2019-09-29,9,False
2019-10-06,6,False
2019-10-13,10,False
2019-10-20,18,False
2019-10-27,10,False
2019-11-03,12,False
2019-11-10,31,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,13,False
2019-12-08,13,False
2019-12-15,7,False
2019-12-22,8,False
2019-12-29,17,False
2020-01-05,18,False
2020-01-12,20,False
2020-01-19,15,False
2020-01-26,25,False
2020-02-02,14,False
2020-02-09,13,False
2020-02-16,16,False
2020-02-23,9,False
2020-03-01,10,False
2020-03-08,7,False
2020-03-15,5,False
2020-03-22,4,False
2020-03-29,5,False
2020-04-05,6,False
2020-04-12,2,False
2020-04-19,6,False
2020-04-26,13,False
2020-05-03,22,False
2020-05-10,21,False
2020-05-17,24,True
