date,Aire acondicionado,isPartial
2018-01-07,10,False
2018-01-14,11,False
2018-01-21,10,False
2018-01-28,10,False
2018-02-04,13,False
2018-02-11,12,False
2018-02-18,9,False
2018-02-25,10,False
2018-03-04,10,False
2018-03-11,10,False
2018-03-18,10,False
2018-03-25,9,False
2018-04-01,11,False
2018-04-08,11,False
2018-04-15,16,False
2018-04-22,18,False
2018-04-29,13,False
2018-05-06,16,False
2018-05-13,16,False
2018-05-20,19,False
2018-05-27,19,False
2018-06-03,18,False
2018-06-10,26,False
2018-06-17,70,False
2018-06-24,78,False
2018-07-01,49,False
2018-07-08,51,False
2018-07-15,39,False
2018-07-22,38,False
2018-07-29,78,False
2018-08-05,84,False
2018-08-12,34,False
2018-08-19,29,False
2018-08-26,24,False
2018-09-02,19,False
2018-09-09,13,False
2018-09-16,15,False
2018-09-23,14,False
2018-09-30,10,False
2018-10-07,10,False
2018-10-14,9,False
2018-10-21,9,False
2018-10-28,16,False
2018-11-04,11,False
2018-11-11,9,False
2018-11-18,9,False
2018-11-25,11,False
2018-12-02,10,False
2018-12-09,9,False
2018-12-16,8,False
2018-12-23,10,False
2018-12-30,11,False
2019-01-06,14,False
2019-01-13,13,False
2019-01-20,11,False
2019-01-27,10,False
2019-02-03,11,False
2019-02-10,9,False
2019-02-17,10,False
2019-02-24,12,False
2019-03-03,11,False
2019-03-10,12,False
2019-03-17,11,False
2019-03-24,13,False
2019-03-31,11,False
2019-04-07,11,False
2019-04-14,11,False
2019-04-21,11,False
2019-04-28,14,False
2019-05-05,20,False
2019-05-12,26,False
2019-05-19,20,False
2019-05-26,28,False
2019-06-02,36,False
2019-06-09,22,False
2019-06-16,30,False
2019-06-23,100,False
2019-06-30,100,False
2019-07-07,60,False
2019-07-14,52,False
2019-07-21,71,False
2019-07-28,36,False
2019-08-04,47,False
2019-08-11,33,False
2019-08-18,29,False
2019-08-25,21,False
2019-09-01,17,False
2019-09-08,10,False
2019-09-15,11,False
2019-09-22,11,False
2019-09-29,10,False
2019-10-06,9,False
2019-10-13,9,False
2019-10-20,12,False
2019-10-27,8,False
2019-11-03,10,False
2019-11-10,14,False
2019-11-17,15,False
2019-11-24,10,False
2019-12-01,10,False
2019-12-08,10,False
2019-12-15,8,False
2019-12-22,7,False
2019-12-29,10,False
2020-01-05,13,False
2020-01-12,14,False
2020-01-19,13,False
2020-01-26,11,False
2020-02-02,10,False
2020-02-09,9,False
2020-02-16,10,False
2020-02-23,11,False
2020-03-01,11,False
2020-03-08,8,False
2020-03-15,5,False
2020-03-22,5,False
2020-03-29,5,False
2020-04-05,6,False
2020-04-12,7,False
2020-04-19,9,False
2020-04-26,13,False
2020-05-03,29,False
2020-05-10,17,False
2020-05-17,37,True
