date,Aire acondicionado,isPartial
2018-01-07,29,False
2018-01-14,19,False
2018-01-21,0,False
2018-01-28,39,False
2018-02-04,19,False
2018-02-11,29,False
2018-02-18,20,False
2018-02-25,20,False
2018-03-04,29,False
2018-03-11,19,False
2018-03-18,39,False
2018-03-25,27,False
2018-04-01,18,False
2018-04-08,28,False
2018-04-15,20,False
2018-04-22,28,False
2018-04-29,19,False
2018-05-06,28,False
2018-05-13,39,False
2018-05-20,38,False
2018-05-27,49,False
2018-06-03,25,False
2018-06-10,27,False
2018-06-17,48,False
2018-06-24,82,False
2018-07-01,48,False
2018-07-08,93,False
2018-07-15,100,False
2018-07-22,44,False
2018-07-29,61,False
2018-08-05,97,False
2018-08-12,31,False
2018-08-19,37,False
2018-08-26,60,False
2018-09-02,35,False
2018-09-09,28,False
2018-09-16,38,False
2018-09-23,28,False
2018-09-30,19,False
2018-10-07,32,False
2018-10-14,57,False
2018-10-21,19,False
2018-10-28,30,False
2018-11-04,47,False
2018-11-11,26,False
2018-11-18,19,False
2018-11-25,19,False
2018-12-02,19,False
2018-12-09,19,False
2018-12-16,19,False
2018-12-23,21,False
2018-12-30,42,False
2019-01-06,19,False
2019-01-13,28,False
2019-01-20,26,False
2019-01-27,18,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,38,False
2019-02-24,39,False
2019-03-03,38,False
2019-03-10,28,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,0,False
2019-04-07,28,False
2019-04-14,17,False
2019-04-21,0,False
2019-04-28,27,False
2019-05-05,30,False
2019-05-12,36,False
2019-05-19,24,False
2019-05-26,52,False
2019-06-02,46,False
2019-06-09,26,False
2019-06-16,60,False
2019-06-23,89,False
2019-06-30,86,False
2019-07-07,55,False
2019-07-14,56,False
2019-07-21,99,False
2019-07-28,32,False
2019-08-04,84,False
2019-08-11,24,False
2019-08-18,44,False
2019-08-25,30,False
2019-09-01,27,False
2019-09-08,17,False
2019-09-15,17,False
2019-09-22,39,False
2019-09-29,51,False
2019-10-06,34,False
2019-10-13,41,False
2019-10-20,17,False
2019-10-27,0,False
2019-11-03,33,False
2019-11-10,49,False
2019-11-17,41,False
2019-11-24,16,False
2019-12-01,39,False
2019-12-08,25,False
2019-12-15,16,False
2019-12-22,18,False
2019-12-29,17,False
2020-01-05,33,False
2020-01-12,15,False
2020-01-19,24,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,24,False
2020-02-16,21,False
2020-02-23,21,False
2020-03-01,15,False
2020-03-08,15,False
2020-03-15,14,False
2020-03-22,0,False
2020-03-29,20,False
2020-04-05,13,False
2020-04-12,18,False
2020-04-19,0,False
2020-04-26,13,False
2020-05-03,17,False
2020-05-10,18,False
2020-05-17,41,True
