date,Streichputz,isPartial
2018-01-07,68,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,34,False
2018-02-04,45,False
2018-02-11,38,False
2018-02-18,0,False
2018-02-25,45,False
2018-03-04,22,False
2018-03-11,22,False
2018-03-18,31,False
2018-03-25,25,False
2018-04-01,50,False
2018-04-08,24,False
2018-04-15,50,False
2018-04-22,24,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,23,False
2018-05-20,24,False
2018-05-27,24,False
2018-06-03,48,False
2018-06-10,24,False
2018-06-17,48,False
2018-06-24,25,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,38,False
2018-07-29,25,False
2018-08-05,36,False
2018-08-12,24,False
2018-08-19,71,False
2018-08-26,0,False
2018-09-02,46,False
2018-09-09,35,False
2018-09-16,24,False
2018-09-23,47,False
2018-09-30,25,False
2018-10-07,48,False
2018-10-14,0,False
2018-10-21,46,False
2018-10-28,23,False
2018-11-04,33,False
2018-11-11,38,False
2018-11-18,23,False
2018-11-25,24,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,25,False
2018-12-23,28,False
2018-12-30,26,False
2019-01-06,24,False
2019-01-13,23,False
2019-01-20,56,False
2019-01-27,34,False
2019-02-03,22,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,0,False
2019-03-03,45,False
2019-03-10,22,False
2019-03-17,46,False
2019-03-24,23,False
2019-03-31,23,False
2019-04-07,34,False
2019-04-14,0,False
2019-04-21,24,False
2019-04-28,23,False
2019-05-05,0,False
2019-05-12,23,False
2019-05-19,44,False
2019-05-26,47,False
2019-06-02,22,False
2019-06-09,23,False
2019-06-16,32,False
2019-06-23,0,False
2019-06-30,36,False
2019-07-07,24,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,100,False
2019-08-04,0,False
2019-08-11,22,False
2019-08-18,23,False
2019-08-25,23,False
2019-09-01,22,False
2019-09-08,68,False
2019-09-15,46,False
2019-09-22,22,False
2019-09-29,24,False
2019-10-06,0,False
2019-10-13,36,False
2019-10-20,0,False
2019-10-27,53,False
2019-11-03,0,False
2019-11-10,21,False
2019-11-17,21,False
2019-11-24,21,False
2019-12-01,21,False
2019-12-08,42,False
2019-12-15,0,False
2019-12-22,26,False
2019-12-29,48,False
2020-01-05,21,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,20,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,21,False
2020-02-23,40,False
2020-03-01,20,False
2020-03-08,19,False
2020-03-15,31,False
2020-03-22,38,False
2020-03-29,28,False
2020-04-05,41,False
2020-04-12,26,False
2020-04-19,19,False
2020-04-26,0,False
2020-05-03,38,False
2020-05-10,0,False
