date,Fassadenbau,isPartial
2018-01-07,40,False
2018-01-14,39,False
2018-01-21,0,False
2018-01-28,81,False
2018-02-04,41,False
2018-02-11,41,False
2018-02-18,0,False
2018-02-25,41,False
2018-03-04,41,False
2018-03-11,0,False
2018-03-18,62,False
2018-03-25,44,False
2018-04-01,44,False
2018-04-08,0,False
2018-04-15,43,False
2018-04-22,42,False
2018-04-29,44,False
2018-05-06,44,False
2018-05-13,42,False
2018-05-20,45,False
2018-05-27,89,False
2018-06-03,71,False
2018-06-10,82,False
2018-06-17,41,False
2018-06-24,42,False
2018-07-01,0,False
2018-07-08,82,False
2018-07-15,42,False
2018-07-22,42,False
2018-07-29,88,False
2018-08-05,45,False
2018-08-12,69,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,43,False
2018-09-09,0,False
2018-09-16,41,False
2018-09-23,42,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,100,False
2018-10-28,41,False
2018-11-04,39,False
2018-11-11,40,False
2018-11-18,38,False
2018-11-25,39,False
2018-12-02,0,False
2018-12-09,39,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,76,False
2019-01-13,0,False
2019-01-20,74,False
2019-01-27,56,False
2019-02-03,0,False
2019-02-10,38,False
2019-02-17,77,False
2019-02-24,40,False
2019-03-03,78,False
2019-03-10,37,False
2019-03-17,59,False
2019-03-24,39,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,42,False
2019-04-21,41,False
2019-04-28,39,False
2019-05-05,0,False
2019-05-12,39,False
2019-05-19,37,False
2019-05-26,39,False
2019-06-02,39,False
2019-06-09,41,False
2019-06-16,83,False
2019-06-23,39,False
2019-06-30,38,False
2019-07-07,75,False
2019-07-14,39,False
2019-07-21,81,False
2019-07-28,0,False
2019-08-04,43,False
2019-08-11,69,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,40,False
2019-09-08,79,False
2019-09-15,59,False
2019-09-22,38,False
2019-09-29,0,False
2019-10-06,37,False
2019-10-13,49,False
2019-10-20,49,False
2019-10-27,74,False
2019-11-03,36,False
2019-11-10,72,False
2019-11-17,53,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,90,False
2019-12-15,37,False
2019-12-22,43,False
2019-12-29,40,False
2020-01-05,36,False
2020-01-12,34,False
2020-01-19,35,False
2020-01-26,34,False
2020-02-02,34,False
2020-02-09,34,False
2020-02-16,36,False
2020-02-23,51,False
2020-03-01,0,False
2020-03-08,31,False
2020-03-15,31,False
2020-03-22,30,False
2020-03-29,31,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,30,False
2020-05-03,31,False
2020-05-10,0,False
