date,Folierer,isPartial
2018-01-07,48,False
2018-01-14,31,False
2018-01-21,23,False
2018-01-28,24,False
2018-02-04,37,False
2018-02-11,25,False
2018-02-18,24,False
2018-02-25,24,False
2018-03-04,37,False
2018-03-11,56,False
2018-03-18,25,False
2018-03-25,26,False
2018-04-01,26,False
2018-04-08,25,False
2018-04-15,39,False
2018-04-22,25,False
2018-04-29,26,False
2018-05-06,26,False
2018-05-13,25,False
2018-05-20,27,False
2018-05-27,0,False
2018-06-03,25,False
2018-06-10,41,False
2018-06-17,100,False
2018-06-24,25,False
2018-07-01,37,False
2018-07-08,0,False
2018-07-15,37,False
2018-07-22,38,False
2018-07-29,0,False
2018-08-05,27,False
2018-08-12,55,False
2018-08-19,28,False
2018-08-26,27,False
2018-09-02,26,False
2018-09-09,51,False
2018-09-16,25,False
2018-09-23,38,False
2018-09-30,50,False
2018-10-07,50,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,45,False
2018-11-25,35,False
2018-12-02,23,False
2018-12-09,70,False
2018-12-16,24,False
2018-12-23,28,False
2018-12-30,26,False
2019-01-06,0,False
2019-01-13,45,False
2019-01-20,34,False
2019-01-27,22,False
2019-02-03,22,False
2019-02-10,23,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,23,False
2019-03-10,22,False
2019-03-17,47,False
2019-03-24,23,False
2019-03-31,46,False
2019-04-07,46,False
2019-04-14,25,False
2019-04-21,49,False
2019-04-28,0,False
2019-05-05,22,False
2019-05-12,23,False
2019-05-19,34,False
2019-05-26,35,False
2019-06-02,23,False
2019-06-09,24,False
2019-06-16,24,False
2019-06-23,23,False
2019-06-30,0,False
2019-07-07,22,False
2019-07-14,23,False
2019-07-21,24,False
2019-07-28,37,False
2019-08-04,26,False
2019-08-11,25,False
2019-08-18,0,False
2019-08-25,78,False
2019-09-01,24,False
2019-09-08,31,False
2019-09-15,24,False
2019-09-22,34,False
2019-09-29,23,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,22,False
2019-10-27,22,False
2019-11-03,43,False
2019-11-10,0,False
2019-11-17,32,False
2019-11-24,21,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,22,False
2019-12-22,0,False
2019-12-29,24,False
2020-01-05,21,False
2020-01-12,0,False
2020-01-19,21,False
2020-01-26,30,False
2020-02-02,21,False
2020-02-09,20,False
2020-02-16,21,False
2020-02-23,41,False
2020-03-01,30,False
2020-03-08,19,False
2020-03-15,28,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,27,False
2020-04-12,67,False
2020-04-19,56,False
2020-04-26,36,False
2020-05-03,31,False
2020-05-10,37,False
