date,Folierer,isPartial
2018-01-07,79,False
2018-01-14,33,False
2018-01-21,66,False
2018-01-28,34,False
2018-02-04,34,False
2018-02-11,36,False
2018-02-18,35,False
2018-02-25,69,False
2018-03-04,35,False
2018-03-11,0,False
2018-03-18,35,False
2018-03-25,75,False
2018-04-01,38,False
2018-04-08,72,False
2018-04-15,48,False
2018-04-22,59,False
2018-04-29,54,False
2018-05-06,54,False
2018-05-13,34,False
2018-05-20,62,False
2018-05-27,37,False
2018-06-03,69,False
2018-06-10,50,False
2018-06-17,34,False
2018-06-24,45,False
2018-07-01,66,False
2018-07-08,100,False
2018-07-15,33,False
2018-07-22,67,False
2018-07-29,58,False
2018-08-05,36,False
2018-08-12,75,False
2018-08-19,37,False
2018-08-26,37,False
2018-09-02,36,False
2018-09-09,53,False
2018-09-16,53,False
2018-09-23,35,False
2018-09-30,35,False
2018-10-07,68,False
2018-10-14,34,False
2018-10-21,0,False
2018-10-28,35,False
2018-11-04,44,False
2018-11-11,0,False
2018-11-18,54,False
2018-11-25,33,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,34,False
2018-12-23,80,False
2018-12-30,0,False
2019-01-06,32,False
2019-01-13,0,False
2019-01-20,31,False
2019-01-27,32,False
2019-02-03,63,False
2019-02-10,97,False
2019-02-17,32,False
2019-02-24,49,False
2019-03-03,66,False
2019-03-10,64,False
2019-03-17,68,False
2019-03-24,79,False
2019-03-31,34,False
2019-04-07,83,False
2019-04-14,0,False
2019-04-21,35,False
2019-04-28,77,False
2019-05-05,53,False
2019-05-12,32,False
2019-05-19,43,False
2019-05-26,34,False
2019-06-02,66,False
2019-06-09,35,False
2019-06-16,52,False
2019-06-23,34,False
2019-06-30,33,False
2019-07-07,31,False
2019-07-14,33,False
2019-07-21,34,False
2019-07-28,0,False
2019-08-04,70,False
2019-08-11,70,False
2019-08-18,71,False
2019-08-25,35,False
2019-09-01,33,False
2019-09-08,33,False
2019-09-15,33,False
2019-09-22,47,False
2019-09-29,32,False
2019-10-06,63,False
2019-10-13,0,False
2019-10-20,31,False
2019-10-27,46,False
2019-11-03,30,False
2019-11-10,31,False
2019-11-17,30,False
2019-11-24,30,False
2019-12-01,94,False
2019-12-08,62,False
2019-12-15,64,False
2019-12-22,36,False
2019-12-29,34,False
2020-01-05,59,False
2020-01-12,29,False
2020-01-19,30,False
2020-01-26,29,False
2020-02-02,44,False
2020-02-09,56,False
2020-02-16,50,False
2020-02-23,29,False
2020-03-01,71,False
2020-03-08,27,False
2020-03-15,26,False
2020-03-22,40,False
2020-03-29,53,False
2020-04-05,39,False
2020-04-12,56,False
2020-04-19,54,False
2020-04-26,27,False
2020-05-03,54,False
2020-05-10,82,False
