date,Folierer,isPartial
2018-01-07,0,False
2018-01-14,26,False
2018-01-21,62,False
2018-01-28,53,False
2018-02-04,37,False
2018-02-11,82,False
2018-02-18,54,False
2018-02-25,36,False
2018-03-04,27,False
2018-03-11,72,False
2018-03-18,45,False
2018-03-25,29,False
2018-04-01,48,False
2018-04-08,45,False
2018-04-15,55,False
2018-04-22,40,False
2018-04-29,42,False
2018-05-06,47,False
2018-05-13,81,False
2018-05-20,57,False
2018-05-27,36,False
2018-06-03,90,False
2018-06-10,52,False
2018-06-17,52,False
2018-06-24,68,False
2018-07-01,40,False
2018-07-08,52,False
2018-07-15,55,False
2018-07-22,28,False
2018-07-29,43,False
2018-08-05,48,False
2018-08-12,71,False
2018-08-19,28,False
2018-08-26,41,False
2018-09-02,36,False
2018-09-09,28,False
2018-09-16,68,False
2018-09-23,37,False
2018-09-30,28,False
2018-10-07,41,False
2018-10-14,55,False
2018-10-21,83,False
2018-10-28,27,False
2018-11-04,43,False
2018-11-11,40,False
2018-11-18,43,False
2018-11-25,39,False
2018-12-02,51,False
2018-12-09,52,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,56,False
2019-01-06,59,False
2019-01-13,37,False
2019-01-20,50,False
2019-01-27,37,False
2019-02-03,58,False
2019-02-10,77,False
2019-02-17,0,False
2019-02-24,35,False
2019-03-03,76,False
2019-03-10,49,False
2019-03-17,78,False
2019-03-24,26,False
2019-03-31,59,False
2019-04-07,69,False
2019-04-14,56,False
2019-04-21,55,False
2019-04-28,35,False
2019-05-05,50,False
2019-05-12,52,False
2019-05-19,85,False
2019-05-26,61,False
2019-06-02,43,False
2019-06-09,26,False
2019-06-16,39,False
2019-06-23,66,False
2019-06-30,34,False
2019-07-07,51,False
2019-07-14,54,False
2019-07-21,29,False
2019-07-28,56,False
2019-08-04,38,False
2019-08-11,27,False
2019-08-18,54,False
2019-08-25,26,False
2019-09-01,42,False
2019-09-08,34,False
2019-09-15,69,False
2019-09-22,100,False
2019-09-29,42,False
2019-10-06,33,False
2019-10-13,38,False
2019-10-20,63,False
2019-10-27,62,False
2019-11-03,24,False
2019-11-10,24,False
2019-11-17,55,False
2019-11-24,38,False
2019-12-01,32,False
2019-12-08,32,False
2019-12-15,56,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,0,False
2020-01-12,66,False
2020-01-19,46,False
2020-01-26,60,False
2020-02-02,52,False
2020-02-09,51,False
2020-02-16,92,False
2020-02-23,58,False
2020-03-01,51,False
2020-03-08,42,False
2020-03-15,21,False
2020-03-22,27,False
2020-03-29,41,False
2020-04-05,56,False
2020-04-12,42,False
2020-04-19,56,False
2020-04-26,34,False
2020-05-03,48,False
2020-05-10,49,False
