date,Blumen Hochzeit,isPartial
2018-01-07,60,False
2018-01-14,39,False
2018-01-21,39,False
2018-01-28,49,False
2018-02-04,20,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,39,False
2018-03-04,20,False
2018-03-11,0,False
2018-03-18,61,False
2018-03-25,31,False
2018-04-01,20,False
2018-04-08,30,False
2018-04-15,20,False
2018-04-22,19,False
2018-04-29,41,False
2018-05-06,21,False
2018-05-13,20,False
2018-05-20,51,False
2018-05-27,19,False
2018-06-03,20,False
2018-06-10,19,False
2018-06-17,19,False
2018-06-24,30,False
2018-07-01,21,False
2018-07-08,41,False
2018-07-15,65,False
2018-07-22,42,False
2018-07-29,100,False
2018-08-05,56,False
2018-08-12,19,False
2018-08-19,28,False
2018-08-26,58,False
2018-09-02,29,False
2018-09-09,20,False
2018-09-16,29,False
2018-09-23,20,False
2018-09-30,21,False
2018-10-07,21,False
2018-10-14,58,False
2018-10-21,39,False
2018-10-28,29,False
2018-11-04,19,False
2018-11-11,19,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,19,False
2018-12-09,0,False
2018-12-16,40,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,18,False
2019-01-13,27,False
2019-01-20,0,False
2019-01-27,37,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,47,False
2019-02-24,19,False
2019-03-03,73,False
2019-03-10,18,False
2019-03-17,19,False
2019-03-24,38,False
2019-03-31,19,False
2019-04-07,0,False
2019-04-14,21,False
2019-04-21,29,False
2019-04-28,38,False
2019-05-05,65,False
2019-05-12,76,False
2019-05-19,37,False
2019-05-26,47,False
2019-06-02,46,False
2019-06-09,28,False
2019-06-16,28,False
2019-06-23,19,False
2019-06-30,56,False
2019-07-07,58,False
2019-07-14,20,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,29,False
2019-08-11,26,False
2019-08-18,27,False
2019-08-25,18,False
2019-09-01,26,False
2019-09-08,18,False
2019-09-15,37,False
2019-09-22,18,False
2019-09-29,45,False
2019-10-06,37,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,17,False
2019-11-03,0,False
2019-11-10,51,False
2019-11-17,17,False
2019-11-24,17,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,19,False
2019-12-29,0,False
2020-01-05,33,False
2020-01-12,16,False
2020-01-19,25,False
2020-01-26,25,False
2020-02-02,16,False
2020-02-09,24,False
2020-02-16,16,False
2020-02-23,0,False
2020-03-01,57,False
2020-03-08,15,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,15,False
2020-04-05,0,False
2020-04-12,0,True
